time,title,context,date
,"삼성전자·SK하이닉스, 1분기 시총 1·2위 종목 선전",연구소 분기 여 곳 시가총액 변동 현황 조사 시총 조 조 네이버 삼성전자 화학 건설 운송 게임 강세 바 배터리 약세 이데일리 신민준 기 올해 분기 삼성전자 하이닉스 시가총액 부동 위 기록 국내 주식시장 시총 조원 증가 시총 조 클럽 가입 곳 곳 업종별 화학 건설 운송 게임 업종 업종 강세 곳 중 곳 분기 시총 성적표 향상 기업분석 전문 한국 연구소 년 분기 국내 주식시장 시가총액 변동 현황 분석 결과 상장사 여 곳 시가총액 올해 초 조 억원 월 조 억 원 조 억원 증가 일 조사 대상 주식종목 우선주 제외 곳 올해 초 월 일 월 일 시가총액 주 변동 현황 등 비교 삼성전자 하이닉스 조 억원 조 억원 시총 규모 위 위 시총 증가 기업 곳 조사 대상 주식종목 곳 중 곳 꼴 증가 올해 분기 시총 성적표 향상 의미 시총 조 클럽 기업 수 올해 초 곳 월 곳 곳 분기 시총 덩치 곳 네이버 였다 주식종목 올해 초 조 억원 시총 월 말 조 억원 분기 조 억원 상승 분기 시총 외형 셈 네이버 주가 월 일 기준 원 월 일 원 점 영향 이외 카카오 조 억원 기아 조 억원 금융 조 억 원 개월 시총 조원 포스코케미칼 하이닉스 대한항공 포스코 등 조원 시총 이중 대한항공 주가 주식 수 증가 올해 초 조 억원 월 조 억원 시총 규모 시총 순위 위 위 위 대 안착했다 반면 삼성전자 올해 초 시총 조 억원 월 조 억 원 조 억원 화학 조 억 원 삼성바이오로직스 조 억원 바이오팜 조 억원 삼성물산 조 억원 셀트리온 조 억원 도 분기 시총 조원 쪼그라들었다 분기 시총 중 곳 순위 올해 초 시총 이름 곳 중 곳 월 말 탈락 것 조사 곳 분기 시총 대 기업 입성 얘 분기 시총 대 클럽 가입 곳 중 시총 순위 곳 건설기계 장비 업체 두산밥캣 이 두산밥캣 올해 초 시총 위 월 위 계단 두산밥캣 올해 초 시총 조 억원 월 조 억 원 조 억원 상승 한국항공우주 도 위 위 계단 전진 반면 에이치엘비 올해 초 시총 위 유 월 말 위 계단 제약 바 업체들 시총 약세 씨젠 위 위 과 신풍제약 위 위 등 순위 뒤 시총 상위 판세 요동쳤다 곳 중 곳 분기 시총 순위 삼성전자 위 하이닉스 위 삼성 위 해당 주식종목들이 이 곳 중 곳 시총 순위 이중 현대모비스 올해 초 시총 순위 위 월 말 위 화학 위 위 과 삼성바이오로직스 위 위 셀트리온 위 위 도 시총 순위 기아 올해 초 위 월 위 맴버 월 기준 시총 조 클럽 가입 곳 중 주 상승 시총 증가율 곳 게임업체 데브시스터즈 였다 곳 분기 시총 증가율 오일 소장 올해 분기 주식시장 화학 건설 해운 항공 등 운송 게임 관련 업체 등 종목들 약진 며 반면 바 배터리 를 포함 종목 상대적 약세 곳 말 신민준,2021-04-12
,4월 1 10일 수출 24.8 증가…삼성전자 SK하이닉스 현대차 견인,스마트폰 등 무선기 승용차 반도체 부산항 신선대 컨테이너 터미널 사진출처 연합뉴스 월 일 일 수출금액 무선통신기기 승용차 반도체 등 강세 전년 대비 가량 증가 일 관세청 이달 일 수출액 통관기준 잠정치 은 억 만달러 집계 전년 동기 대비 억 증가 기간 조업 수 일 지난해 일 일 조업 수 반영한 일평균 수출액 조업 수 통계 전년 대비 무선통신기기 석유제품 승용차 반도체 증가 반면 컴퓨터 주변기 수출액 수출 상대국별 베트남 중국 미국 유럽연합 일본 증가 중동 감소 기간 수입액 억 만달러 전년 동기 대비 억 조업 수 통계 석유제품 원유 승용차 기계류 등 수입금액 가스 반도체 수입 상대국별 미국 호주 중동 베트남 일본 등 중국 감소 월 일 일 수출입실적 통관기준 잠정치 관세청 김승한 매경닷컴 기자,2021-04-12
