negative,neutral,positive
13.047261748,2.7900191890000006,47.97409511699999
11.810154400999998,1.9067980339999997,35.449195847
16.436691834,1.1736546640000003,39.09419279699999
14.679301054999996,2.45764019,42.626708652999994
23.851084009999997,4.196747967,38.494715445
24.151084009999998,5.696747968,39.361382111
26.882015727999992,7.546334829000001,31.56448174999999
12.987179486000002,1.653846155,19.615384615
17.740456848999997,3.240858628,22.725475220999996
161.585229121,30.662647624,316.90563155599995
