,날짜,기사제목,본문내용
0,2021-05-10,"네이버, 1769억 규모 자사주 처분 결정",아시아경제 임춘한 기자 네이버 는 글로벌 컨텐츠 사업 다각화 및 북미사업 강화를 위해 자사주 만 주를 시간외대량매매로 처분하기로 결정했다고 일 공시했다 처분예정금액은 억 만원이다 임춘한 기자
1,2021-05-10,"네이버, 1769억 규모 자사주 처분 결정",헤럴드경제 증권부 네이버는 글로벌 컨텐츠 사업 다각화 및 북미사업 강화를 위해 자사주 만 주를 시간외대량매매로 처분하기로 결정했다고 일 공시했다 처분예정금액은 억 만원이며 처분예정기간은 오는 일이다
2,2021-05-10,"네이버, 왓패드 인수 위해 1769억 자사주 매각",머니투데이 윤지혜 기자 네이버 로고 네이버 가 북미 웹소설 플랫폼 왓패드 인수를 위해 억원 규모의 지분을 매각한다 일 금융감독원 전자공시시스템에 따르면 네이버는 일 시간 외 대량매매 블록딜 로 총 억원 규모의 자사주 만 주를 매각한다고 공시했다 주당 가격은 만 원이다 네이버는 글로벌 콘텐츠 사업 다각화 및 북미사업 강화를 위해 자사주를 처분한다 라며 왓패드를 인수하는 대가 중 일부를 매도자에게 자기주식으로 지급하기로 해 진행하는 것 이라고 밝혔다 네이버는 왓패드 주식 인 억 만주를 억원에 취득한다 취득금액 중 억원은 현금으로 억원은 자기주식으로 지급한다 총 취득금액은 네이버 자기자본의 수준이다 윤지혜 기자
3,2021-05-10,"네이버, 서울대와 'AI연구센터' 세운다",서울대 연구원 명 참여 년간 수백억원 규모 투자 최강 인프라 인력 시너지 기대 최인혁 네이버 최고운영책임자 왼쪽 첫번째 와 서울대학교 연구원 함종민 산학협력센터장 장병탁 원장 전병곤 부원장이 일 온라인으로 공동연구 협약을 맺은 뒤 기념촬영을 하고 있다 네이버 제공 네이버와 서울대학교가 초대규모 인공지능 공동연구에 나선다 네이버와 서울대에서 연구원 여명이 참여하며 향후 년간 연구비와 인프라 지원비 등을 포함해 수백억원 규모 투자가 이뤄질 계획이다 이를 통해 글로벌 리더십을 갖춘다는 목표다 네이버와 서울대는 일 최인혁 네이버 최고운영책임자 서울대학교 연구원 장병탁 원장 등 주요 관계자들이 참석한 가운데 공동연구를 위한 협약을 온라인으로 체결했다 네이버와 서울대는 서울대 네이버 초대규모 연구센터 연구센터 를 세워 장기적인 관점에서 연구 및 교육 협력을 강화할 계획이다 연구센터장은 전병곤 서울대 교수와 하정우 네이버 랩 소장이 공동으로 맡는다 연구센터는 한국어 언어모델을 발전시키는 한편 언어 이미지 음성을 이해하는 초대규모 를 함께 개발할 예정이다 또 네이버 연구진이 겸직교수를 맡아서 서울대 대학원생들이 전문가로 성장할 수 있도록 공동연구지도를 할 방침이다 서울대 연구진도 네이버와 연구에 적극적으로 참여한다 네이버는 인재 양성 차원에서 서울대 학생들 인턴십 및 산학협력 파견에도 적극 협조키로 했다 네이버가 보유한 슈퍼컴퓨팅 인프라 및 데이터도 연구센터에서 활용한다 네이버는 지난해 월 국내 기업 최초로 초거대 언어모델 구축을 위해 슈퍼컴퓨터를 도입한 바 있다 이렇게 연구한 성과는 연 회 이상 기술 공유 워크샵을 개최해 적극적으로 공유할 예정이다 네이버 최인혁 는 새로운 산학협력 모델을 바탕으로 네이버와 서울대 연구진들이 함께 만들어낼 강력한 연구 시너지가 기대된다 면서 네이버 인프라와 데이터 양측의 연구 역량이 합쳐진 공동 연구센터를 통해 글로벌 경쟁자들에 맞서 초대규모 분야의 연구를 선도해나가겠다 라고 말했다 김미희 기자
4,2021-05-10,"네이버, 서울대와 손잡고 AI 연구센터 설립…연구진 100명 투입",네이버 서울대 연구진 백여명 투입 수백억원 규모의 하이퍼스케일 산학협력 시작 능가하는 한국어 기반 초대규모 발전 목표 네이버 연구원이 서울대 교수로 겸직 새로운 산학협력 모델로 글로벌 리더십 확보 이데일리 김현아 기자 협약식에 참석한 최인혁 네이버 정석근 클로바 대표 하정우 소장과 서울대학교 연구원 장병탁 원장 전병곤 부원장 함종민 산학협력센터장 산업계와 학계에서 각각 연구를 주도하는 네이버 와 서울대가 손잡고 초대규모 공동 연구에 나선다 네이버와 서울대학교는 일 오전 최인혁 네이버 서울대학교 연구원 장병탁 원장 등 주요 관계자들이 참석한 가운데 초대규모 공동연구를 위한 협약을 온라인으로 체결했다 네이버와 서울대는 최근 업계의 새로운 패러다임으로 떠오른 초대규모 분야에서 공동 연구를 수행하기 위해 서울대 네이버 초대규모 연구센터 공동센터장 전병곤 서울대 교수 하정우 네이버 소장 를 설립했다 네이버와 서울대의 연구원 여 명이 참여하며 년간 연구비 인프라 지원비 등을 포함해 수백억 원 규모가 투자된다 이를 통해 초대규모 한국어 언어모델을 더 발전시키고 나아가 언어 이미지 음성을 동시에 이해하는 초대규모 를 함께 개발해 글로벌 기술을 선도하는 것이 목표다 능가하는 한국어 기반 초대규모 를 만들겠다는 것이다 는 샌프란시스코 인공지능 연구소인 가 만든 세대 언어 예측 모델이다 네이버는 영어 외 언어 중에서 최초로 초거대 언어모델을 한국어 일본어로 구축해 기술 연구에 새로운 장을 열어갈 뿐 아니라 한 일 사용자 사업자 등에게 새로운 서비스 경험과 사업 기회를 제공할 계획이다 양측의 협력은 개별 프로젝트 중심으로 진행해온 일반적인 산학협력과는 다르다 네이버 서울대의 연구원들이 하나의 연구센터를 구성해 밀착 협력한다 함종민 서울대학교 연구원 산학협력센터장 장병탁 연구원장 전병곤 연구원 연구부원장 네이버 연구진이 겸직 교수로 서울대 연구진은 네이버 연구 참여 네이버 연구진이 겸직 교수로서 서울대 대학원생들이 전문가로 성장할 수 있도록 공동연구지도하고 서울대 연구진도 네이버와의 연구에 적극적으로 참여한다 네이버는 인재 양성 차원에서 서울대 학생들의 인턴십 및 산학협력 파견에도 적극적으로 협조하기로 했다 국내에서 이러한 강결합 방식의 산학협력을 대규모로 시도하는 것은 매우 드물다 페타플롭 이상 슈퍼컴도 공유 이번 연구를 위해 네이버는 국내 기업 최초로 지난해 월 도입한 페타플롭 초 안에 할 수 있는 연산처리가 조번에 달하는 것 이상의 슈퍼컴퓨터를 서울대와 공유한다 네이버가 보유한 슈퍼컴퓨팅 인프라 및 데이터를 공동 연구센터에서 활용할 수 있도록 공유하는 것이다 이렇게 연구한 성과는 연 회 이상 기술 공유 워크샵을 개최하는 등 적극적으로 공유할 예정이다 장병탁 서울대 연구원장 네이버 최인혁 는 새로운 산학협력 모델을 바탕으로 네이버와 서울대의 연구진들이 함께 만들 강력한 연구 시너지를 기대한다 면서 네이버의 인프라와 데이터 양측의 연구 역량이 합쳐진 공동 연구센터를 통해 글로벌 경쟁자들에 맞서 초대규모 분야의 연구를 선도하겠다 라고 말했다 장병탁 서울대학교 연구원장은 분야에서 혁신적인 연구를 하려면 인프라와 인력이 모두 중요하다 면서 네이버의 우수한 인프라와 양측의 인재들이 힘을 합쳐 글로벌 경쟁력을 갖춘 를 개발할 수 있다고 확신한다 고 전했다 김현아
5,2021-05-10,"네이버, 서울대와 수백억 규모 AI 연구센터 세운다",연구진 명 투입 한국어 기반 초대규모 네이버 연구원이 서울대 교수겸직 등 밀착협력 파이낸셜뉴스 네이버와 서울대학교가 초대규모 인공지능 공동연구에 나선다 네이버와 서울대에서 연구원 여명이 참여하며 향후 년간 연구비와 인프라 지원비 등을 포함해 수백억원 규모 투자가 이뤄질 계획이다 이를 통해 글로벌 리더십을 갖춘다는 목표다 네이버와 서울대는 일 최인혁 네이버 최고운영책임자 서울대학교 연구원 장병탁 원장 등 주요 관계자들이 참석한 가운데 공동연구를 위한 협약을 온라인으로 체결했다 네이버와 서울대는 서울대 네이버 초대규모 연구센터 연구센터 를 세워 장기적인 관점에서 연구 및 교육 협력을 강화할 계획이다 연구센터장은 전병곤 서울대 교수와 하정우 네이버 랩 소장이 공동으로 맡는다 연구센터는 한국어 언어모델을 발전시키는 한편 언어 이미지 음성을 이해하는 초대규모 를 함께 개발할 예정이다 또 네이버 연구진이 겸직교수를 맡아서 서울대 대학원생들이 전문가로 성장할 수 있도록 공동연구지도를 할 방침이다 서울대 연구진도 네이버와 연구에 적극적으로 참여한다 네이버는 인재 양성 차원에서 서울대 학생들 인턴십 및 산학협력 파견에도 적극 협조키로 했다 네이버가 보유한 슈퍼컴퓨팅 인프라 및 데이터도 연구센터에서 활용한다 네이버는 지난해 월 국내 기업 최초로 초거대 언어모델 구축을 위해 슈퍼컴퓨터를 도입한 바 있다 이렇게 연구한 성과는 연 회 이상 기술 공유 워크샵을 개최해 적극적으로 공유할 예정이다 최인혁 네이버 최고운영책임자 와 화면 왼쪽 첫 번째부터 서울대학교 연구원 함종민 산학협력센터장 장병탁 원장 전병곤 부원장이 일 온라인으로 공동연구 협약을 맺은 뒤 기념촬영을 하고 있다 네이버 제공 네이버 최인혁 는 새로운 산학협력 모델을 바탕으로 네이버와 서울대 연구진들이 함께 만들어낼 강력한 연구 시너지가 기대된다 면서 네이버 인프라와 데이터 양측의 연구 역량이 합쳐진 공동 연구센터를 통해 글로벌 경쟁자들에 맞서 초대규모 분야의 연구를 선도해나가겠다 라고 말했다 장병탁 서울대학교 연구원장은 분야에서 혁신적 연구를 하려면 인프라와 인력이 모두 중요하다 며 네이버의 우수한 인프라와 양측 인재들이 힘을 합쳐 글로벌 경쟁력을 갖춘 를 개발할 수 있다고 확신한다 고 전했다 인공지능 네이버 글로벌 서울대 김미희 기자
6,2021-05-10,"[공시]네이버, 1769억원 규모 자기주식 처분 결정",파이낸셜뉴스 네이버는 글로벌 컨텐츠 사업 다각화 및 북미사업 강화 목적으로 자기주식 만 주를 시간외대량매매 방법으로 처분하기로 결정했다고 일 공시했다 처분 예정금액은 억원 만원이다 김민기 기자
7,2021-05-10,"네이버, 1769억원 규모 자기주식 처분 결정",이데일리 송영두 기자 네이버 는 글로벌 컨텐츠 사업 다각화 및 북미사업 강화 목적으로 자기주식 만 주를 시간외대량매매 방법으로 처분하기로 결정했다고 일 공시했다 처분 예정금액은 억원 만원이다 송영두
8,2021-05-10,"“연구진 100명 투입”…네이버, 서울대와 ‘초대규모’ AI 연구센터 ...",네이버 서울대 초대규모 분야 공동연구 위한 협약 연구진 여명의 공동 연구센터 설립 수백억원 규모 투자 진행 네이버 연구원이 서울대 교수로 겸직 하나의 공동체로 밀착 협력 새로운 산학협력 모델로 글로벌 리더십 확보 한성숙 네이버 대표 연합 헤럴드경제 김민지 기자 네이버와 서울대가 최근 인공지능 업계의 새로운 패러다임으로 떠오른 초대규모 분야에서 공동 연구에 나선다 네이버와 서울대학교는 일 오전 초대규모 공동연구를 위한 협약을 체결했다 협약식은 온라인으로 진행됐으며 최인혁 네이버 최고운영책임자 서울대학교 연구원 장병탁 원장 등 주요 관계자들이 참석했다 우선 네이버와 서울대는 서울대 네이버 초대규모 연구센터 를 설립해 장기적인 관점에서 연구 및 교육 협력을 강화한다 센터장은 전병곤 서울대 교수와 하정우 네이버 랩 소장이 공동으로 맡는다 네이버와 서울대의 연구원 여 명이 참여하며 년간 연구비 인프라 지원비 등을 포함해 수백억원 규모의 투자가 진행된다 초대규모 한국어 언어모델을 더욱 발전시키고 더 나아가 언어 이미지 음성을 동시에 이해하는 초대규모 를 함께 개발해 글로벌 기술을 선도하는 것이 목표다 특히 그 동안 개별 프로젝트 중심으로 진행해온 산학협력과 달리 양기관의 연구원들이 하나의 연구센터를 구성해 밀착 협력한다 네이버 연구진이 겸직 교수로서 서울대 대학원생들이 전문가로 성장할 수 있도록 공동연구지도하고 서울대 연구진도 네이버와의 연구에 적극적으로 참여한다 네이버 분당 사옥 헤럴드경제 네이버는 인재 양성 차원에서 서울대 학생들의 인턴십 및 산학협력 파견에도 적극 협조하기로 했다 국내에서 이러한 강결합 방식의 산학협력을 대규모로 시도하는 것은 매우 드문 사례이다 또한 네이버가 보유한 슈퍼컴퓨팅 인프라 및 데이터를 공동 연구센터에서 활용할 수 있도록 공유한다 네이버는 지난해 월 국내 기업 최초로 초거대 언어모델 구축을 위해 슈퍼컴퓨터를 도입한 바 있다 이렇게 연구한 성과는 연 회 이상 기술 공유 워크샵을 개최하는 등 적극적으로 공유할 예정이다 최인혁 네이버 는 새로운 산학협력 모델을 바탕으로 네이버와 서울대의 연구진들이 함께 만들어낼 강력한 연구 시너지가 기대된다 면서 네이버의 인프라와 데이터 양측의 연구 역량이 합쳐진 공동 연구센터를 통해 글로벌 경쟁자들에 맞서 초대규모 분야의 연구를 선도해나가겠다 이라고 말했다 장병탁 서울대학교 연구원장은 분야에서 혁신적인 연구를 하려면 인프라와 인력이 모두 중요하다 고 강조하고 네이버의 우수한 인프라와 양측의 인재들이 힘을 합쳐 글로벌 경쟁력을 갖춘 를 개발할 수 있다고 확신한다 고 전했다
9,2021-05-10,네이버-서울대 '초대규모 AI 연구센터' 설립…연구진 100여명 투입,머니투데이 이동우 기자 네이버 로고 네이버 와 서울대가 손을 잡고 초대규모 공동 연구에 나선다 네이버와 서울대학교는 일 오전 초대규모 공동연구를 위한 협약을 온라인으로 체결했다고 밝혔다 협약식은 최인혁 네이버 최고운영책임자 서울대 연구원 장병탁 원장 등 주요 관계자들이 참석한 가운데 진행됐다 네이버와 서울대는 최근 업계의 새로운 패러다임으로 떠오른 초대규모 분야에서 공동 연구를 수행한다 초대규모 는 딥러닝을 이용해 사람에 가까운 언어를 구현하는 언어 모델로 막대한 데이터를 필요로 한다 우선 서울대 네이버 초대규모 연구센터 를 설립해 장기적인 관점에서 연구 및 교육 협력을 강화할 계획이다 공동센터장은 전병곤 서울대 교수 하정우 네이버 소장이 맡는다 이번 공동 연구에는 네이버와 서울대의 연구원 여명이 참여하며 년간 연구비와 인프라 지원비 등을 포함해 수백억원 규모의 투자가 진행된다 초대규모 한국어 언어모델을 더욱 발전시키고 언어 이미지 음성을 동시에 이해하는 초대규모 를 함께 개발해 글로벌 기술을 선도하는 것이 목표다 네이버 연구진은 겸직 교수로서 서울대 대학원생들이 전문가로 성장할 수 있도록 공동 연구를 지도한다 네이버는 인재 양성 차원에서 서울대 학생들의 인턴십과 산학협력 파견에도 적극 협조하기로 했다 원활한 연구 협력을 위해 네이버가 보유한 슈퍼컴퓨팅 인프라와 데이터도 공동 연구센터에서 활용할 수 있도록 공유한다 네이버는 지난해 월 국내 기업 최초로 초거대 언어모델 구축을 위해 슈퍼컴퓨터를 도입한 바 있다 최인혁 네이버 는 새로운 산학협력 모델을 바탕으로 네이버와 서울대의 연구진들이 함께 만들어낼 강력한 연구 시너지가 기대된다 며 네이버의 인프라와 데이터 양측의 연구 역량이 합쳐진 공동 연구센터를 통해 글로벌 경쟁자들에 맞서 초대규모 분야의 연구를 선도해나가겠다 이라고 말했다 장병탁 서울대 연구원장은 분야에서 혁신적인 연구를 하려면 인프라와 인력이 모두 중요하다 며 네이버의 우수한 인프라와 양측의 인재들이 힘을 합쳐 글로벌 경쟁력을 갖춘 를 개발할 수 있다고 확신한다 고 말했다 이동우 기자
