,날짜,기사제목,본문내용
0,2021-05-10,셀트리온 '렉키로나' 글로벌 판매 돌입,국산 코로나 항체치료제 셀트리온의 렉키로나 사진 가 글로벌 판매에 돌입했다 일 셀트리온에 따르면 셀트리온헬스케어는 파키스탄 국방부 산하 최대규모의 방위산업체 의 자회사와 렉키로나 만 바이알의 판매 계약을 체결했다 이번에 차로 판매되는 렉키로나 는 파키스탄 군인 및 일반인 중 코로나 확진자를 대상으로 투여가 이뤄질 예정이다 계약이 체결된 만 바이알은 약 만명에게 투여가 가능한 물량이다 셀트리온헬스케어는 렉키로나 투약을 담당할 현지 의사 간호사 등에 대한 교육 지원을 위해 파키스탄 현지로 의료인력을 파견하기로 결정했다 파키스탄은 인구 수가 세계에서 번째로 많은 억 만명으로 최근 코로나 신규 확진자가 일평균 약 명에 달하고 누적 확진자 수도 만명을 넘는다 또한 코로나 로 인한 누적 사망자도 만 명을 넘어서는 등 빠르게 증가하고 있다 셀트리온헬스케어는 이번에 판매될 렉키로나 가 파키스탄의 코로나 방역 정책을 지원하는 동시에 현지 의료진의 업무 부담을 크게 완화시킬 것으로 기대하고 있다 한편 렉키로나 는 지난 월 한국 식품의약품안전처로부터 고위험군 경증환자 및 중등증 환자를 대상으로 한 조건부 승인을 획득한 이후 현재까지 여명의 환자에게 처방됐다 중증으로 발전하는 비율이 현격하게 줄어들었고 사망자 역시 감소한 것을 확인했다 또한 최근 한국 미국 스페인 루마니아 등을 비롯한 개국에서 총 명의 글로벌 임상 상 환자 모집 및 투약을 완료해 현재 데이터 분석 중이다 상 결과에서 렉키로나 의 안전성과 효능이 최종 입증될 경우 글로벌 수출 확대가 가속화될 전망이다 홍석근 기자
1,2021-05-10,"셀트리온 코로나19 치료제, 세계 첫 판매...""해외 매출 1.8조 추...",파키스탄 국영 기업과 수출 계약 체결 약 만명 투여 가능한 만 바이알 공급 해외 공급가 만원 만 만병분 공급 가정 셀트리온 코로나 항체 치료제 렉키로나 사진 셀트리온 이데일리 노희준 기자 셀트리온 이 파키스탄을 시작으로 코로나 항체 치료제 렉키로나 성분명 레그단비맙 의 세계 시장 공략에 나섰다 국내에서 조건부 허가를 받은 지 석달여만의 첫 수출이다 해외 공급계약 체결이 순조롭게 진행된다면 셀트리온은 억원 조 억원 정도의 렉키로나 해외 매출을 기록할 것으로 추정된다 셀트리온 제품의 해외 판매를 담당하는 셀트리온헬스케어 는 파키스탄 국방부 산하 최대규모의 방위산업체 자회사와 렉키로나 만 바이알 한병 의 판매 계약을 체결했다고 일 밝혔다 만 바이알은 만명에게 투여 가능한 물량이다 셀트리온헬스케어는 곧 계약물량을 출하할 계획이다 셀트리온이 해외에 렉키로나를 수출한 것은 이번이 처음이다 지난 월 일 국내 식품의약품안전처에서 상 임상시험 결과를 올해 연말까지 제출하는 조건으로 허가를 받은 지 일 만이다 셀트리온그룹 관계자는 현재 파키스탄뿐만 아니라 다수의 국가들과 렉키로나 수출 협의를 진행 중 이라고 말했다 셀트리온에 따르면 첫 수출지 파키스탄은 인구가 세계에서 다섯번째로 많은 억 만명으로 최근 코로나 신규 확진자가 일평균 약 명에 이른다 누적 확진자도 만명을 넘어서 한국의 배에 달한다 특히 파키스탄은 올 초 명 수준으로 유지되던 일평균 사망자가 지난 월 말을 기점으로 명을 넘어서는 등 코로나 상황이 악화되고 있다 이번에 차로 판매되는 렉키로나는 파키스탄 군인 및 일반인 가운데 코로나 확진자를 대상으로 투여된다 셀트리온헬스케어는 렉키로나 투약을 담당할 현지 의사 간호사에 대한 교육 지원을 위해 파키스탄 현지로 의료인력을 파견할 방침이다 셀트리온은 최근 한국 미국 스페인 루마니아 등 개국에서 총 명을 대상으로 한 글로벌 임상 상 환자 모집 및 투약을 완료해 데이터를 분석 중이다 상 결과에서 렉키로나 안전성과 효능이 최종 입증될 경우 글로벌 수출 확대가 빨라질 것으로 회사측은 기대하고 있다 렉키로나 해외 공급이 원활하게 이뤄진다면 셀트리온은 올해 억원 만 만원 조 억원 만 만원 의 해외 매출을 기록할 것으로 추정된다 이는 셀트리온이 올해 렉키로나 생산 규모로 밝히고 있는 만 만명분이 그대로 해외에서 다 팔린다고 단순 가정하고 하나금융투자가 가정한 렉키로나 도즈 당 가격 해외 공급가 만원 달러 을 적용한 규모다 주의할 것은 실제 판매는 셀트리온 셀트리온헬스케어 해외 각국 정부 순으로 이뤄진다는 점이다 따라서 실제 셀트리온 매출은 셀트리온헬스케어에 넘기는 도즈당 가격에서 나온다 하나금융투자는 셀트리온이 셀트리온헬스케어에 공급하는 단가를 각국 정부 구매가의 로 추정했다 셀트리온그룹에 렉키로나 가격을 문의했으나 회사는 공개를 거부했다 셀트리온헬스케어 관계자는 전략과 맞닿아 있는 문제라 가격은 물론 공급 목표치도 공개할 수 없다 고 했다 렉키로나주 국내 매출은 셀트리온이 지난해 미리 생산한 만명분에서 나온다 이 물량이 올해 다 처방된다고 단순 가정하고 알려진 국내 렉키로나 도즈당 공급가 만원을 적용하면 렉키로나주 국내 매출은 억원 만 만원 으로 추정된다 셀트리온은 국내에서 렉키로나를 통해 이익을 남기지 않는다고 밝혀 셀트리온이 셀트리온제약으로 넘기는 가격도 만원 그대로 전제했다 다만 중앙방역대책본부에 따르면 렉키로나는 월 일 이후 지난 일 시 기준 개 병원에서 명에게 사용됐다 노희준
2,2021-05-10,"셀트리온 3형제, 코로나 항체 치료제 수출 소식에 강세",셀트리온 이 신종 코로나 바이러스 감염증 코로나 항체치료제인 렉키로나 성분명 레그단비맙 전 세계에 판매 개시했다는 소식에 강세다 일 한국거래소에 따르면 오전 시 분 기준 셀트리온은 전거래일보다 원 오른 만원에 거래되고 있다 셀트리온헬스케어 셀트리온제약 도 강세다 앞서 이날 셀트리온헬스케어는 파키스탄 국영 기업과 렉키로나 만 바이알 약병 을 수출하는 계약을 체결했다고 밝혔다 이는 약 만명에 투여할 수 있는 물량이다 계약 상대는 파키스탄 국방부 산하 최대 규모의 방위산업체 의 자회사다 차 판매량은 파키스탄 군인 및 일반인을 대상으로 투여될 예정이다 권유정 기자
3,2021-05-10,"[특징주]셀트리온 3형제, 코로나 치료제 글로벌 판매 개시에 강세",사진 셀트리온 헤럴드경제 김현경 기자 셀트리온과 셀트리온헬스케어 셀트리온제약 등 셀트리온 형제 가 코로나바이러스감염증 코로나 항체 치료제 글로벌 판매 개시 소식에 강세를 보이고 있다 일 오전 시 분 현재 셀트리온은 전거래일보다 오른 만 원에 거래되고 있다 같은 시각 셀트리온헬스케어는 전거래일 대비 상승한 만 원 셀트리온제약은 오른 만 원을 가리키고 있다 이날 셀트리온헬스케어는 파키스탄과 코로나 항체 치료제 렉키로나 성분명 레그단비맙 의 수출 계약을 체결하며 첫 글로벌 판매를 개시했다고 밝혔다
4,2021-05-10,"셀트리온, 코로나19 항체치료제 글로벌 판매 소식에 '강세'",셀트리온이 신종 코로나바이러스 감염증 코로나 항체치료제 렉키로나 성분명 레그단비맙 를 전 세계에 판매하기 시작했다는 소식에 장 초반 강세를 보이고 있다 일 오전 시 분 기준 셀트리온은 전거래일 대비 원 오른 만 원에 거래 중이다 셀트리온헬스케어는 셀트리온제약은 상승 중이다 이날 셀트리온헬스케어는 파키스탄 국영 기업과 렉키로나 만 바이알 약병 을 수출하는 계약을 체결했다고 밝혔다 약 만명에 투여할 수 있는 물량이다 계약 상대방은 파키스탄 국방부 산하 최대 규모의 방위산업체 의 자회사다 차 판매량은 파키스탄 군인 및 일반인을 대상으로 투여될 예정이다 렉키로나는 지난 월 국내 식품의약품안전처로부터 고위험군 경증 환자에 쓸 수 있도록 조건부 허가받았다 국내에서 여명에 투여됐다 최근에는 한국 미국 스페인 루마니아 등을 비롯한 개국에서 총 명의 글로벌 임상 상 환자 모집 및 투약을 완료해 데이터 분석 중이다 차은지 한경닷컴 기자
5,2021-05-10,"[특징주]셀트리온, 코로나 항체치료제 글로벌 판매 소식에 ‘강세’",이데일리 김윤지 기자 셀트리온 이 코로나 항체치료제 렉키로나 성분명 레그단비맙 를 전 세계에 판매하기 시작했다는 소식에 장 초반 강세다 일 마켓포인트에 따르면 이날 오전 시 분 기준 셀트리온은 전거래일 대비 원 오른 만 원에 거래 중이다 셀트리온헬스케어 는 셀트리온제약 은 상승 중이다 이날 셀트리온헬스케어는 파키스탄 국영 기업과 렉키로나 만 바이알 약병 을 수출하는 계약을 체결했다고 밝혔다 약 만명에 투여할 수 있는 물량이다 계약 상대방은 파키스탄 국방부 산하 최대 규모의 방위산업체 의 자회사다 차 판매량은 파키스탄 군인 및 일반인을 대상으로 투여될 예정이다 김윤지
6,2021-05-10,"셀트리온 코로나19 항체 치료제, 글로벌 판매 개시",파키스탄 국영 기업과 렉키로나 수출 계약 체결 셀트리온 제공 헤럴드경제 손인규 기자 셀트리온의 코로나 항체 치료제 렉키로나 성분명 레그단비맙 가 수출 계약을 체결하며 첫 글로벌 판매를 개시했다 셀트리온헬스케어는 파키스탄 국방부 산하 최대 규모의 방위산업체 의 자회사와 렉키로나 만 바이알의 판매 계약 체결을 완료하고 출하할 계획이라고 일 밝혔다 이번에 차로 판매되는 렉키로나는 파키스탄 군인 및 일반인 중 코로나 확진자를 대상으로 투여가 이뤄질 예정이다 만 바이알은 약 만명에게 투여가 가능한 물량이다 셀트리온헬스케어는 렉키로나 투약을 담당할 현지 의사 간호사 등에 대한 교육 지원을 위해 파키스탄 현지로 의료인력을 파견하기로 했다 파키스탄은 최근 코로나 신규 확진자가 일평균 약 명에 달하고 누적 확진자 수도 만명을 넘어서며 어려움을 겪고 있다 특히 코로나 로 인한 누적 사망자는 만 명을 넘어서며 빠르게 증가하고 있는데 특히 올 초 명 수준이던 일일 사망자 수가 지난 월 말을 기점으로 명을 넘어서는 등 상황이 더욱 악화되고 있다 이에 파키스탄 정부에서는 이동을 제한하기 위한 폐쇄 조치를 발표하는 등 강도 높은 방역 정책을 이어가고 있다 셀트리온헬스케어는 렉키로나가 파키스탄의 코로나 방역 정책을 지원함과 동시에 현지 의료진의 업무 부담을 크게 완화시킬 것으로 기대하고 있다 렉키로나는 지난 월 한국 식품의약품안전처로부터 고위험군 경증환자 및 중등증 환자를 대상으로 한 조건부 승인을 획득한 이후 현재까지 명이 넘는 환자에게 처방 되었다 그 결과 중증으로 발전하는 비율이 현격하게 줄어들었고 사망자 역시 감소한 것을 확인했다 또한 최근 한국 미국 스페인 루마니아 등을 비롯한 개국에서 총 명의 글로벌 임상 상 환자 모집 및 투약을 완료해 현재 데이터를 분석 중이다 상 결과에서 안전성과 효능이 최종 입증될 경우 글로벌 수출 확대가 더욱 빨라질 전망이다 셀트리온그룹 관계자는 현재 파키스탄뿐만 아니라 다수의 국가들과 렉키로나 수출 협의가 진행 중 이라며 제한된 생산 캐파를 고려해 조기진단 조기치료를 통해 중증 사망으로 발전하는 것을 예방할 수 있는 의료 인프라를 갖춘 국가 및 코로나 확진자와 사망자가 많이 발생하여 국제사회로부터 도움이 절실한 국가들을 중심으로 렉키로나 지원을 집중할 계획 이라고 말했다
7,2021-05-10,"셀트리온, 코로나 치료제 '렉키로나' 첫 수출 계약···""파키스탄에 ...",파키스탄 군인 및 일반인 대상 투여 유럽 중남미 등과도 수출 협의 중 셀트리온의 코로나 항체치료제 렉키로나 사진 제공 셀트리온 서울경제 셀트리온 이 코로나 항체치료제 렉키로나 사진 첫 수출 계약을 맺었다 셀트리온헬스케어는 파키스탄 국영 기업과 렉키로나 만 바이알 약병 을 수출하는 계약을 체결했다고 일 밝혔다 약 만 명에 투여할 수 있는 물량이다 계약 상대방은 파키스탄 국방부 산하 최대 규모의 방위산업체 의 자회사다 차 판매량은 파키스탄 군인 및 일반인을 대상으로 투여될 예정이다 셀트리온헬스케어는 현지에서 렉키로나 투여를 담당할 의사와 간호사 등에 대한 교육을 지원하기 위해 파키스탄에 의료인력을 파견할 예정이다 지난 년 기준 인구수가 억 만 명에 달하는 파키스탄은 최근 코로나 신규 확진자가 일평균 약 명에 달해 심각한 어려움을 겪고 있다 누적 확진자 수도 만 명을 넘어섰다 이번 렉키로나 수출을 통해 파키스탄의 방역 상황이 개선될 것으로 회사 측은 기대하고 있다 렉키로나는 지난 월 국내 식품의약품안전처로부터 고위험군 경증 환자에 쓸 수 있도록 조건부 허가받은 코로나 치료제다 현재까지 국내에서 여 명에 투여됐다 최근에는 한국 미국 스페인 루마니아 등을 비롯한 개국에서 총 명의 글로벌 임상 상 환자 모집 및 투약을 완료하고 데이터를 분석 중이다 셀트리온은 파키스탄 외 다른 국가와도 수출을 협의 중이다 렉키로나는 앞서 지난 월 유럽의약품청 으로부터 정식 품목 허가 전 사용 권고 의견을 받았고 미국 식품의약국 과 경제협력개발기구 주요 규제 기관과도 허가를 위한 협의를 진행 중이다 이주원 기자
8,2021-05-10,"셀트리온 코로나 치료제, 파키스탄에 세계 첫 수출(상보)",파키스탄 국영 기업과 수출 계약 체결 약 만명 투여 가능한 만 바이알 공급 이데일리 노희준 기자 셀트리온 이 코로나 항체 치료제 렉키로나 성분명 레그단비맙 를 파키스탄 시장에 처음으로 출시하며 세계시장 공략에 나선다 셀트리온 제품의 해외 판매를 담당하는 셀트리온헬스케어 는 파키스탄 국방부 산하 최대규모의 방위산업체 의 자회사와 렉키로나 만 바이알의 판매 계약 체결을 완료해 계약물량을 출하할 계획이라고 일 밝혔다 이번에 차로 판매되는 렉키로나는 파키스탄 군인 및 일반인 중 코로나 확진자를 대상으로 투여가 이뤄질 예정이다 계약이 체결된 만 바이알은 약 만명에게 투여가 가능한 물량이다 셀트리온헬스케어는 렉키로나 투약을 담당할 현지 의사 간호사 등에 대한 교육 지원을 위해 파키스탄 현지로 의료인력을 파견하기로 결정했다 셀트리온에 따르면 파키스탄은 인구 수가 세계에서 다섯번째로 많은 억 만명으로 최근 코로나 신규 확진자가 일평균 약 명에 이른다 누적 확진자 수도 만명을 넘어서 한국의 배에 달한다 특히 올 초 명 수준으로 유지되던 일평균 사망자 수가 지난 월 말을 기점으로 명을 넘어서는 등 코로나 로 인한 상황이 더욱 악화되고 있다 파키스탄 정부에서는 최근 코로나 확산에 대해 제 의 물결 이 일고 있다고 발표하면서 대중 이동을 제한하기 위한 폐쇄 조치를 발표하고 있는 상황이다 셀트리온헬스케어는 렉키로나가 파키스탄의 코로나 방역 정책을 지원함과 동시에 현지 의료진의 업무 부담을 크게 완화시킬 것으로 기대하고 있다 셀트리온그룹 관계자는 현재 파키스탄뿐만 아니라 다수의 국가들과 렉키로나 수출 협의가 진행 중 이라며 국내 렉키로나 공급은 지금과 같이 앞으로도 안정적이고 차질없이 공급해 나갈 것 이라고 밝혔다 셀트리온그룹은 치료제의 제한된 생산 캐파 를 고려해 조기진단 조기치료를 통해 중증 사망으로 발전하는 것을 예방할 수 있는 의료 인프라를 갖춘 국가와 코로나 확진자와 사망자가 많이 발생하는 국가를 중심으로 렉키로나 지원을 집중할 계획이다 노희준
9,2021-05-10,셀트리온 코로나 항체치료제 파키스탄 수출…첫 글로벌 판매,아시아경제 서소정 기자 셀트리온헬스케어가 파키스탄과 코로나 항체 치료제 렉키로나 수출 계약을 체결하며 첫 글로벌 판매를 개시했다고 일 밝혔다 셀트리온헬스케어는 파키스탄 국방부 산하 최대규모의 방위산업체 의 자회사와 렉키로나 만 바이알 약병 의 판매 계약 체결을 완료했으며 계약물량을 출하할 계획이다 이번에 차로 판매되는 렉키로나는 파키스탄 군인과 일반인 중 코로나 확진자를 대상으로 투여가 이뤄질 예정이며 계약이 체결된 만 바이알은 약 만명에게 투여가 가능한 물량이다 셀트리온헬스케어는 렉키로나 투약을 담당할 현지 의사 간호사 등에 대한 교육 지원을 위해 파키스탄 현지로 의료인력을 파견하기로 결정했다 파키스탄은 인구 수가 세계에서 번째로 많은 억 만명으로 최근 코로나 신규 확진자가 일평균 약 명에 달하고 누적 확진자 수도 만명을 넘어서 그 수가 한국의 배에 달할 만큼 심각한 어려움을 겪고 있다 또 코로나 로 인한 누적 사망자도 만 명을 넘어서며 빠르게 증가하고 있는데 일일 사망자 수는 지난 월 말을 기점으로 명을 넘어서는 등 코로나 로 인한 상황이 더욱 악화되고 있다 이에 파키스탄 정부는 대중의 이동을 제한하기 위한 폐쇄 조치를 발표 하는 등 강도 높은 방역 정책을 이어가고 있다 셀트리온헬스케어 관계자는 렉키로나가 파키스탄의 코로나 방역 정책을 지원함과 동시에 현지 의료진의 업무 부담을 크게 완화시킬 것으로 기대한다 고 말했다 렉키로나는 지난 월 한국 식품의약품안전처로부터 고위험군 경증환자와 중등증 환자를 대상으로 한 조건부 승인을 획득한 이후 현재까지 명이 넘는 환자에게 처방됐다 회사 측은 그 결과 중증으로 발전하는 비율이 현격하게 줄어들었고 사망자 역시 감소한 것을 확인했다고 설명했다 또 최근 한국 미국 스페인 루마니아 등을 비롯한 개국에서 총 명의 글로벌 임상 상 환자 모집과 투약을 완료해 현재 데이터 분석 중이며 상 결과에서 렉키로나의 안전성과 효능이 최종 입증될 경우 글로벌 수출 확대가 더욱 빨라질 전망이다 셀트리온그룹 관계자는 현재 파키스탄 뿐만 아니라 다수의 국가들과 렉키로나 수출 협의가 진행 중 이라며 항체 치료제의 제한된 생산 캐파 를 고려해 조기진단 조기치료를 통해 중증 사망으로 발전하는 것을 예방할 수 있는 의료 인프라를 갖춘 국가과 코로나 확진자와 사망자가 많이 발생하는 국가를 중심으로 렉키로나 지원을 집중할 계획 이라고 말했다 서소정 기자
