words
기 물 마련 관리 퇴색 기반 기업 요인 이하 중 환경 사회 위 자리 반면 기준 위 이름 이하 요인 기준 위 점수 내 점 기반 기준 위 내 개 기업 중 기준 점 점 점 점 점 경우 기준 위 위 위 세 위 위 세 점수 점 점 상대적 반면 위 점수 점 점 대상 중 점 점 분류 점수 탓 점수 기업들 한 정부 기업 바탕 기업 뉴스 점수 점수 때문 점수 한편 상상 점 점 점 점 점 상상 점수 점 점수 탓 
정 기 물 마련 관리 퇴색 기반 기업 요인 국내 대형 전반적 우수 환경 사회 평가 관리 사회 점수 점 기업들 성과 비교 수 내 점수 내 성과 내 반면 점수 중 위 점 점 사회 소비자문제 지적 지적 성장 각광 억원 바 서비스 리 소비자 손해 이유 서비스 시작 유리 최소 반발 최소 내부 지적 일본 우려 소비자 문제 분류 중국 개 정보 중국 수 가능성 제기 일본 위 일본 정부 라 사용 중단 중국 접근 기능 관점 평가 정 부각 
