negative,neutral,positive
9.647396858999997,3.07437257,36.339281928
8.874632632,2.70933192,27.550257537
7.155585012,2.90933192,29.188352775
9.964063526999999,3.4410392369999996,39.48928192699999
9.870046432999999,3.5393298349999998,33.771333208
18.706349206,2.8611111119999997,27.988095235999996
14.706349205,3.5111111110000004,22.338095237999998
27.590879323999996,3.097466074,42.032340492
12.395542276,1.2576225179999998,28.203737387999993
12.362224578999998,3.0838576639999995,48.883068221
28.080534153,4.074807396000001,41.202901901
29.080534152999995,4.074807396000001,42.202901901
19.491694629999998,2.4091280470000003,42.190769294
11.73611111,0.861111111,31.5
10.621212121000001,2.465909091,20.030303031
230.28315521999997,43.37033700200001,512.9107200770001
