time,title,context
2021-05-10,하이트진로 광두 빵그레 2호점 오픈 기념 응원 빵 전달,사진제공 하이트진 하이트진 대표 김인규 빵그레 호점 광주 성공적 오픈 기원 마음 응원 빵 행사 진행 일 행사 빵그레 호점 창원 청년들 참여 의미 호점 대표 메뉴 파운드 케이크 단팥빵 등 다양 구성한 선물세트 광주동구지역자활센터 광주광산지역자활센터 등 개 지역자활센터 소속 청년들 한부모 가정 일 순차적 전달 예정 일 오전 창원지역자활센터 김정세 센터장 광주동구지역자활센터 이수정 센터장 응원 빵 온라인 전달식 청년지원사업 빵그레 인연 기념 응원 메시지 전달 지난해 하이트진로 공공기관 저소득 청년들 자립 실현 기획 청년자립 지원 프로젝트 빵그레 사업 창원 호점 이후 한 매출 증가세 안착해가 하이트진로 광주시 빵그레 호점 광주 사회적 자립 준비 중 청년들 제빵 바리스타 관련 기술 교육 중 일정 기간 운영 독립 기반 기회 제공 것 목표 김인규 대표 창원 이 광주에서 성공적 청년자립 지원사업 자리매김 희망 라 청년들 꿈 사회적 자립 수 다양 지원 노력 것 이 말
2021-05-10,하이트진로 빵그레 2호점 지원,일 오전 창원지역자활센터 김정세 센터장 광주동구지역자활센터 이수정 센터장 응원 빵 온라인 전달식 진행 사진제공 하이트진 아시아경제 이승진 기 하이트진로 빵그레 호점 광주 성공적 오픈 기원 마음 응원 빵 행사 진행 일 이번 행사 빵그레 호점 창원 청년들 참여 의미 하이트진로 빵그레 호점 대표 메뉴 파운드케이크 단팥빵 등 구성한 선물세트 광주동구지역자활센터 광주광산지역자활센터 등 개 지역자활센터 소속 청년들 한부모가정 일 순차적 전달 예정 일 오전 창원지역자활센터 김정세 센터장 광주동구지역자활센터 이수정 센터장 응원 빵 온라인 전달식 청년지원사업 빵그레 로 인연 기념 응원 메시지 전달 빵그레 사업 년 하이트진로 공공기관 저소득 청년들 자립 실현 기획 청년 자립 지원 프로젝트 창원 문 빵그레 호점 오픈 이후 한 매출 증가세 안착해가 베이커 메뉴 확대 사업 확장 계획 하이트진로 광주시 빵그레 호점 광주 사회적 자립 준비중 청년들 제빵 바리스타 관련 기술 교육 중 청년들 빵그레 호점 일정 기간 운영 독립 기반 수 기회 제공 것 목표 김인규 하이트진 대표 빵그레 창원 이 광주에서 성공적 청년자립 지원사업 자리매김 희망 면 우리 사회 미래 청년들 꿈 사회적 자립 수 다양 지원 노력 것 이 말 한편 하이트진로 지난해 광주광역시 광주시 청년 자립 지원 창업 일자리 지원 업무협약 체결 월 광주시 동구 빵그레 호점 광주 예정 이승진 기자
2021-05-10,하이트진로 빵그레 2호점 오픈 응원 빵 행사,일 오전 창원지역자활센터 김정세 센터장 광주동구지역자활센터 이수정 센터장 왼쪽 응원 빵 온라인 전달식 응원 메시지 하이트진 파이낸셜뉴스 하이트진로 월 광주 빵그레 호점 성공적 오픈 기원 마음 응원 빵 행사 진행 일 이번 행사 빵그레 호점 창원 청년들 참여 의미 하이트진로 빵그레 호점 대표 메뉴 파운드케이크 단팥빵 등 다양 구성한 선물세트 광주동구지역자활센터 광주광산지역자활센터 등 개 지역자활센터 소속 청년들 한부모가정 일 순차적 전달 예정 이날 창원지역자활센터 김정세 센터장 광주동구지역자활센터 이수정 센터장 응원 빵 온라인 전달식 청년지원사업 빵그레 로 인연 기념 응원 메시지 전달 빵그레 사업 년 하이트진로 공공기관 저소득 청년들 자립 실현 기획 청년 자립 지원 프로젝트 창원 문 빵그레 호점 오픈 이후 한 매출 증가세 안착해가 베이커 메뉴 확대 사업 확장 계획 하이트진로 광주시 빵그레 호점 광주 사회적 자립 준비중 청년들 제빵 바리스타 관련 기술 교육 중 청년들 빵그레 호점 일정 기간 운영 독립 기반 수 기회 제공 것 목표 하이트진 김인규 대표 빵그레 창원 이 광주에서 성공적 청년자립 지원사업 자리매김 희망 면 우리 사회 미래 청년들 꿈 사회적 자립 수 다양 지원 노력 것 이 말 이정 기자
