Date,Open,High,Low,Close,Adj Close,Volume
2021-02-01,121000.000000,126000.000000,118000.000000,125000.000000,125000.000000,5620305
2021-02-02,128500.000000,132500.000000,127000.000000,130000.000000,130000.000000,4880067
2021-02-03,131000.000000,131500.000000,128500.000000,130000.000000,130000.000000,3693688
2021-02-04,127500.000000,128500.000000,124000.000000,125000.000000,125000.000000,4600618
2021-02-05,126500.000000,128000.000000,124500.000000,127500.000000,127500.000000,3497303
2021-02-06,126500.000000,128000.000000,124500.000000,127500.000000,127500.000000,3497303
2021-02-07,126500.000000,128000.000000,124500.000000,127500.000000,127500.000000,3497303
2021-02-08,127500.000000,128000.000000,125000.000000,125000.000000,125000.000000,2876471
2021-02-09,127500.000000,130000.000000,125000.000000,125500.000000,125500.000000,5177095
2021-02-10,125500.000000,127000.000000,124500.000000,126000.000000,126000.000000,4262526
2021-02-11,125500.000000,127000.000000,124500.000000,126000.000000,126000.000000,4262526
2021-02-12,125500.000000,127000.000000,124500.000000,126000.000000,126000.000000,4262526
2021-02-13,125500.000000,127000.000000,124500.000000,126000.000000,126000.000000,4262526
2021-02-14,125500.000000,127000.000000,124500.000000,126000.000000,126000.000000,4262526
2021-02-15,130000.000000,132500.000000,130000.000000,132000.000000,132000.000000,5384526
2021-02-16,132500.000000,134000.000000,130500.000000,132500.000000,132500.000000,3218689
2021-02-17,131000.000000,131000.000000,128000.000000,130000.000000,130000.000000,3621178
2021-02-18,128500.000000,130000.000000,125500.000000,126000.000000,126000.000000,3792425
2021-02-19,129000.000000,133000.000000,128500.000000,133000.000000,133000.000000,6986526
2021-02-20,129000.000000,133000.000000,128500.000000,133000.000000,133000.000000,6986526
2021-02-21,129000.000000,133000.000000,128500.000000,133000.000000,133000.000000,6986526
2021-02-22,136000.000000,139500.000000,135000.000000,136500.000000,136500.000000,7961516
2021-02-23,133500.000000,140000.000000,131500.000000,138500.000000,138500.000000,6400037
2021-02-24,137500.000000,143500.000000,134000.000000,136000.000000,136000.000000,9074809
2021-02-25,141000.000000,149500.000000,140000.000000,148500.000000,148500.000000,9936495
2021-02-26,143500.000000,145000.000000,138000.000000,141500.000000,141500.000000,10843268
2021-02-27,143500.000000,145000.000000,138000.000000,141500.000000,141500.000000,10843268
2021-02-28,143500.000000,145000.000000,138000.000000,141500.000000,141500.000000,10843268
2021-03-01,143500.000000,145000.000000,138000.000000,141500.000000,141500.000000,10843268
2021-03-02,149000.000000,150500.000000,141000.000000,144500.000000,144500.000000,9376523
2021-03-03,142500.000000,147000.000000,139500.000000,147000.000000,147000.000000,5827221
2021-03-04,143000.000000,145500.000000,139500.000000,142000.000000,142000.000000,6586562
2021-03-05,138000.000000,141500.000000,136500.000000,140000.000000,140000.000000,6091444
2021-03-06,138000.000000,141500.000000,136500.000000,140000.000000,140000.000000,6091444
2021-03-07,138000.000000,141500.000000,136500.000000,140000.000000,140000.000000,6091444
2021-03-08,143000.000000,143000.000000,135500.000000,135500.000000,135500.000000,5587787
2021-03-09,134000.000000,137500.000000,130500.000000,136500.000000,136500.000000,7822152
2021-03-10,140500.000000,140500.000000,132500.000000,133000.000000,133000.000000,5614476
2021-03-11,134500.000000,139000.000000,134000.000000,137000.000000,137000.000000,6707671
2021-03-12,140500.000000,142500.000000,139500.000000,140000.000000,140000.000000,4548695
2021-03-13,140500.000000,142500.000000,139500.000000,140000.000000,140000.000000,4548695
2021-03-14,140500.000000,142500.000000,139500.000000,140000.000000,140000.000000,4548695
2021-03-15,141500.000000,142000.000000,136000.000000,136500.000000,136500.000000,4289990
2021-03-16,138500.000000,140500.000000,138000.000000,140500.000000,140500.000000,3304561
2021-03-17,141000.000000,141000.000000,138500.000000,140000.000000,140000.000000,2588319
2021-03-18,142500.000000,145000.000000,141000.000000,142000.000000,142000.000000,4426840
2021-03-19,138000.000000,139500.000000,137000.000000,138000.000000,138000.000000,4015627
2021-03-20,138000.000000,139500.000000,137000.000000,138000.000000,138000.000000,4015627
2021-03-21,138000.000000,139500.000000,137000.000000,138000.000000,138000.000000,4015627
2021-03-22,138500.000000,140000.000000,137000.000000,138000.000000,138000.000000,2727719
2021-03-23,139000.000000,139500.000000,134000.000000,135000.000000,135000.000000,3839090
2021-03-24,133000.000000,134500.000000,131500.000000,133500.000000,133500.000000,3894080
2021-03-25,133000.000000,134500.000000,130500.000000,133000.000000,133000.000000,4157799
2021-03-26,134000.000000,135000.000000,132000.000000,135000.000000,135000.000000,3835443
2021-03-27,134000.000000,135000.000000,132000.000000,135000.000000,135000.000000,3835443
2021-03-28,134000.000000,135000.000000,132000.000000,135000.000000,135000.000000,3835443
2021-03-29,135500.000000,135500.000000,131500.000000,132000.000000,132000.000000,3575226
2021-03-30,133000.000000,135500.000000,132000.000000,134500.000000,134500.000000,3304184
2021-03-31,134500.000000,135000.000000,132000.000000,132500.000000,132500.000000,3309680
2021-04-01,138000.000000,140500.000000,136500.000000,140500.000000,140500.000000,5833436
2021-04-02,142000.000000,143000.000000,140000.000000,141000.000000,141000.000000,3432245
2021-04-03,142000.000000,143000.000000,140000.000000,141000.000000,141000.000000,3432245
2021-04-04,142000.000000,143000.000000,140000.000000,141000.000000,141000.000000,3432245
2021-04-05,142000.000000,144500.000000,141000.000000,143000.000000,143000.000000,2616440
2021-04-06,147000.000000,147000.000000,141500.000000,143000.000000,143000.000000,3753217
2021-04-07,146000.000000,146000.000000,142500.000000,143500.000000,143500.000000,2424687
2021-04-08,143500.000000,146000.000000,142500.000000,144000.000000,144000.000000,3774932
2021-04-09,144000.000000,145000.000000,139500.000000,140000.000000,140000.000000,3276077
2021-04-10,144000.000000,145000.000000,139500.000000,140000.000000,140000.000000,3276077
2021-04-11,144000.000000,145000.000000,139500.000000,140000.000000,140000.000000,3276077
2021-04-12,140500.000000,140500.000000,136000.000000,137500.000000,137500.000000,3878457
2021-04-13,136000.000000,140000.000000,135500.000000,139500.000000,139500.000000,2876178
2021-04-14,139000.000000,139000.000000,136500.000000,137000.000000,137000.000000,2777203
2021-04-15,136000.000000,139000.000000,136000.000000,137500.000000,137500.000000,2291160
2021-04-16,138500.000000,139000.000000,137500.000000,137500.000000,137500.000000,1982877
2021-04-17,138500.000000,139000.000000,137500.000000,137500.000000,137500.000000,1982877
2021-04-18,138500.000000,139000.000000,137500.000000,137500.000000,137500.000000,1982877
2021-04-19,138000.000000,139000.000000,137000.000000,138000.000000,138000.000000,1906782
2021-04-20,136500.000000,138500.000000,136500.000000,138500.000000,138500.000000,2167732
2021-04-21,138000.000000,138000.000000,132000.000000,132500.000000,132500.000000,5120577
2021-04-22,134500.000000,135500.000000,133000.000000,133000.000000,133000.000000,3007457
2021-04-23,130500.000000,132500.000000,128500.000000,132500.000000,132500.000000,4854412
2021-04-24,130500.000000,132500.000000,128500.000000,132500.000000,132500.000000,4854412
2021-04-25,130500.000000,132500.000000,128500.000000,132500.000000,132500.000000,4854412
2021-04-26,132500.000000,132500.000000,130500.000000,131500.000000,131500.000000,2904879
2021-04-27,133000.000000,136000.000000,132500.000000,135000.000000,135000.000000,3394650
2021-04-28,134500.000000,135000.000000,130000.000000,130000.000000,130000.000000,5596760
2021-04-29,132000.000000,133000.000000,129000.000000,130000.000000,130000.000000,3738266
2021-04-30,130000.000000,130500.000000,126500.000000,128000.000000,128000.000000,3955947
2021-05-01,130000.000000,130500.000000,126500.000000,128000.000000,128000.000000,3955947
2021-05-02,130000.000000,130500.000000,126500.000000,128000.000000,128000.000000,3955947
2021-05-03,127500.000000,132500.000000,127000.000000,131500.000000,131500.000000,4085398
2021-05-04,130500.000000,132000.000000,129000.000000,132000.000000,132000.000000,2547004
2021-05-05,130500.000000,132000.000000,129000.000000,132000.000000,132000.000000,2547004
2021-05-06,130000.000000,130500.000000,128000.000000,129000.000000,129000.000000,4211535
2021-05-07,128000.000000,131000.000000,127000.000000,129500.000000,129500.000000,3450323
2021-05-08,128000.000000,131000.000000,127000.000000,129500.000000,129500.000000,3450323
2021-05-09,128000.000000,131000.000000,127000.000000,129500.000000,129500.000000,3450323
2021-05-10,131000.000000,131000.000000,128500.000000,130000.000000,130000.000000,3067077
2021-05-11,127000.000000,127500.000000,122000.000000,123000.000000,123000.000000,9882491
2021-05-12,123000.000000,123500.000000,119000.000000,119500.000000,119500.000000,8272196
2021-05-13,116000.000000,118500.000000,115500.000000,117500.000000,117500.000000,6042025
2021-05-14,118500.000000,120000.000000,118000.000000,118500.000000,118500.000000,3227201
2021-05-15,118500.000000,120000.000000,118000.000000,118500.000000,118500.000000,3227201
2021-05-16,118500.000000,120000.000000,118000.000000,118500.000000,118500.000000,3227201
2021-05-17,120000.000000,120000.000000,117000.000000,117500.000000,117500.000000,3110127
2021-05-18,117500.000000,122000.000000,117500.000000,121000.000000,121000.000000,3470048
2021-05-19,117500.000000,122000.000000,117500.000000,121000.000000,121000.000000,3470048
2021-05-20,121000.000000,124000.000000,119500.000000,122500.000000,122500.000000,4600751
2021-05-21,124500.000000,125500.000000,121000.000000,122500.000000,122500.000000,4062695
2021-05-22,124500.000000,125500.000000,121000.000000,122500.000000,122500.000000,4062695
