Date,Open,High,Low,Close,Adj Close,Volume
2021-02-01,81700.000000,83400.000000,81000.000000,83000.000000,82632.804688,28046832
2021-02-02,84100.000000,86400.000000,83700.000000,84400.000000,84026.609375,26302077
2021-02-03,84800.000000,85400.000000,83400.000000,84600.000000,84225.726563,22112205
2021-02-04,83500.000000,83800.000000,82100.000000,82500.000000,82135.015625,24171688
2021-02-05,83100.000000,84000.000000,82500.000000,83500.000000,83130.593750,18036835
2021-02-06,83100.000000,84000.000000,82500.000000,83500.000000,83130.593750,18036835
2021-02-07,83100.000000,84000.000000,82500.000000,83500.000000,83130.593750,18036835
2021-02-08,83800.000000,84200.000000,83000.000000,83000.000000,82632.804688,15338765
2021-02-09,84000.000000,84800.000000,82700.000000,82700.000000,82334.132813,20898332
2021-02-10,82600.000000,82600.000000,81600.000000,81600.000000,81239.000000,23025766
2021-02-11,82600.000000,82600.000000,81600.000000,81600.000000,81239.000000,23025766
2021-02-12,82600.000000,82600.000000,81600.000000,81600.000000,81239.000000,23025766
2021-02-13,82600.000000,82600.000000,81600.000000,81600.000000,81239.000000,23025766
2021-02-14,82600.000000,82600.000000,81600.000000,81600.000000,81239.000000,23025766
2021-02-15,83800.000000,84500.000000,83300.000000,84200.000000,83827.500000,23529706
2021-02-16,84500.000000,86000.000000,84200.000000,84900.000000,84524.398438,20483100
2021-02-17,83900.000000,84200.000000,83000.000000,83200.000000,82831.921875,18307735
2021-02-18,83200.000000,83600.000000,82100.000000,82100.000000,81736.789063,21327683
2021-02-19,82300.000000,82800.000000,81000.000000,82600.000000,82234.578125,25880879
2021-02-20,82300.000000,82800.000000,81000.000000,82600.000000,82234.578125,25880879
2021-02-21,82300.000000,82800.000000,81000.000000,82600.000000,82234.578125,25880879
2021-02-22,83800.000000,84200.000000,82200.000000,82200.000000,81836.343750,25419886
2021-02-23,81200.000000,82900.000000,81100.000000,82000.000000,81637.226563,20587314
2021-02-24,81800.000000,83600.000000,81300.000000,82000.000000,81637.226563,26807651
2021-02-25,84000.000000,85400.000000,83000.000000,85300.000000,84922.632813,34155986
2021-02-26,82800.000000,83400.000000,82000.000000,82500.000000,82135.015625,38520800
2021-02-27,82800.000000,83400.000000,82000.000000,82500.000000,82135.015625,38520800
2021-02-28,82800.000000,83400.000000,82000.000000,82500.000000,82135.015625,38520800
2021-03-01,82800.000000,83400.000000,82000.000000,82500.000000,82135.015625,38520800
2021-03-02,85100.000000,85300.000000,83000.000000,83600.000000,83230.148438,33498180
2021-03-03,83500.000000,84000.000000,82800.000000,84000.000000,83628.382813,19882132
2021-03-04,82600.000000,83200.000000,82200.000000,82400.000000,82035.460938,24348331
2021-03-05,81100.000000,82600.000000,81100.000000,82100.000000,81736.789063,20508971
2021-03-06,81100.000000,82600.000000,81100.000000,82100.000000,81736.789063,20508971
2021-03-07,81100.000000,82600.000000,81100.000000,82100.000000,81736.789063,20508971
2021-03-08,82900.000000,83000.000000,81600.000000,82000.000000,81637.226563,17641256
2021-03-09,81400.000000,81900.000000,80600.000000,81400.000000,81039.882813,25420764
2021-03-10,82400.000000,82500.000000,80700.000000,80900.000000,80542.093750,20038422
2021-03-11,81000.000000,82500.000000,81000.000000,82000.000000,81637.226563,23818297
2021-03-12,83100.000000,83500.000000,82400.000000,82800.000000,82433.687500,13530573
2021-03-13,83100.000000,83500.000000,82400.000000,82800.000000,82433.687500,13530573
2021-03-14,83100.000000,83500.000000,82400.000000,82800.000000,82433.687500,13530573
2021-03-15,82800.000000,82900.000000,81800.000000,81800.000000,81438.117188,13735798
2021-03-16,82200.000000,83000.000000,82100.000000,82800.000000,82433.687500,12293537
2021-03-17,82800.000000,82900.000000,82000.000000,82300.000000,81935.898438,11625146
2021-03-18,82800.000000,83800.000000,82600.000000,82900.000000,82533.250000,18585244
2021-03-19,82100.000000,82500.000000,81800.000000,81900.000000,81537.671875,15869700
2021-03-20,82100.000000,82500.000000,81800.000000,81900.000000,81537.671875,15869700
2021-03-21,82100.000000,82500.000000,81800.000000,81900.000000,81537.671875,15869700
2021-03-22,82000.000000,82300.000000,81700.000000,82000.000000,81637.226563,12670506
2021-03-23,82600.000000,82900.000000,81800.000000,81800.000000,81438.117188,13299907
2021-03-24,81000.000000,81600.000000,80700.000000,81000.000000,80641.656250,17926638
2021-03-25,81000.000000,82100.000000,80800.000000,81200.000000,80840.765625,14758826
2021-03-26,81400.000000,81600.000000,81000.000000,81500.000000,81139.437500,12845778
2021-03-27,81400.000000,81600.000000,81000.000000,81500.000000,81139.437500,12845778
2021-03-28,81400.000000,81600.000000,81000.000000,81500.000000,81139.437500,12845778
2021-03-29,81700.000000,81700.000000,81000.000000,81600.000000,81239.000000,14952134
2021-03-30,81600.000000,82300.000000,81300.000000,82200.000000,82200.000000,13121698
2021-03-31,82400.000000,82700.000000,81400.000000,81400.000000,81400.000000,17240518
2021-04-01,82500.000000,83000.000000,82000.000000,82900.000000,82900.000000,18676461
2021-04-02,84000.000000,85200.000000,83900.000000,84800.000000,84800.000000,22997538
2021-04-03,84000.000000,85200.000000,83900.000000,84800.000000,84800.000000,22997538
2021-04-04,84000.000000,85200.000000,83900.000000,84800.000000,84800.000000,22997538
