Date,Open,High,Low,Close,Adj Close,Volume
2021-02-01,87200.000000,88600.000000,85000.000000,88300.000000,88300.000000,4550505
2021-02-02,90000.000000,91400.000000,88700.000000,89100.000000,89100.000000,3314525
2021-02-03,90100.000000,92400.000000,89400.000000,92400.000000,92400.000000,3790485
2021-02-04,92600.000000,92600.000000,89800.000000,90900.000000,90900.000000,2584185
2021-02-05,91400.000000,92200.000000,89500.000000,91000.000000,91000.000000,2042080
2021-02-06,91400.000000,92200.000000,89500.000000,91000.000000,91000.000000,2042080
2021-02-07,91400.000000,92200.000000,89500.000000,91000.000000,91000.000000,2042080
2021-02-08,91000.000000,92400.000000,90000.000000,91400.000000,91400.000000,2580575
2021-02-09,92000.000000,93500.000000,90500.000000,92200.000000,92200.000000,3677825
2021-02-10,93200.000000,98100.000000,93200.000000,97900.000000,97900.000000,9072415
2021-02-11,93200.000000,98100.000000,93200.000000,97900.000000,97900.000000,9072415
2021-02-12,93200.000000,98100.000000,93200.000000,97900.000000,97900.000000,9072415
2021-02-13,93200.000000,98100.000000,93200.000000,97900.000000,97900.000000,9072415
2021-02-14,93200.000000,98100.000000,93200.000000,97900.000000,97900.000000,9072415
2021-02-15,99800.000000,101000.000000,98400.000000,100400.000000,100400.000000,5262740
2021-02-16,100800.000000,103800.000000,99900.000000,102800.000000,102800.000000,5380240
2021-02-17,103000.000000,103000.000000,100600.000000,101800.000000,101800.000000,2812860
2021-02-18,101200.000000,103400.000000,100200.000000,100200.000000,100200.000000,2334610
2021-02-19,99400.000000,101200.000000,98000.000000,100800.000000,100800.000000,3478320
2021-02-20,99400.000000,101200.000000,98000.000000,100800.000000,100800.000000,3478320
2021-02-21,99400.000000,101200.000000,98000.000000,100800.000000,100800.000000,3478320
2021-02-22,101000.000000,102000.000000,98000.000000,98100.000000,98100.000000,3204965
2021-02-23,96300.000000,98500.000000,95400.000000,97400.000000,97400.000000,3327085
2021-02-24,97400.000000,98500.000000,94500.000000,94700.000000,94700.000000,3336045
