,날짜,기사제목,본문내용
0,2021-05-03,기아 인도법인 ‘포스트 코로나’ 전략 잰걸음,판매보다 네크워크 확장 집중 카니발보다 작은 전략형 신차 중형 내년 출시 저울질 기아 아난타푸르 공장 생산라인 모습 기아 제공 기아가 인도에서 포스트 코로나 전략을 본격화한다 하루 신종 코로나바이러스 감염증 코로나 신규 환자가 하루에만 만명 가까이 나오는 상황에서 판매보다 네트워크 확장에 집중해 향후 정상화를 앞당기겠다는 판단이다 일 자동차 업계에 따르면 기아는 현재 여 개에 달하는 인도 현지 판매 네트워크를 연내 개까지 늘릴 계획이다 특히 농촌 및 소도시의 접점을 늘려 코로나 이후 급증할 것으로 전망되는 수요에 대응할 계획이다 현재 기아는 주재원들에게 재택근무 지시를 내리고 정상 가동 체제를 유지하며 상황을 예의주시하고 있다 일부 지역에서 코로나 확산 방지를 위한 판매 딜러사의 영업 중단을 요구하고 있지만 현지 판매는 중단되지 않은 상태다 연산 만대 규모의 인도 아난타푸르 공장도 정상 가동 중이다 글로벌 핵심 전략 차종으로 인도에 처음으로 진출한 셀토스 와 현지 전략형 스포츠유틸리티차량 쏘넷 의 생산도 유지되고 있다 실제 기아가 지난해 인도 공장에서 생산해 판매한 대수는 총 만 대로 셀토스 단일 모델만 판매했던 년 대 의 세 배를 웃돌았다 쏘넷 만 대 과 카니발 대 을 라인에 투입되면서 점유율도 올랐다 올해 월까지 누적 판매량은 만 대로 지난해 같은 기간보다 증가했다 레저용 차량 판매 전략에 따라 내년 선보이는 차량은 다목적 차량 가 될 가능성이 크다 기아 인도법인 역시 카니발보다 차체 규모가 작은 중형 출시를 검토하고 있다고 밝혔다 현지에서 판매 비중은 여전히 높다 지난해 코로나 유행 이후 위주로 라인업을 구성한 현대차 기아의 판매 회복이 뚜렷했던 이유다 인도정부의 금리 인하와 적극적인 재정정책과 코로나 수요 부진에 따른 대기수요도 큰 영향을 미쳤다 관건은 현재 심화하는 코로나 확진자 수다 기아는 주문된 차량에 대한 인도 기간을 줄이는 방안을 강구하는 동시에 글로벌 생산량을 늘리는 방안을 찾고 있다 반도체 수급난이 이어지면서 생산마저 차질이 발생할 경우 불확실성이 커질 수밖에 없어서다 하딥 싱 브라르 기아 인도법인 영업 마케팅 총괄 책임은 외신 인터뷰에서 코로나 로 시장이 완전히 폐쇄된 작년과 달리 현재는 부분적인 폐쇄가 이뤄져 전반적인 영향은 상태적으로 적다 며 현재 상황이 유지된다면 판매 전략에 큰 영향을 미치겠지만 현재는 매우 탄력적 이라고 말했다 정찬수 기자
1,2021-05-03,"코로나 확산 속 기아 인도 법인 ""판매 네트워크 확대 전략”",코로나 재확산으로 판매보다 네크워트 확장 집중 내년 출시 카니발보다 작은 전략형 신차 유력 기아 아난타푸르 공장 생산라인 모습 기아 제공 헤럴드경제 정찬수 기자 기아가 인도에서 포스트 코로나 전략을 본격화한다 하루 신종 코로나바이러스 감염증 코로나 신규 환자가 하루에만 만명 가까이 나오는 상황에서 판매보다 네트워크 확장에 집중해 향후 정상화를 앞당기겠다는 판단이다 일 자동차 업계에 따르면 기아는 현재 여 개에 달하는 인도 현지 판매 네트워크를 연내 개까지 늘릴 계획이다 특히 농촌 및 소도시의 접점을 늘려 코로나 이후 급증할 것으로 전망되는 수요에 대응할 계획이다 현재 기아는 주재원들에게 재택근무 지시를 내리고 정상 가동 체제를 유지하며 상황을 예의주시하고 있다 일부 지역에서 코로나 확산 방지를 위한 판매 딜러사의 영업 중단을 요구하고 있지만 현지 판매는 중단되지 않은 상태다 연산 만대 규모의 인도 아난타푸르 공장도 정상 가동 중이다 글로벌 핵심 전략 차종으로 인도에 처음으로 진출한 셀토스 와 현지 전략형 스포츠유틸리티차량 쏘넷 의 생산도 유지되고 있다 실제 기아가 지난해 인도 공장에서 생산해 판매한 대수는 총 만 대로 셀토스 단일 모델만 판매했던 년 대 의 세 배를 웃돌았다 쏘넷 만 대 과 카니발 대 을 라인에 투입되면서 점유율도 올랐다 올해 월까지 누적 판매량은 만 대로 지난해 같은 기간보다 증가했다 레저용 차량 판매 전략에 따라 내년 선보이는 차량은 다목적 차량 가 될 가능성이 크다 기아 인도법인 역시 카니발 보다 차체 규모가 작은 중형 출시를 검토하고 있다고 밝혔다 현지에서 판매 비중은 여전히 높다 지난해 코로나 유행 이후 위주로 라인업을 구성한 현대차 기아의 판매 회복이 뚜렷했던 이유다 인도정부의 금리 인하와 적극적인 재정정책과 코로나 수요 부진에 따른 대기수요도 큰 영향을 미쳤다 관건은 현재 심화하는 코로나 확진자 수다 기아는 주문된 차량에 대한 인도 기간을 줄이는 방안을 강구하는 동시에 글로벌 생산량을 늘리는 방안을 찾고 있다 반도체 수급난이 이어지면서 생산마저 차질이 발생할 경우 불확실성이 커질 수밖에 없어서다 하딥 싱 브라르 기아 인도법인 영업 마케팅 총괄 책임은 외신 인터뷰에서 코로나 로 시장이 완전히 폐쇄된 작년과 달리 현재는 부분적인 폐쇄가 이뤄져 전반적인 영향은 상태적으로 적다 며 현재 상황이 유지된다면 판매 전략에 큰 영향을 미치겠지만 현재는 매우 탄력적 이라고 말했다
2,2021-05-03,"반도체 수급 위기 뚫고...현대차·기아, 美 판매 신기록 ‘질주’",부품 사전확보로 생산차질 최소화 지난달 현대차 만 대 판매 기아도 만 대로 기록 경신 소비욕구 회복 최대 수혜 예상 현대차와 기아가 지난 월 각각 월별 최다 판매량을 경신했다 대가 판매돼 모델별 월별 판매량 기록을 세운 기아 기아 제공 현대차와 기아가 지난달 미국 시장에서 월별 판매량 기록을 경신했다 반도체 수급 위기에도 불구하고 사전에 반도체 부품을 확보해 미국 내 보복소비 효과를 극대화한 덕분이다 일 현지시간 기아 미국법인은 지난달 미국시장에서 총 만 대의 차량을 판매했다고 밝혔다 이같은 판매량은 코로나 의 본격적인 확산세로 미국 내 일부 딜러망이 영업을 중단하는 등 판매에 차질이 빚어졌던 지난해 월 만 대 에 비해 증가한 수치다 또한 지난달에 세웠던 월별 최다 판매량 만 대 을 다시 경신한 것이기도 하다 차종 별로도 신기록 행진이 이어졌다 옵티마에서 차종명을 변경한 중형세단 와 준중형 세단 포르테 는 각각 대와 만 대가 팔리며 사상 최다 월별 판매량을 기록했다 포르테의 라인 모델은 쏘울 와 함께 시장조사업체 빈센트릭 으로부터 동급 가장 높은 가치를 지닌 올해의 영업용차량으로 선정됐다 미국 시장에서 가장 인기가 좋은 스포츠유틸리티차량 모델도 차급을 가리지 않고 인기를 누렸다 텔루라이드 대 스포티지 대 셀토스 대 등 개 차종이 역대 월 판매량 기록을 다시 썼다 쏘렌토는 미국 페어런츠 잡지로부터 올해의 베스트 패밀리카로 선정된 바 있다 페어런츠는 쏘렌토의 강점으로 준수한 주행성능과 첨단 안전 및 편의사양을 꼽았다 현대차 역시 지난달 전년 같은 기간 대비 증가한 만 대 제네시스 제외 를 판매하며 지난달 만 대 에 이어 개월 연속 월별 최다 판매량 기록을 세웠다 법인 영업 판매는 줄어들었지만 소매 판매량이 증가하면서 전체 판매량 증가를 이끌었다 꾸준한 판매로 지난달에 비해 딜러들이 가지고 있는 재고량도 가량 줄었다 현대차와 기아가 세운 월별 판매량 기록은 글로벌 완성차 업계가 반도체 수급난으로 생산 차질을 겪고 있는 가운데 나온 것이어서 더욱 값지다 현대차그룹은 지난해 코로나 로 인해 야기된 와이어링하네스 공급 부족 사태를 교훈 삼아 반도체 부품을 미리 대량 확보해 생산 자칠을 최소화 해 왔다 특히 현대차 앨라배마 공장과 기아 조지아 공장은 한번도 반도체 부족으로 생산을 중단하거나 감산한 적 없이 주문된 차량을 정상적으로 생산했다 반면 미국 대표 완성차 업체 포드는 일본 반도체 제조업체 르네사스 공장 화재 여파로 반도체를 구하지 못해 지난 분기 생산량의 를 감산한데 이어 분기에도 생산량을 당초 계획의 절반으로 줄인 바 있다 역시 지난 월부터 이어져 온 미국 캔자스 주와 캐나다 온타리오 주 생산공장의 생산 중단 조치를 이달 일까지 연장했다 이들 공장에서 쉐보레의 중형 와 캐딜락 등 인기 차종이 생산되고 있다 자동차업계에서는 백신 접종으로 코로나 사태가 진정될 것으로 예상한 미국 소비자들이 자동차 구매를 늘리는 과정에서 제때 차량을 인도할 수 있는 현대차와 기아에 대해 높은 관심을 갖고 있는 것으로 파악하고 있다 윤승규 기아 북미권역본부장은 딜러들이 보고하는 매장 분위기를 감안하면 올해 내내 높은 판매 실적이 이어질 것으로 보인다 고 내다봤다 원호연 기자
3,2021-05-03,현대차기아 美서 최고 월 판매량 또 경신,지난 월 이어 달 연속 신기록 포르테 월별 최고 판매 삼총사도 월 판매로선 최다 현대차도 월 이어 최다 판매량 보여 기아가 지난 월에이어 지난달에도 미국시장에서 월별 판매 기록을 이어갔다 기아 기아 제공 헤럴드경제 원호연 기자 지난달 기아가 미국에서 또다시 월별 판매량 기록을 경신했다 현대자동차 역시 지난 월에 이어 두번째로 많은 판매량을 기록했다 일 현지시간 기아 북미법인은 지난달 미국 판매량이 만 대로 지난 월에 세운 월별 판매량 기록 만 대 를 경신해 최고 월별판매 기록을 세웠다고 밝혔다 이같은 판매량은 코로나 확산으로 미국 내 딜러와 공장이 셧다운을 겪었던 지난해 동월 대비 증가한 수치다 포르테 한국명 와 가 각각 만 대와 대가 판매되며 모델별 최다 월별 판매량을 기록했다 스포티지와 쏘렌토 텔루라이드 등 스포츠유틸리티차 의 강세도 이어졌다 이들 모델은 각각 대와 만 대 대 팔리며 월 판매량으로서는 최고 기록을 세웠다 윤승규 기아 북미권역본부장은 딜러들이 보고하는 매장 분위기를 감안하면 올해 내내 높은 판매 실적이 이어질 것으로 보인다 고 밝혔다 한편 현대차 북미법인 역시 지난달 전년 대비 증가한 만 대 제네시스 제외 를 판매해 지난 월에 이어 월별 판매량 기록을 경신했다 법인판매량은 감소했지만 소매판매량이 증가하며 판매량 증가를 이끌었다
4,2021-05-03,"기아, 美서 4월에도 역대 최대 판매실적 달성",전년 동기 대비 증가 기저효과 소비회복 영향 아시아경제 유제훈 기자 기아가 미국 시장에서 훨훨 날고 있다 지난 월에 이어 월에 또 다시 역대 최고 월 판매량 기록을 세우며 새 역사를 썼다 일 기아 미국법인 에 따르면 지난달 기아의 미국 자동차 판매량은 전년 동기 대비 증가한 만 대로 잠정 집계됐다 이는 월 기준 역대 최대 판매량을 기록한 지난 월 만 대 의 기록을 한 달 만에 재차 앞지른 것이다 세단 모델 중에선 포르테 가 전년 대비 증가한 만 대 가 늘어난 대로 역대 최대 판매량을 나타냈다 스포츠유틸리티차량 중에선 셀토스가 늘어난 대 텔루라이드는 증가한 대 스포티지는 늘어난 대 등으로 전체 판매량 확대를 견인했다 숀 윤 대표이사 사장은 개 모델이 월 판매 기록을 세웠고 쏘렌토 및 올 뉴 카니발이 고객들을 전시장으로 계속 몰아가고 있다 면서 각 딜러점에서 들려오는 전시장의 상황을 감안할 때 실적 호조는 연중 지속 될 것으로 확신한다 고 전했다 한편 오토모티브 뉴스는 지난 일 현지시각 지난달 현대자동차의 미국 판매량이 만 대에 달했다고 보도했다 이 수치는 제네시스 브랜드의 판매량을 제외한 것이다 지난 월 제네시스 브랜드 총 판매량이 대에 달했다는 점을 감안하면 전체 현대차의 판매량도 지난 월 기록 만 대 을 넘어설 가능성이 높다 유제훈 기자
5,2021-05-02,"현대차·기아, 친환경차 누적판매 200만대 돌파",연간 판매 만대 달성도 처음 현대차와 기아 친환경차가 전 세계 누적판매 만대를 돌파한 것으로 나타났다 지난 년 아반떼와 포르테 하이브리드 모델 판매를 시작한 이후 년 만이다 일 관련 업계에 따르면 지난달 현대차 기아의 버스 중형 이상 트럭 등 중대형 상용차를 제외한 친환경차 누적 판매량은 만 대를 기록했다 지난해 코로나 여파로 전체 글로벌 판매가 년 대비 감소했지만 친환경차 판매는 전년 대비 증가한 만 대를 기록했다 연간 판매 만대 달성도 처음이다 올해 분기 친환경차는 전년동기대비 증가한 만 대가 팔렸다 현대차 기아의 친환경차 유형별 누적 판매량은 하이브리드차 만 대 플러그인하이브리드차 만대 전기차 만 대 수소전기차 만 대다 지역별로는 국내 판매가 만 대로 해외 판매가 만 대로 를 차지했다 니로 하이브리드가 만 대로 위 쏘나타 하이브리드가 만 대로 위 아이오닉 하이브리드가 만 대로 위다 년 현대차 코나 와 기아 니로 출시 이후 전기차 판매도 증가 추세다 현대차 기아 전체 친환경차 판매에서 전기차 비중은 년 대에서 년 올해 분기 로 늘었다 올해 전용 전기차 아이오닉 의 누적 계약 대수가 만 여대에 이르고 유럽에서도 사전예약 하루 만에 대가 예약됐다 하반기 출시를 앞둔 는 온라인 사전예약만 만 대에 이른다 김경민 기자
6,2021-05-02,"현대차·기아 ""판매 35%가 전기차"" 친환경차 누적판매 200만대 돌...",아이오닉 파이낸셜뉴스 현대차와 기아 친환경차가 전세계 누적판매 만대를 돌파한 것으로 나타났다 년 아반떼와 포르테 하이브리드 모델 판매를 시작한 이후 년 만이다 일 업계에 따르면 지난달 현대차 기아의 버스 중형 이상 트럭 등 중대형 상용차를 제외한 친환경차 누적 판매량은 만 대를 기록했다 지난해에는 코로나 영향으로 전체 글로벌 판매가 년 대비 감소했지만 친환경차 판매는 전년 대비 증가한 만 대를 올렸다 연간 판매 만대 달성도 처음이다 올해 분기도 친환경차는 전년동기대비 증가한 만 대가 팔렸다 현대차 기아의 친환경차 유형별 누적 판매량은 하이브리드차 만 대 플러그인하이브리드차 만대 전기차 만 대 수소전기차 만 대다 지역별로는 국내 판매가 만 대로 해외 판매가 만 대로 를 차지했다 모델별로는 니로 하이브리드가 만 대로 위 쏘나타 하이브리드가 만 대로 위 아이오닉 하이브리드가 만 대로 위다 친환경차 중 여전히 하이브리드차가 가장 높은 비중을 차지하지만 년 현대차 코나 와 기아 니로 출시 이후 전기차 판매도 증가하는 추세다 현대차 기아 전체 친환경차 판매에서 전기차 비중은 년 대에서 년 올해 분기 로 늘었다 올해 현대차그룹 전기차 전용 플랫폼인 를 적용한 전용 전기차 아이오닉 와 제네시스 전동화 모델 의 출시로 전기차 비중은 더욱 높아질 것으로 전망된다 아이오닉 는 누적 계약 대수가 만 여대에 이르고 유럽에서도 사전예약 하루 만에 대가 예약됐다 하반기 출시를 앞둔 는 온라인 사전예약에서만 만 대가 예약됐다 김경민 기자
7,2021-05-02,"현대차·기아, 친환경차 판매 12년 만에 글로벌 누적 판매 '200만...",년 아반떼 포르테 하이브리드 출시 후 년 만 지난해 코로나로 글로벌 판매 감소 친환경차 판매는 증가 올해 전용 전기차 출시로 전기차 비중 증가 예상 이데일리 손의연 기자 현대자동차 와 기아 가 친환경차를 판매한지 년 만에 전세계에서 누적 판매 만대를 넘어섰다 현대자동차 아이오닉 사진 현대차 일 업계에 따르면 지난달 현대차와 기아의 버스 중형 이상 트럭 등 중대형 상용차를 제외한 친환경차 누적 판매량이 만 대를 기록했다 년 아반떼와 포르테 하이브리드 모델을 출시한 후 년만이다 이는 현대차 기아가 년 친환경차 누적 판매 만대를 기록하고 나서 년 만에 달성한 기록이다 지난해 글로벌 판매는 코로나 영향으로 년 대비 감소했다 하지만 친환경차 판매는 증가해 만 대를 기록하며 연간 판매 만대를 넘어섰다 올해 분기 친환경차는 만 대가 팔려 전년 동기 대비 만 대 증가했다 유형별 누적 판매량은 하이브리드차 만 대 플러그인하이브리드차 만대 전기차 만 대 수소전기차 만 대다 지역 별로는 국내 판매가 만 대로 해외 판매가 만 대로 이었다 모델 별로는 니로 하이브리드가 만 대로 가장 많이 팔렸다 쏘나타 하이브리드 만 대 아이오닉 하이브리드가 만 대 순이었다 초기 친환경차 판매를 이끈 건 하이브리드 모델이지만 년 코나 와 니로 가 출시된 이후 전기차 판매도 증가하는 추세다 현대차 기아 전체 친환경차 판매에서 전기차 비중은 년 대에서 년 올해 분기 늘었다 올해 현대차그룹 전기차 전용 플랫폼인 를 적용한 전용 전기차가 연이어 나와 전기차 비중이 증가할 것으로 예상된다 아이오닉 와 가 출시 전부터 좋은 반응을 얻었고 제네시스 전동화 모델 도 시장의 기대를 모으고 있다 플러그인하이브리드차는 년 연간 판매 만 대에서 년 만 대로 판매량이 지속적으로 늘고 있다 올해 분기 전년 판매 절반 수준인 만 대가 판매된 것으로 나타났다 수소전기차는 년 세계 최초로 투산 가 양산됐지만 기반 시설 확보 어려움 등으로 대를 기록하는 데 그쳤다 세대 모델인 넥쏘는 에 달하는 주행거리 등이 좋은 반응을 얻으며 년간 만 대를 판매했다 수소전기차는 전체 친환경차 판매에서 차지하는 비중이 에 불과하지만 꾸준히 팔리고 있다 지난해 연간 판매가 전년 대비 증가한 대를 기록했다 현대차 수소전기차는 글로벌 시장에서도 비중을 차지하며 위를 지키고 있다 현대차 기아는 년까지 수소전기차 연간 판매량을 만대로 늘리고 년 연 만대 규모의 수소전기차 생산 체제를 구축한다는 계획이다 이와함께 만기의 수소연료전지 시스템을 국내외에 공급할 예정이다 현대차그룹 관계자는 년에는 현대차 기아 전체 판매 차량 중 친환경차가 약 를 차지할 것 이라고 말했다 손의연
8,2021-05-02,전기차 인기에...현대차·기아 친환경차 누적 판매 200만대 돌파,니로 하이브리드 만대로 판매 위 년 친환경차 비중 까지 늘어난다 현대차 그랜저 하이브리드 사진제공 현대차 서울경제 현대차 와 기아가 친환경차 판매 년 만에 전세계 누적 판매 만대를 돌파했다 일 업계에 따르면 지난달 현대차 기아의 친환경차 누적 판매량 중대형 상용차 제외 은 만 대를 기록했다 년 아반떼와 포르테 하이브리드 모델을 판매하기 시작한 이후 년만이다 현대차 기아는 년 친환경차 누적 판매 만대를 기록한 뒤 년 만에 만대 판매를 달성했다 지난해 코로나 로 전체 글로벌 판매가 감소했지만 친환경차 판매는 전년 대비 증가한 만 대를 기록하며 처음으로 연간 판매 만대를 넘었다 올해 분기도 친환경차 만 대가 판매되며 전년 동기 만 대보다 가 늘어났다 현대차 기아의 친환경차 유형별 누적 판매량은 하이브리드차 만 대 플러그인하이브리드차 만대 전기차 만 대 수소전기차 만 대다 현대차 기아의 친환경차 초기 판매를 이끈 것은 하이브리드 모델이다 친환경차 중 여전히 하이브리드차가 가장 높은 비중을 차지하지만 년 현대차 코나 와 기아 니로 출시 이후 전기차 판매도 증가하는 추세다 현대차 기아 전체 친환경차 판매에서 전기차 비중은 년 대에 불과했지만 년 올해 분기 로 늘었다 올해 현대차그룹 전기차 전용 플랫폼인 를 적용한 전용 전기차 아이오닉 와 제네시스 전동화 모델 의 출시로 전기차 비중은 더욱 높아질 것으로 전망된다 플러그인하이브리드차는 년 연간 판매 만 대에서 년 만 대로 판매량이 꾸준히 늘고 있다 올해 분기에만 전년 판매 절반 수준인 만 대가 판매됐다 수소전기차는 전체 친환경차 판매에서 차지하는 비중이 에 불과하지만 지난해 연간 판매가 전년 대비 증가한 대를 달성했다 현대차 수소전기차는 글로벌 시장에서도 비중을 차지하며 독보적인 위를 유지하고 있다 현대차 기아는 수소전기차 시장을 주도하며 년까지 수소전기차 연간 판매량을 만대로 늘리고 년 연 만대 규모의 수소전기차 생산 체제를 구축할 계획이다 아울러 만기의 수소연료전지 시스템을 국내외에 공급한다 현대차그룹 관계자는 코로나 와 반도체 부족 사태에도 친환경차 판매가 늘고 있다 며 년에는 현대차 기아 전체 판매 차량 중 친환경차가 약 를 차지할 것 이라고 말했다 변수연 기자
9,2021-05-01,"기아, 반도체 부족에 '마이너스 옵션' 카드 꺼내",카니발 일부 기능 빼고 가격 낮춰 판매 기아 이데일리 이승현 기자 차량용 반도체 수급 부족 사태가 심각해지자 기아 가 반도체를 구하지 못해 생산이 어려운 일부 옵션을 빼고 가격을 낮추는 마이너스 옵션 을 들고 나왔다 일 업계에 따르면 기아는 최근 구매계약 고객들에게 마이너스 옵션에 대해 공지했다 차량용 반도체 부족으로 당장 생산이 어려운 옵션 부품을 제외한 대신 가격을 인하해 주겠다는 것이다 또 해당 옵션을 꼭 달아야 한다는 고객에게는 몇 달간 기다려야 한다는 내용도 전달하고 있다 구체적으로 최근 출시돼 고객 관심이 가장 높은 의 경우 노블레스 이상 트림 기본인 후방주차충돌방지보조 원격스마트주차보조 기능 제외시 만원을 빼준다 또 다른 인기차종인 카니발도 노블레스 이상 트림 기본인 스마트파워테일게이트 기능 제외시 만원을 인하한다 카니발 스마트키는 버튼에 들어갈 반도체 부족으로 임시로 스마트 파워슬라이딩 도어 기능이 적용돼 있지 않은 스마트키를 먼저 제공하고 월 이후 원래 기능 포함된 스마트키로 교체 지급 예정이다 기아 관계자는 고객들에게 옵션과 관련된 선택을 할 수 있도록 해 고객 대기 등으로 인한 불편이 없도록 하고 있다 며 반도체 부족 사태와 관련해 최대한의 유연성을 발휘해 생산에 대응하고 있다 고 말했다 현대차도 반도체 부족으로 인해 다음 주 일부 공장의 휴업을 검토하고 있는 것으로 알려졌다 이승현
