,날짜,기사제목,본문내용
0,2021-05-03,"SK가스, 현대차 등과 어린이 통학차량 ‘멈춤’ 캠페인 협력",이데일리 김정유 기자 가스 는 일 현대자동차 경기도 한국교통안전공단 초록우산어린이재단 등과 어린이 통학차량 멈춤 캠페인을 위한 업무협약을 체결했다고 일 밝혔다 내가 늘 지켜요 라는 슬로건과 함께 가스 주관으로 진행되는 이번 캠페인은 어린이 통학차량 관련 사고를 줄이고 운전자 인식 개선을 통한 어린이 통학 안전을 지키고자 기획됐다 올해 월 말까지 약 개월간 진행될 예정이다 가스는 이번 캠페인을 통해 그간 지켜지지 않았던 어린이 통학차량 안전 규정 홍보를 통해 운전자 인식을 개선하는데 초점을 맞출 예정이다 또한 여러 기관과 협력해 전국적으로 캠페인을 확산시키겠다는 목표다 더불어 가스는 어린이 통학차량 멈춤 캠페인과 함께 어린이 멈춤 캠페인도 진행한다 가스는 어린이들이 영상을 통해 스스로 안전을 지킬 수 있도록 돕기 위해 횡단보도 우선 멈춤 통학차 하차 후 안전한 이동 등을 담은 영상을 제작해 온라인에 배포할 예정이다 박찬일 가스 에코에너지 본부장은 어린이 통학차량의 주된 연료를 공급하는 회사로서 어린이 건강과 안전에 대한 책임감을 가지고 이번 캠페인을 기획하게 됐다 면서 이번 멈춤 캠페인을 통해 대한민국의 미래인 어린이들이 안전하고 건강하게 생활할 수 있는 환경이 될 수 있도록 노력하겠다 고 밝혔다 김정유
1,2021-05-03,"반도체 수급 위기 뚫고...현대차·기아, 美 판매 신기록 ‘질주’",부품 사전확보로 생산차질 최소화 지난달 현대차 만 대 판매 기아도 만 대로 기록 경신 소비욕구 회복 최대 수혜 예상 현대차와 기아가 지난 월 각각 월별 최다 판매량을 경신했다 대가 판매돼 모델별 월별 판매량 기록을 세운 기아 기아 제공 현대차와 기아가 지난달 미국 시장에서 월별 판매량 기록을 경신했다 반도체 수급 위기에도 불구하고 사전에 반도체 부품을 확보해 미국 내 보복소비 효과를 극대화한 덕분이다 일 현지시간 기아 미국법인은 지난달 미국시장에서 총 만 대의 차량을 판매했다고 밝혔다 이같은 판매량은 코로나 의 본격적인 확산세로 미국 내 일부 딜러망이 영업을 중단하는 등 판매에 차질이 빚어졌던 지난해 월 만 대 에 비해 증가한 수치다 또한 지난달에 세웠던 월별 최다 판매량 만 대 을 다시 경신한 것이기도 하다 차종 별로도 신기록 행진이 이어졌다 옵티마에서 차종명을 변경한 중형세단 와 준중형 세단 포르테 는 각각 대와 만 대가 팔리며 사상 최다 월별 판매량을 기록했다 포르테의 라인 모델은 쏘울 와 함께 시장조사업체 빈센트릭 으로부터 동급 가장 높은 가치를 지닌 올해의 영업용차량으로 선정됐다 미국 시장에서 가장 인기가 좋은 스포츠유틸리티차량 모델도 차급을 가리지 않고 인기를 누렸다 텔루라이드 대 스포티지 대 셀토스 대 등 개 차종이 역대 월 판매량 기록을 다시 썼다 쏘렌토는 미국 페어런츠 잡지로부터 올해의 베스트 패밀리카로 선정된 바 있다 페어런츠는 쏘렌토의 강점으로 준수한 주행성능과 첨단 안전 및 편의사양을 꼽았다 현대차 역시 지난달 전년 같은 기간 대비 증가한 만 대 제네시스 제외 를 판매하며 지난달 만 대 에 이어 개월 연속 월별 최다 판매량 기록을 세웠다 법인 영업 판매는 줄어들었지만 소매 판매량이 증가하면서 전체 판매량 증가를 이끌었다 꾸준한 판매로 지난달에 비해 딜러들이 가지고 있는 재고량도 가량 줄었다 현대차와 기아가 세운 월별 판매량 기록은 글로벌 완성차 업계가 반도체 수급난으로 생산 차질을 겪고 있는 가운데 나온 것이어서 더욱 값지다 현대차그룹은 지난해 코로나 로 인해 야기된 와이어링하네스 공급 부족 사태를 교훈 삼아 반도체 부품을 미리 대량 확보해 생산 자칠을 최소화 해 왔다 특히 현대차 앨라배마 공장과 기아 조지아 공장은 한번도 반도체 부족으로 생산을 중단하거나 감산한 적 없이 주문된 차량을 정상적으로 생산했다 반면 미국 대표 완성차 업체 포드는 일본 반도체 제조업체 르네사스 공장 화재 여파로 반도체를 구하지 못해 지난 분기 생산량의 를 감산한데 이어 분기에도 생산량을 당초 계획의 절반으로 줄인 바 있다 역시 지난 월부터 이어져 온 미국 캔자스 주와 캐나다 온타리오 주 생산공장의 생산 중단 조치를 이달 일까지 연장했다 이들 공장에서 쉐보레의 중형 와 캐딜락 등 인기 차종이 생산되고 있다 자동차업계에서는 백신 접종으로 코로나 사태가 진정될 것으로 예상한 미국 소비자들이 자동차 구매를 늘리는 과정에서 제때 차량을 인도할 수 있는 현대차와 기아에 대해 높은 관심을 갖고 있는 것으로 파악하고 있다 윤승규 기아 북미권역본부장은 딜러들이 보고하는 매장 분위기를 감안하면 올해 내내 높은 판매 실적이 이어질 것으로 보인다 고 내다봤다 원호연 기자
2,2021-05-03,"“현대자동차 스타리아 LPG 계약 인증하고 LPG 충전권 받자""",계약 인증 시 만원 상당의 충전권 선착순 증정 사진제공 현대자동차 대한 협회는 이달 일부터 일까지 한 달간 네이버 온라인 카페 스타리아 패밀리 클럽 스타리아 회원을 대상으로 스타리아 계약 인증 이벤트를 진행한다고 밝혔다 현대차 스타리아 차량 계약을 인증한 구매자를 대상으로 충전 상품권을 증정하는 이번 이벤트는 각 온라인 카페의 이벤트 메뉴에서 스타리아 계약서나 계약 완료 문자를 댓글 또는 게시글로 인증하면 참여가 완료된다 각 커뮤니티별로 선착순 명씩 총 명에게 만원 상당의 충전권을 증정하며 이벤트 후기 우수자 명은 추가로 선정하여 만원 상당의 충전권을 지급할 예정이다 스타리아 는 국내 최대 리터 엔진에 단 자동변속기를 장착하여 최고출력 마력 최대토크 의 성능을 발휘한다 또 운전자의 다양한 목적에 맞춰 승합용 모델인 투어러 인승 리무진 모델인 라운지 인승 화물 적재용 밴형 모델인 카고 인승 등 다양한 모델을 용도에 맞춰 선택할 수 있는 것이 특징이다 특히 스타리아 카고 밴형 는 소형 화물차로 분류되어 환경부의 화물차 신차 구입 지원사업 혜택을 받을 수 있다 경유차를 폐차하고 스타리아 카고를 구매하면 신차 구입 보조금 만원 지원 대상이 된다 올해부터는 소상공인 영업용 생계형 목적 차량이나 배출가스 저감장치 미개발 또는 장착 불가한 차량의 소유자 등에 조기폐차 지원금이 만원까지 확대되어 이를 더하면 최대 만원을 지원받을 수 있다 스타리아 카고 모던 모델의 가격은 인승 만원 인승 만원으로 사업지원금 최대 수준인 만원을 지원받을 경우 스타리아 신차를 만원대에 구입할 수 있다 업계 관계자는 차는 미세먼지 배출량이 매우 적고 질소산화물 배출량도 경유차의 분의 에 불과한 친환경 저공해 차량이다 또 연료 가격도 휘발유의 수준으로 저렴해 차량 연비까지 감안하더라도 높은 경제성을 자랑한다 라며 차가 대기환경을 개선하고 운전자의 부담을 줄이는데 기여하기를 바란다 라고 설명했다 디지털콘텐츠국 최은화
3,2021-05-03,현대자동차 스타리아 LPG ‘계약 인증 이벤트’ 31일까지 한 달간 진...,스타리아 카고 구매 시 화물차 신차구입 지원사업 보조금 만원 지원 혜택 서울경제 대한 협회에서 현대차 스타리아 차량 계약을 인증한 구매자를 대상으로 충전 상품권을 증정하는 스타리아 계약 인증 이벤트를 진행한다고 밝혔다 차는 미세먼지 배출량이 매우 적고 질소산화물 배출량도 경유차의 분의 에 불과한 친환경 저공해 차량으로 연료 가격도 휘발유의 수준으로 저렴해 차량 연비까지 감안하더라도 높은 경제성을 자랑한다 네이버 온라인 커뮤니티 스타리아 패밀리 클럽 스타리아 회원을 대상으로 이달 일부터 일까지 한 달간 진행하는 스타리아 계약 인증 이벤트는 각 온라인 커뮤니티의 이벤트 메뉴에서 스타리아 계약서나 계약 완료 문자를 댓글 또는 게시글로 인증하면 된다 해당 이벤트는 각 커뮤니티별로 선착순 명씩 총 명에게 만 원 상당의 충전권을 증정하며 이벤트 후기 우수자 명은 추가로 선정하여 만 원 상당의 충전권을 지급할 예정이다 업계 관계자는 차는 환경성 경제성 충전 인프라를 고루 갖춘 현실적인 친환경 차량 이라며 차가 대기환경을 개선하고 운전자의 부담을 줄이는데 기여하기를 바란다 라고 전했다 스타리아 는 국내 최대 리터 엔진에 단 자동변속기를 장착하여 최고출력 마력 최대토크 의 성능을 발휘한다 운전자의 다양한 목적에 맞춰 승합용 모델인 투어러 인승 리무진 모델인 라운지 인승 화물 적재용 밴형 모델인 카고 인승 등 다양한 모델을 용도에 맞춰 선택 가능하다 스타리아 카고 밴형 는 소형 화물차로 분류되어 환경부의 화물차 신차 구입 지원사업 혜택을 받을 수 있다 경유차를 폐차하고 스타리아 카고를 구매하면 신차 구입 보조금 만 원 지원 대상이 된다 올해부터는 소상공인 영업용 생계형 목적 차량이나 배출가스 저감장치 미개발 또는 장착 불가한 차량의 소유자 등에 조기폐차 지원금이 만 원까지 확대되어 이를 더하면 최대 만 원을 지원받을 수 있다 스타리아 카고 모던 모델의 가격은 인승 만 원 인승 만 원으로 사업 지원금 최대 수준인 만 원을 지원받을 경우 스타리아 신차를 만 원대에 구입할 수 있다 김동호 기자
4,2021-05-03,"[특징주]SJM, 전기차 게임체인저 되나…현대차·BMW도 반한 혁신부품",아시아경제 박형수 기자 중견 자동차부품사 이 강세다 엠에이치기술개발과 협력해 자체에서 개발한 고발열 부품용 냉각 유로 제로릭 튜브 를 현대차그룹과 에 공급한다는 소식이 주가에 영향을 준 것으로 보인다 는 영업과 생산에선 중견기업 과 전략적으로 협업한다 이보다 앞서 내연기관 차량 부품인 벨로스를 전문으로 제조하는 은 전기차 시장 대응을 위해 에 전략적으로 투자해 지분 를 확보했고 경영권 인수까지 검토하겠다고 밝힌 바 있다 일 오전 시 분 은 전 거래일 대비 오른 원에 거래되고 있다 홀딩스도 동반 강세다 와 은 합작사 에스제이엠에이치 이브이 도 출범해 의 인프라를 활용해서 유럽 일본 북미 고객사 대상으로 영업에 나선다 생산 시설도 구축한다 제로릭 튜브는 알루미늄 튜브와 특수 충전재로 냉각 하우징 금형에 용수철 모양으로 장착한 뒤 주조하면 냉각수가 흐를 유로가 만들어진다 가 바 압력까지 견디는 충전재를 개발했고 주조 후 충전재를 깔끔하게 빼내는 기술도 확보했다 전문 매체는 가 현대차그룹과 양산을 위한 막바지 기술 검증을 진행하고 있다고 보도했다 현대차그룹은 내년에 양산하는 현대차 코나 아반떼 와 기아 니로 셀토스 등 세그먼트 하이브리드 차량의 모터 냉각 하우징에 제로릭 튜브를 첫 적용한다 현대차 쏘나타 투싼 기아 스포티지 등 세그먼트 하이브리드 차량으로도 확대할 계획이다 도 년에 양산하는 전기차 에 제로릭 튜브 기술을 적용한다 이를 위해 는 세계 위 자동차 부품 주조회사 네막 과의 협의를 진행하고 있다 는 올해 말부터 제로릭 튜브 양산을 시작해 삼기오토모티브 코다코 동남정밀 등에 공급하고 이들 업체가 모터 냉각하우징을 제작해 현대모비스를 거쳐 현대차 기아에 납품한다 글로벌 시장에선 네막과 협력한다 제로릭 튜브기술 공정은 고압주조 공정 회 주조 조립공정 충전재 용출 검사공장 수밀검사 으로 단순화해 원가 경쟁력까지 갖췄다 제조원가를 제조시간을 각각 줄이고 냉각 성능은 향상을 기대할 수 있다 지난해 는 점차 확대되어가는 전기자동차 시장에서 품질 안전성과 향상된 냉각성능 그리고 원가절감이라는 세가지 목적을 달성한 제로릭 튜브 혁신성을 인정받아 경동인베스트가 주최하고 한국경제 와 제타플랜인베스트가 공동 주관한 제 회 오픈이노베이션 챌린지에서 수상하기도 했다 유진호 대표는 초기 전기차 시장에서 냉각시스템의 불안정성으로 인해 지속적으로 발생하고 있는 폭발 화재 사고와 같은 문제를 제로릭 튜브 기술이 해소할 것으로 믿는다 며 냉각수 누수가 발생하지 않는 안전한 수냉식 하우징을 생산하는 기술로서 향후 폭발적으로 성장할 전기자동차 시장을 선도하는 기술로 인정받고 있다 고 말했다 박형수 기자
5,2021-05-03,"LGU+, 일상비일상의틈서 현대차 아이오닉5 팝업 전시",파이낸셜뉴스 유플러스는 현대자동차와 함께 강남역 인근 복합문화공간 일상비일상의틈에서 오는 일까지 친환경 전기차 아이오닉 팝업 전시를 진행한다고 일 밝혔다 유플러스는 현대자동차와 함께 강남역 인근 복합문화공간 일상비일상의틈에서 월 일까지 친환경 전기차 아이오닉 팝업 전시를 진행한다 고객이 일상비일상의틈에서 아이오닉 를 체험하고 있다 유플러스 제공 유플러스는 지난달 일부터 틈에서 아이오닉 팝업 전시를 진행해으며 일간 약 여명의 고객이 체험했다 전체 방문객 중 가 세대로 특히 트렌드에 민감한 젊은 여성층 고객으로부터 높은 호응을 받고 있다 유플러스와 현대자동차의 콜라보로 진행되는 이번 전시는 지속가능한 환경에 대해 세대와 소통하려는 틈 활동의 일환이다 이번 팝업의 콘셉트는 색다른 일상의 틈을 여는 여행 으로 고객들에게 환경 친화적인 소재와 컬러를 적용한 아이오닉 의 차별화된 감성을 전달한다 층 아이오닉 차량 전시를 비롯해 층에는 차박 캠핑 간접 체험공간 층 디지털 사이드 미러 기반 체험 키오스크와 컬러월 포토존 등 틈에서 아이오닉 를 색다르게 경험할 수 있는 공간들을 다채롭게 구성했다 장준영 유플러스 마케팅담당은 일상비일상의틈 공간에서 코로나로 변화된 일상 환경이라는 주제로 고객행사를 진행해보니 세대들이 관심을 넘어 직접 참여하고자 하는 적극적인 모습에 주목하게 됐다 며 앞으로도 취향을 발견하는 공간인 일상비일상의틈에서 지속가능한 환경과 같은 세대들이 좋아하는 활동을 테마로 고객참여를 높이고 그들이 열광하는 브랜드와도 제휴를 확대해 나갈 것 이라고 말했다 서영준 기자
6,2021-05-03,"반도체 쇼티지 뚫고 현대차그룹, 美서 월 판매량 신기록 행진",반도체 부품 사전 확보로 생산 차질 피해 기아 만 대 현대차 만 대 판매 등 차종별로도 판매 신기록 소비 욕구 회복세 훈풍 현대차와 기아가 지난 월 각각 월별 최다 판매량을 경신했다 대가 판매돼 모델별 월별 판매량 기록을 세운 기아 기아 제공 헤럴드경제 원호연 기자 현대차와 기아가 지난달 미국 시장에서 월별 판매량 기록을 경신했다 반도체 수급 위기에도 불구하고 사전에 반도체 부품을 확보해 미국 내 보복소비 효과를 극대화한 덕분이다 일 현지시간 기아 미국법인은 지난달 미국시장에서 총 만 대의 차량을 판매했다고 밝혔다 이같은 판매량은 코로나 의 본격적인 확산세로 미국 내 일부 딜러망이 영업을 중단하는 등 판매에 차질이 빚어졌던 지난해 월 만 대 에 비해 증가한 수치다 또한 지난달에 세웠던 월별 최다 판매량 만 대 을 다시 경신한 것이기도 하다 차종 별로도 신기록 행진이 이어졌다 옵티마에서 차종명을 변경한 중형세단 와 준중형 세단 포르테 는 각각 대와 만 대가 팔리며 사상 최다 월별 판매량을 기록했다 포르테의 라인 모델은 쏘울 와 함께 시장조사업체 빈센트릭 으로부터 동급 가장 높은 가치를 지닌 올해의 영업용차량으로 선정됐다 미국 시장에서 가장 인기가 좋은 스포츠유틸리티차량 모델도 차급을 가리지 않고 인기를 누렸다 텔루라이드 대 스포티지 대 셀토스 대 등 개 차종이 역대 월 판매량 기록을 다시 썼다 쏘렌토는 미국 페어런츠 잡지로부터 올해의 베스트 패밀리카로 선정된 바 있다 페어런츠는 쏘렌토의 강점으로 준수한 주행성능과 첨단 안전 및 편의사양을 꼽았다 현대차 역시 지난달 전년 같은 기간 대비 증가한 만 대 제네시스 제외 를 판매하며 지난달 만 대 에 이어 개월 연속 월별 최다 판매량 기록을 세웠다 법인 영업 판매는 줄어들었지만 소매 판매량이 증가하면서 전체 판매량 증가를 이끌었다 꾸준한 판매로 지난달에 비해 딜러들이 가지고 있는 재고량도 가량 줄었다 현대차와 기아가 세운 월별 판매량 기록은 글로벌 완성차 업계가 반도체 수급난으로 생산 차질을 겪고 있는 가운데 나온 것이어서 더욱 값지다 현대차그룹은 지난해 코로나 로 인해 야기된 와이어링하네스 공급 부족 사태를 교훈 삼아 반도체 부품을 미리 대량 확보해 생산 자칠을 최소화 해 왔다 특히 현대차 앨라배마 공장과 기아 조지아 공장은 한번도 반도체 부족으로 생산을 중단하거나 감산한 적 없이 주문된 차량을 정상적으로 생산했다 반면 미국 대표 완성차 업체 포드는 일본 반도체 제조업체 르네사스 공장 화재 여파로 반도체를 구하지 못해 지난 분기 생산량의 를 감산한데 이어 분기에도 생산량을 당초 계획의 절반으로 줄인 바 있다 역시 지난 월부터 이어져 온 미국 캔자스 주와 캐나다 온타리오 주 생산공장의 생산 중단 조치를 이달 일까지 연장했다 이들 공장에서 쉐보레의 중형 와 캐딜락 등 인기 차종이 생산되고 있다 자동차업계에서는 백신 접종으로 코로나 사태가 진정될 것으로 예상한 미국 소비자들이 자동차 구매를 늘리는 과정에서 제때 차량을 인도할 수 있는 현대차와 기아에 대해 높은 관심을 갖고 있는 것으로 파악하고 있다 윤승규 기아 북미권역본부장은 딜러들이 보고하는 매장 분위기를 감안하면 올해 내내 높은 판매 실적이 이어질 것으로 보인다 고 내다봤다
7,2021-05-03,현대차기아 美서 최고 월 판매량 또 경신,지난 월 이어 달 연속 신기록 포르테 월별 최고 판매 삼총사도 월 판매로선 최다 현대차도 월 이어 최다 판매량 보여 기아가 지난 월에이어 지난달에도 미국시장에서 월별 판매 기록을 이어갔다 기아 기아 제공 헤럴드경제 원호연 기자 지난달 기아가 미국에서 또다시 월별 판매량 기록을 경신했다 현대자동차 역시 지난 월에 이어 두번째로 많은 판매량을 기록했다 일 현지시간 기아 북미법인은 지난달 미국 판매량이 만 대로 지난 월에 세운 월별 판매량 기록 만 대 를 경신해 최고 월별판매 기록을 세웠다고 밝혔다 이같은 판매량은 코로나 확산으로 미국 내 딜러와 공장이 셧다운을 겪었던 지난해 동월 대비 증가한 수치다 포르테 한국명 와 가 각각 만 대와 대가 판매되며 모델별 최다 월별 판매량을 기록했다 스포티지와 쏘렌토 텔루라이드 등 스포츠유틸리티차 의 강세도 이어졌다 이들 모델은 각각 대와 만 대 대 팔리며 월 판매량으로서는 최고 기록을 세웠다 윤승규 기아 북미권역본부장은 딜러들이 보고하는 매장 분위기를 감안하면 올해 내내 높은 판매 실적이 이어질 것으로 보인다 고 밝혔다 한편 현대차 북미법인 역시 지난달 전년 대비 증가한 만 대 제네시스 제외 를 판매해 지난 월에 이어 월별 판매량 기록을 경신했다 법인판매량은 감소했지만 소매판매량이 증가하며 판매량 증가를 이끌었다
8,2021-05-03,"현대차 정몽구 재단, '온드림 글로벌 아카데미' 5기 운영",머니투데이 주명호 기자 현대차 정몽구 재단은 국제기구 및 진출을 희망하는 청년을 대상으로 운영하는 온드림 글로벌 아카데미 기를 시작했다고 일 밝혔다 고려대 일민국제관계연구원과 협력해 운영되는 온드림 글로벌 아카데미는 국제기구 및 국제 진출을 통해 글로벌 아젠다 해결에 기여하는 목표를 가진 청년들을 양성하기 위해 년부터 시작됐다 기째인 올해는 새로 선발된 명과 균형잡힌 국제적 시각과 전문성을 함양하기 위한 체계적인 교육과정을 진행한다 교육은 이달부터 내년 월까지 개월간 진행된다 강사진은 오준 경희대 교수 전 주유엔대표부 대사 김원수 연세대 특임교수 전 유엔 사무차장 김성한 고려대 일민국제관계연구원장 전 외교부 차관 등 국제기구 현장 경험자와 저명인사 등으로 이뤄져 있으며 국내외 국제기구 현장연수의 경험까지 전문성과 현장성을 갖춘 프로그램으로 다양한 기회를 제공한다 모든 교육과정은 전액 장학금이 지원 된다 온드림 글로벌 아카데미는 기부터 기까지 총 명의 학생이 프로그램을 수료했다 이중 명이 유엔개발계획 국제적십자위원회 세계보건기구 유엔사막화방지협약 글로벌녹색성장기구 아시아개발은행 등 국제기구와 국제 에 진출하는 성과를 거뒀다 이중 해외 소재 국제기구에서 꿈을 이루게 된 명은 진출 지원금 혜택도 받았다 지원금 수혜 기준은 수료 후 년까지 최대 만원이다 주명호 기자
9,2021-05-03,"20년뒤엔 1700조원 시장… 현대차·한화, ‘플라잉 카’로 맞붙는다동영상기사",에어택시 등 하늘에서 미래 먹거리 발굴 항공 전문가 영입하고 기술기업과 협력 현대자동차그룹과 한화그룹이 도심항공교통 시장 구축에 박차를 가하고 있다 일명 플라잉 카 에어 택시 로 불리는 은 활주로 없이 수직 이착륙이 가능한 소형 항공기를 활용한 신개념 이동 수단으로 미래 도시의 교통 혼잡을 해결할 방안으로 꼽힌다 미국 투자은행 모건스탠리는 년이면 전 세계 시장이 조 억달러 약 조원 규모로 성장할 것이라고 전망했다 이 빠른 시일 내 상용화되려면 항공기는 물론 이를 뒷받침하는 인프라 서비스까지 갖춰져야 하기 때문에 현대차와 한화시스템은 이를 총망라한 생태계 구축을 본격화한다 두 회사는 우선 사람을 실어나를 기체를 만드는 데 주력하고 향후 국토교통부 등과 협력해 인프라 구축에 필요한 기술 표준 등을 확립해 나간다는 방침이다 양사 관계자는 일단 항공기부터 띄울 수 있어야 시장이 본격적으로 열리기 때문에 향후 년간은 기체 개발과 상용화에 중점을 둘 것 이라고 말했다 현대차가 개발 중인 콘셉트 그래픽 미 투자은행 모건스탠리는 전 세계 시장이 지난해 억달러 규모에서 오는 년 조 억달러 약 조원 규모로 성장할 것이라고 내다봤다 현대차 자체 개발 한화 협업 두 회사의 전략은 큰 틀에서는 비슷하지만 세부적으로 차이를 보인다 현대차는 그동안 자동차를 만들어왔던 것처럼 기체 역시 첫 설계 단계부터 마지막 제품 양산까지 주도권을 갖고 자체 개발한다는 계획이다 항공기가 제대로 구동하려면 하드웨어와 소프트웨어를 동시에 갖춰야 한다고 보고 승객과 화물을 아우르는 항공기 제작부터 항공기의 엔진에 해당하는 수소연료전지 파워트레인 개발 서비스까지 아우르는 개발 전략을 세웠다 이원희 현대차 사장은 지난해 월 개최한 인베스터 데이에서 미래 시장은 수십만 대에서 수백만 대의 기체를 필요로 할 것 이라며 현대차의 제조 경쟁력과 수소연료전지 기술 전동화 분야에서 축적된 경험을 토대로 고품질의 기체를 비용 효율적으로 대량 생산하겠다 고 밝혔다 현대차 는 오는 년 화물용 무인항공시스템 를 선보이고 년에 도심 운영에 최적화된 완전 전동화 모델을 출시한다 년대에는 인접 도시를 서로 연결하는 지역 항공 모빌리티 제품을 내놓는다는 구상이다 현대차는 아직 항공기 제조 경험이 없기 때문에 자체 개발 역량을 키우기 위해 외부 전문가와 인재를 적극 영입하는 중이다 지난 월 현대차는 미국 항공우주 산업 전문가 벤 다이어친을 최고기술책임자 로 영입했고 최근 이지윤 카이스트 항공우주공학과 부교수를 사외이사로 선임했다 현대차 사업부를 이끌고 있는 신재원 사업부장 사장 역시 미 항공우주국 출신으로 지난 년 현대차에 합류했다 현대차 사업부는 지난달부터 미국에서 현지 전문가 채용도 진행하고 있다 한화시스템과 오버에어가 개발중인 전기식 수직이착륙기 버터플라이 한화시스템 은 관련 기술을 보유한 글로벌 기업들과의 협업을 통해 하늘을 나는 택시 에어택시 상용화 시점을 앞당긴다는 전략이다 한화시스템은 미 개인항공기 개발업체인 오버에어와 함께 에어택시 버터플라이 를 제작 중이다 전기로 구동되는 버터플라이는 최고 시속 킬로미터 로 서울에서 인천까지 약 분만에 이동이 가능해 에어택시에 적합하다고 회사 측은 설명했다 한화시스템은 지난해 월 만달러 약 억원 에 오버에어 지분 를 인수한 뒤 버터플라이 개발에 속도를 내고 있다 올 상반기 중 미국에서 에어택시의 핵심인 전기추진 시스템 엔진 을 시험한 뒤 년까지 개발을 마치고 년 양산과 시범 운영을 시작하는 게 목표다 현대차의 예상 시제품 상용화 시점보다 약 년 빠르다 최근 한화시스템은 조 억원의 유상증자를 단행했는데 이 중 억원을 분야에 투자하기로 했다 회사 관계자는 향후 한화에어로스페이스 등 방산 계열사와의 시너지 효과도 기대하고 있다 면서 한화시스템의 년 사업의 예상 매출액은 조 억원 이라고 말했다 국토부와 팀 코리아 발족 두 회사는 기체 개발에 이어 향후 생태계 조성에도 힘쓸 계획이다 에어택시가 강남역에서 광화문으로 이동하려면 효과적으로 항로 등을 조절하는 교통관리 관제 시스템과 이착륙 시설 등이 필요한데 양사는 이를 위해 관련 기업 기관 등과 사업협력을 맺었다 신재원 현대차 사업부장 사장 은 올해 초 조선비즈와의 인터뷰에서 단순히 기체를 생산하는 것에 그치지 않고 생태계를 조성해 시장을 선도하는 리더 역할을 하겠다 고 말했다 현대차는 통신 현대건설 이착륙장 건설 인천국제공항공사 인프라 항공안전기술원 연구 등과 손잡았다 는 교통 관리 시스템을 개발하고 현대건설과 인천국제공항공사는 에어택시가 뜨고 내릴 수 있는 이착륙 시설 버티포트 구축을 담당한다 현대차 관계자는 규모 있는 시장 실현을 위해서는 기체 개발로는 충분하지 않다 면서 연방 지방 정부 다수의 규제 기관 부동산 개발자 기체 개발자 항공 내비게이션 서비스 제공 업체가 모두 협력해 안전한 시스템을 구축해야 한다 고 했다 한화시스템과 한국공항공사가 구상 중인 버티허브 구축 조감도 한화시스템은 텔레콤 한국공항공사 한국교통연구원 등과 팀을 꾸렸다 텔레콤이 을 관제할 통신 네트워크를 구축하고 한국공항공사가 에어택시의 이착륙은 물론 충전 수리까지 가능한 거점인 버티허브 구축을 도맡는다 수백미터 고도에서 날아다니는 에어택시는 지상 통신망으로 신호를 주고받기 어려워 위성통신 기술이 필요한데 한화시스템은 기체 개발과 함께 저궤도 위성통신 사업도 추진한다 정부도 국내 생태계 구축에 필요한 중장기 발전 전략 수립에 돌입했다 국토교통부는 지난해 월 현대차 한화시스템 대한항공 두산모빌리티이노베이션 등이 참여하는 팀 코리아 를 발족했고 지난해 말 첫 협의체를 열어 기술개발 과제를 논의했다 국토부는 올해까지를 준비 단계로 보고 개화지 테스트 년 수도권 실증노선 테스트 년 등을 거쳐 년 상용화를 목표로 하고 있다 내년 초 구체적인 기술개발 청사진이 담긴 로드맵 을 발표할 예정이다 업계에서는 기체 개발부터 각종 기술 표준 네트워크 인프라 구축 등의 준비 작업을 마쳐야 하기 때문에 시장이 최소 년은 돼야 본격적으로 열릴 것으로 보고 있다 업계 한 관계자는 은 전 세계적으로 아직 시장이 전혀 형성되지 않았고 해외에서도 스타트업 위주로 시제품을 선보이는 단계이기 때문에 정부와 민간이 협력해 구체적인 로드맵을 세우고 시장을 선점해야 한다 고 말했다 이재은 기자 변지희 기자
