,날짜,기사제목,본문내용
0,2021-05-03,"세틀뱅크, 오프라인 결제시장 진출 박차…'KT멤버십 내통장결제' 뚜레쥬...",아시아경제 유현석 기자 테크핀 기업 세틀뱅크 가 와 공동으로 구축한 멤버십 내 간편현금결제 서비스 멤버십 내통장결제 를 전국 뚜레쥬르 매장에 탑재하고 본격적인 오프라인 가맹점 확대에 나선다 이번 제휴를 통해 멤버십 내통장결제 고객들은 전국 뚜레쥬르 오프라인 매장에서 결제와 멤버십 할인을 원스톱으로 간편하게 이용할 수 있게 됐다는 것이 회사 측의 설명이다 앞서 세틀뱅크는 온라인 영화 예매 등에서만 이용할 수 있었던 멤버십 내통장결제 서비스를 오프라인 결제 분야로 확대하고 첫 제휴처로 전국 약 만 여 개에 이르는 편의점 매장에 결제 서비스를 제공한 바 있다 세틀뱅크는 내통장결제 이용 고객의 편의성 제고를 위해 멤버십 제휴 브랜드들을 대상으로 지속적인 오프라인 제휴 가맹점 확대에 나설 방침이다 세틀뱅크의 내통장결제는 멤버십 바코드 등을 별도로 제시하고 결제를 이중으로 진행해야 하는 고객의 불편함을 개선하여 결제와 동시에 멤버십 포인트를 사용할 수 있도록 구축한 복합결제 서비스다 세틀뱅크는 멤버십 내통장결제는 고객의 결제 편의성을 개선할 뿐만 아니라 가맹점주 입장에서도 수수료 절감뿐 아니라 결제 시간을 단축해 고객 만족도 향상에도 기여할 수 있다 며 앞으로도 내통장결제 서비스 제휴처를 오프라인 부문으로 지속 확대해나갈 것 이라고 말했다 한편 세틀뱅크는 씬파일러를 비롯한 다양한 계층의 금융 고객들에게 편의를 제고할 수 있는 현금 기반의 결제 서비스를 지속적으로 선보이고 있다 지난 월에는 제로페이와 연계하여 약 여 종의 모바일 지역화폐를 할인된 가격에 구입할 수 있는 제로페이 앱을 출시했다 유현석 기자
1,2021-05-03,"세틀뱅크, `KT멤버십 내통장결제` 뚜레쥬르 매장으로 확대",멤버십 할인 혜택에 결제까지 원스톱 이용 편의점 이어 오프라인 가맹점 확대 주력 이데일리 이후섭 기자 세틀뱅크 는 와 공동으로 구축한 멤버십 내통장결제 를 전국 뚜레쥬르 매장에 탑재하고 본격적인 오프라인 가맹점 확대에 나선다고 일 밝혔다 이번 제휴를 통해 멤버십 내통장결제 고객들은 전국 뚜레쥬르 오프라인 매장에서 결제와 멤버십 할인을 원스톱으로 간편하게 이용할 수 있게 됐다 앞서 세틀뱅크는 온라인 영화 예매 등에서만 이용할 수 있었던 멤버십 내통장결제 서비스를 오프라인 결제 분야로 확대하고 첫 제휴처로 전국 약 만 여 개에 이르는 편의점 매장에 결제 서비스를 제공한 바 있다 세틀뱅크는 내통장결제 이용 고객의 편의성 제고를 위해 멤버십 제휴 브랜드들을 대상으로 지속적인 오프라인 제휴 가맹점 확대에 나설 방침이다 내통장결제는 멤버십 바코드 등을 별도로 제시하고 결제를 이중으로 진행해야 하는 고객의 불편함을 개선해 결제와 동시에 멤버십 포인트를 사용할 수 있도록 구축한 복합결제 서비스다 세틀뱅크 관계자는 멤버십 내통장결제는 고객의 결제 편의성을 개선할 뿐만 아니라 가맹점주 입장에서도 수수료 절감과 결제 시간을 단축해 고객 만족도 향상에 기여할 수 있다 며 앞으로도 내통장결제 서비스 제휴처를 오프라인 부문으로 지속 확대해나갈 것 이라고 말했다 세틀뱅크는 지난 월에는 제로페이와 연계해 약 여 종의 모바일 지역화폐를 할인된 가격에 구입할 수 있는 제로페이 앱을 출시하기도 했다 이후섭
2,2021-05-02,"""폴더블폰을 40만원에?""…KT, 삼성 갤폴드 출고가 확 내렸다",삼성전자 서초사옥 딜라이트 샵에 전시된 갤럭시 폴드 사진 연합뉴스 삼성전자가 년 월 출시한 첫 폴더블 접는 스마트폰 갤럭시 폴드 의 실구매가가 처음으로 만원대로 떨어졌다 일 통신사업자연합회가 운영하는 단말기 지원금 조회 사이트 스마트초이스 에 따르면 는 전날 삼성전자 갤럭시 폴드의 출고가를 기존 만 원에서 만원으로 만원가량 크게 인하했다 이로써 향 갤럭시 폴드의 실구매가는 만원으로 떨어졌다 는 갤럭시 폴드의 모든 요금제 구간에 동일하게 만원의 공시지원금을 책정하고 있다 공시지원금은 년간 단말기를 사용하는 조건으로 통신사가 지급하는 지원금이다 여기에 유통망의 추가지원금 공시지원금의 만 원을 추가하면 소비자는 만 원의 가격으로 이 제품을 구입할 수 있게 됐다 갤럭시 폴드는 년 첫 출시 당시 출고가가 만 원이라는 이례적인 초고가로 책정됐다 공시지원금도 이통사 최고가 요금제 기준 최대 만원에 불과했다 실구매가 역시 만원에 달했다 다만 이후 삼성전자가 위 아래로 접는 갤럭시 플립 갤럭시 폴드 등 후속 폴더블폰을 내놓자 이통 사는 갤럭시 폴드의 출고가를 인하 및 공시지원금을 확대했다 이날 기준 와 유플러스의 갤럭시 폴드 출고가는 각각 만 원 만 원이다 가 삼성전자 갤럭시 폴드의 출고가를 또다시 인하한 건 재고 소진 및 삼성전자의 폴더블폰 대중화 움직임의 일환으로 풀이된다 출고가 가격 변동은 제조사와 통신사가 협의 하에 진행된다 삼성전자는 올해 하반기를 시작으로 폴더블폰 대중화를 이뤄내겠다는 목표다 삼성전자는 지난달 일 올해 분기 실적 발표 이후 진행된 컨퍼런스콜 전화회의 에서 년은 폴드 플립 라인업으로 폴더블 대세화 대중화를 적극 추진하겠다 며 폴드는 대화면과 엔터테인먼트 경험 생산성 등을 바탕으로 프리미엄으로 포지셔닝할 것 이라고 말했다 업계는 삼성전자가 올 하반기 최대 종의 폴더블폰을 내놓을 것으로 예상하고 있다 삼성전자는 하반기 라인업에 대해서는 구체적으로 말하긴 어렵지만 고객의 소리 를 반영해 전작 대비 제품 기능과 폼팩터를 개선할 것이다 며 글로벌 파트너와의 전략적 협업을 통해 폴더블 에코시스템을 강화하는 등 제품 완성도와 고객 경험을 향상시킬 수 있도록 준비하고 있다 고 전했다 한편 삼성전자를 필두로 글로벌 제조사들의 폴더블폰 시장 경쟁은 지속 심화될 것으로 관측된다 시장조사업체 카운터포인트리서치에 따르면 폴더블폰 글로벌 출하량은 올해 만대에서 내년 만대로 배 이상 성장할 전망이다 아직은 전체 스마트폰 시장에서 차지하는 비중은 미비한 수준이지만 기존 직사각형 바 형태를 잇는 차세대 폼팩터 특정 기기형태 로의 가능성 자체는 인정받고 있다는 얘기다 실제로 최근 들어 중국 제조업체를 중심으로 폴더블폰을 내놓는 제조사들이 많아지고 있다 화웨이는 지난 월 처음으로 삼성전자와 동일한 방식으로 폴더블폰을 안으로 접는 인폴딩 방식 을 채택한 폴더블폰 신제품 메이트 를 선보였고 샤오미는 지난 월 약 만원이라는 공격적인 출고가로 책정된 미믹스 폴드 를 내놨다 업계는 올해 하반기엔 구글과 중국 오포 비보 등도 새롭게 폴더블폰을 출시하며 그 어느 때보다 시장 경쟁이 치열해질 것으로 보고 있다 배성수 기자
3,2021-05-02,KT 기업고객 DX 혁신 위한 'B2B원팀' 출범,는 기업고객의 디지털전환 혁신을 제공하기 위해 다양한 분야의 전문 기업 및 기관과 함께 원팀 을 출범했다고 일 밝혔다 를 주축으로 한 원팀 은 관련 생태계를 구성하는 기업들과 시장에서 성공 경험과 사례를 공유하고 시장의 규모를 키워 생태계 활성화를 위해 힘을 모은다 원팀 은 상반기 내 컨택센터 아웃소싱 교통 실감미디어 고객 등 개 분과를 시작으로 올해 중 엔터프라이즈 부문의 핵심 영역으로 분과를 지속 확대할 예정이다 참여 기업은 를 비롯해 비롯해 컨택센터 솔루션 전문 기업인 한솔인티큐브 마인드웨어웍스 다이퀘스트 셀바스 베이글소프트 예스피치와 컨택센터 운영 및 아웃소싱 전문기업인 메타넷엠플랫폼 등 각 분야의 전문기업이다 개 산업군 개 기업의 콜센터 서비스 품질 평가 기관인 도 한국 컨택센터 산업의 품질경쟁력 향상을 목표로 참여한다 김아름 기자
4,2021-05-02,"""기업 고객 'DX 혁신' 생태계 만든다""…KT, 'B2B 원팀' 출...",원팀 컨택센터 분과에 참여한 참여 기업 관계자들이 출범식 직후 기념 촬영을 하고 있다 왼쪽부터 강락근 다이퀘스트 대표 오훈용 엔터프라이즈 부문 제안 수행 본부장 이상범 메타넷엠플랫폼 전무 배재한 전무 신수정 엔터프라이즈 부문 신수정 한정진 마인드웨어웍스 이사 안충근 센터장 조규형 한솔인티큐브 이사 박정준 엔터프라이즈 부문 기업고객본부장 사진제공 는 기업 고객의 디지털전환 혁신을 제공하기 위해 다양한 분야의 전문 기업 및 기관과 함께 원팀 을 출범했다고 일 밝혔다 를 주축으로 한 원팀 은 관련 생태계를 구성하는 기업들과 시장에서 성공 경험과 사례를 공유하고 시장 규모를 키워 기업간거래 생태계 활성화를 위해 협력할 계획이다 원팀은 올해 상반기 내 컨택센터 아웃소싱 교통 실감미디어 비즈 고객 등 개 분과를 시작으로 엔터프라이즈 부문의 핵심 영역으로 분과를 지속 확대할 예정이다 원팀 출범과 함께 가장 먼저 컨택센터 분과가 가동된다 이 분과에서는 고객 필요에 기반을 둔 컨택센터 서비스 시장 확대 중소 솔루션 발굴 컨택센터 플랫폼 신규 모델 개발 상생협력체계 조성 등을 협업한다 관계자는 중소 고객을 위한 지능화된 클라우드 솔루션 컨택센터 개발 및 구축도 협업에 포함된다 고 말했다 참여 기업은 를 비롯해 한솔인티큐브 마인드웨어웍스 다이퀘스트 셀바스 베이글소프트 예스피치와 메타넷엠플랫폼 등 각 분야의 전문기업이다 개 산업군 개 기업의 콜센터 서비스 품질 평가 기관인 도 한국 컨택센터 산업의 품질경쟁력 향상을 목표로 참여한다 는 그간 협력해온 컨택센터 관련 그룹사를 비롯해 이번 출범식에 참여한 전문기업과 협력을 강화할 계획이다 또 고객사와 연결한 시너지까지 고려해 전문기업들의 참여를 지속적으로 확대할 예정이다 앞서 는 지난해 월 엔터프라이즈 라는 브랜드를 론칭하고 디지털플랫폼기업 로 변화를 선언한 바 있다 특히 는 다양한 영역의 기업들과 협력 강화를 통해 빅데이터 클라우드 플랫폼 역량에 기반을 둔 시장 발굴 및 확산에 박차를 가하고 있다 신수정 엔터프라이즈 부문 부문장은 원팀 출범을 통해 다양한 영역에서 기업들이 성장할 수 있는 생태계를 구축하는 등 상생을 실현하겠다 며 는 고객 삶의 변화와 분야 산업의 혁신을 리딩해 대한민국 발전에 기여할 수 있도록 노력하겠다 고 말했다 배성수 기자
5,2021-05-02,"KT, 기업 고객 DX 혁신 생태계 구축 위한 ‘B2B 원팀’ 출범",왼쪽부터 다이퀘스트 강락근 대표 부문 오훈용 제안 수행 본부장 메타넷엠플랫폼 이상범 전무 배재한 전무 부문 신수정 부문장 마인드웨어웍스 한정진 이사 안충근 센터장 한솔인티큐브 조규형 이사 부문 박정준 기업고객본부장이 원팀 출범식 직후 기념 촬영을 하고 있다 제공 파이낸셜뉴스 는 기업고객의 디지털전환 혁신을 제공하기 위해 다양한 분야의 전문 기업 및 기관과 함께 원팀 을 출범했다고 일 밝혔다 를 주축으로 한 원팀 은 관련 생태계를 구성하는 기업들과 시장에서 성공 경험과 사례를 공유하고 시장의 규모를 키워 생태계 활성화를 위해 힘을 모은다 원팀 은 상반기 내 컨택센터 아웃소싱 교통 실감미디어 고객 등 개 분과를 시작으로 올해 중 엔터프라이즈 부문의 핵심 영역으로 분과를 지속 확대할 예정이다 참여 기업은 를 비롯해 비롯해 컨택센터 솔루션 전문 기업인 한솔인티큐브 마인드웨어웍스 다이퀘스트 셀바스 베이글소프트 예스피치와 컨택센터 운영 및 아웃소싱 전문기업인 메타넷엠플랫폼 등 각 분야의 전문기업이다 개 산업군 개 기업의 콜센터 서비스 품질 평가 기관인 도 한국 컨택센터 산업의 품질경쟁력 향상을 목표로 참여한다 김아름 기자
6,2021-04-30,"KT그룹, 5월 가정의달 혜택…VOD·캠핑·쇼핑까지",올레 디즈니 등 콘텐츠 대폭 할인 가족의 달 테마관 구성 아시아경제 차민영 기자 는 가정의 달을 맞아 고객들에게 풍성한 경품과 혜택을 제공하는 이벤트를 준비했다고 일 밝혔다 키즈 콘텐츠부터 시니어 콘텐츠까지 주문형비디오 콘텐츠 무료 할인 혜택부터 집콕 육아에 지친 가족을 위한 캠핑 할인 쿠폰도 제공한다 쇼핑 혜택과 멤버십 할인도 제공한다 콘텐츠 풍성 키즈부터 시니어까지 는 월 한 달간 올레 키즈랜드의 대표 캐릭터들과 함께하는 올레 키즈랜드 캐릭터 페어 를 진행한다 일까지 뽀로로 폴리 캐리와친구들 타요 등 어린이들의 사랑을 받는 종의 캐릭터 콘텐츠 여 편을 무료 혹은 대폭 할인 가격에 즐길 수 있다 특히 헬로카봇 를 이용한 고객에게는 헬로카봇 뱅 인기 완구를 베이비버스 를 이용한 고객에게는 베이비버스 직업 그림책 권을 추첨을 통해 증정하는 이벤트도 진행한다 영화 소울 을 포함한 디즈니의 대표작 콘텐츠를 까지 할인된 특별가에 소장할 수 있는 이벤트도 진행된다 월 일부터 일까지 총 일 간 올레 의 이벤트 메뉴를 통해 소장용 디즈니 콘텐츠를 편 이상 구매해 이용한 고객들은 미키 매트를 편 이용한 고객들은 미키 폴딩 카트를 받을 수 있다 콘텐츠 구매 후 화면 내에서 리모컨으로 바로 응모하면 된다 인 미디어의 게임 콘텐츠를 총 망라해 에서 보는 게임을 즐길 수 있는 뷰플레이에서도 월 일 어린이날을 맞아 어린이들에게 인기를 얻고 있는 크리에이터의 유료 콘텐츠 편을 무료로 제공한다 가정의 달 맞이 이벤트 관련 자세한 내용은 올레 홈페이지에서 확인할 수 있다 의 자사 온라인동영상서비스 시즌은 다음달 일까지 월 가정의 달 특집관을 테마 편성한다 키즈부터 시니어까지 전 세대를 위한 인기 콘텐츠들을 준비했다 시즌에서는 앱에 로그인만 하면 누구나 무료로 이용 가능한 시즌 무료 영화 개가 추가 제공한다 대상 영화는 날씨의 아이 히트맨 사자 강철비 정상회담 확장판 나의 사랑 나의 신부 다 뿐만 아니라 가슴이 따뜻해지는 가족 영화 테마관을 선보인다 이외에도 키즈 인기 캐릭터 아기상어 신비 아파트 헬로 카봇 등 키즈 인기 캐릭터 를 모아 제공한다 어른이 들을 위한 정주행 코스로 해리포터 고질라 스파이더맨 마블 등 콘텐츠도 서비스하고 있다 아이 가족과 함께하는 행사 는 이달 일부터 다음달 일까지 기가지니 이용 고객을 대상으로 오은영 박사와 함께하는 기가지니 우리아이 칭찬 이벤트 를 진행한다 이 이벤트는 가정의 달을 맞아 아이들을 더 많이 칭찬해주고 오은영 박사 강연을 통해 기가지니를 이용하는 고객의 육아 고민까지 덜어주자는 취지에서 기획됐다 이벤트에서 기가지니 핑크퐁 칭찬하기로 우리아이를 칭찬하면 칭찬도장 이 적립되며 칭찬도장을 개 이상 모은 뒤 이벤트에 응모하면 추첨을 통해 오은영 박사 라이브 강연 참여권 명 을 제공한다 기가지니 핑크퐁 칭찬하기 서비스는 아이의 행동에 따라 인기 캐릭터 핑크퐁이 아이의 이름을 부르며 행동을 칭찬해 주는 서비스다 예를 들어 기가지니에게 아이가 마스크를 잘 썼다고 하면 ㅇㅇ아 외출할 때 마스크도 잘 쓰는구나 최고야 최고 라고 이야기하는 식이다 기가지니 앱에서 응모가 가능하고 칭찬도장을 많이 모을수록 당첨 확률이 높아진다 칭찬도장을 가장 많이 모은 명에게는 오은영 박사 질문 기회도 제공한다 는 집콕 육아에 지친 가족들을 위해 키즈랜드 캠핑 을 진행한다 키즈랜드 캠핑은 국내 최다 규모의 전국 캠핑장 제휴를 통해 대부도 등 전국 개 인기 캠핑장에서 진행된다 월 명 이상이 예약하며 인기를 끌었다 올레 프라임 키즈랜드 요금제나 프라임 키즈랜드팩 이용 고객은 멤버십 차감 없이 무료로 일반 고객은 박 기준 포인트 차감으로 이용할 수 있다 월 일까지 평일 상시에 진행된다 월 예약고객에게는 추첨을 통해 코베아 네스트 년형 리빌쉘텐트 제로웨이스트 피크닉세트 스타벅스 쿠폰 등이 증정한다 자세한 내용은 키즈랜드 캠핑 웹사이트에서 확인할 수 있다 쇼핑 혜택 먹거리 반려동물 키즈폰 멤버십에서는 가정의 달을 맞아 월 한달동안 가족과 함께 즐길 수 있는 혜택을 추가하고 가정의 달 퀴즈 이벤트 를 마련했다 다음달 일부터 일까지 온라인 쇼핑몰 프레시몰 원 할인과 이마트 원 할인 혜택을 제공한다 반려동물을 위한 혜택도 마련됐다 반려동물용품 전문 온라인몰 펫프렌즈 와 어바웃펫 을 이용할 경우 구매 조건에 따라 만원 쿠폰을 제공한다 봄철 차량 사용이 늘어날 것을 대비해 오아시스 차량 정비 혜택 에어컨 필터 할인 엔진오일 및 에어컨 가스 할인 도 마련됐다 이외에 테마파크와 아쿠아리움 이용권을 최대 까지 할인 제공한다 멤버십 앱이나 닷컴에서 진행하는 가정의 달 맞이 퀴즈 이벤트에 참여한 고객들은 추첨을 통해 엠큐브 자석 큐브블럭 명 을 받을 수 있다 는 신비 키즈폰 구매 고객들을 위한 경품 이벤트도 다음달 일 진행한다 신비 키즈폰을 구매하는 누구나 참여할 수 있는 경품 추첨 이벤트 와 사용 후기를 개인 소셜네트워크서비스 에 작성해 참여하는 후기 이벤트 가 준비됐다 경품이벤트는 신비아파트 보드게임과 신비 캐릭터 손 세정제 후드 담요로 구성된 신비 패키지 명 를 후기 이벤트는 신비 자전거 명 신비 완구 명 를 제공한다 신비 키즈폰은 올레 키즈랜드 안심박스 신비아파트 캐릭터와 사진을 찍을 수 있는 전용 사진 앱 롤키 앱이 기본 탑재돼 있다 쇼핑에서는 월 가정의 달을 맞이해 친애하는 그대에게 프로모션을 월 한 달 동안 진행한다 쇼핑 모바일 라이브로 진행되는 라이브 에서 상품을 구매하고 인증하거나 라이브 방송 중 모바일 화면 하단의 공유하기 를 클릭해 친구에게 공유하고 인증하면 총 명을 추첨해 고철남 홍삼스틱 을 증정한다 이와 함께 쇼핑은 월 일부터 모바일 및 온라인 회원을 대상으로 구매금액 및 횟수에 따라 패밀리 실버 골드 등 총 개의 멤버십 등급을 부여하고 신규 가입 고객에게도 할인 혜택을 제공한다 실버 등급 이상의 고객에게는 최대 할인쿠폰 및 만 원권 쿠폰을 증정하며 플레이 를 통한 영화 시리즈 등 여편의 콘텐츠 무료 이용 혜택까지 제공할 예정이다 부모님 핸드폰 선물 방문배송 서비스 공식 온라인 쇼핑몰 샵에서는 어버이날을 맞아 멀리 계신 부모님께 핸드폰을 선물 할 수 있는 방문배송 을 운영한다 방문배송은 가까운 공식 대리점에서 고객이 있는 곳으로 찾아가 핸드폰 배송부터 필름 부착 데이터 이전까지 해주는 전문 케어 서비스다 경품 이벤트도 내달 일까지 진행한다 샵에서 스마트폰을 개통하면 누구나 피크닉 충전기 로지텍 블루투스 키보드 무선 이어폰 라온 무선충전기 중 개를 선택해서 프리미엄 혜택을 받을 수 있다 또한 미니 골드바 정관장 에브리타임 신비 럭키박스 등의 선물을 총 명에게 추첨 증정한다 텔레캅은 다음달 일부터 일까지 가정의 달을 맞아 기가아이즈 우리 가족을 지켜줘 이벤트를 진행한다 월 중 홈페이지에서 텔레캅의 보안 서비스 가입 상담 문의 후 서비스를 개시한 고객들 중 추첨을 통해 한우세트 영화 관람권 등 기프티쇼를 증정한다 차민영 기자
7,2021-04-29,KT·LG 유플러스 등 ‘5G 융합서비스 모델’ 구축 나선다,과기부 억 투자해 개 분야 구축 공군 관제서비스 항만 근무환경 개선 등 서울경제 와 유플러스 등 국내 이동통신사업자 등이 참여하는 융합서비스 발굴 사업이 본격 진행된다 과학기술정보통신부는 한국지능정보사회진흥원 과 융합서비스 발굴 및 공공선도 적용 사업을 시작한다고 일 밝혔다 이번 사업은 모바일 에지 컴퓨팅 을 기반으로 를 활용하는 다양한 융합서비스 모델을 공공부문에 구축하는 것이다 는 통신망의 데이터를 중앙까지 전송하지 않고 서비스 현장에서 처리하는 기술로 네트워크에 적용되면 커넥티드 카 스마트 팩토리처럼 특화된 융합서비스가 더 원활하게 이뤄진다 지난해부터 내년까지 총 억 원의 예산이 투입되며 올해는 억 원이 투자된다 올해는 국방 스마트캠퍼스 유플러스 항만 스마트시티 스마트산단 대전테크노파크 헬스케어 등이 주관해 개 분야 융합서비스 모델을 구축한다 올 연말까지 구축을 완료하고 내년부터 정식 운영할 계획이다 자율주행로봇이 전주시 전주방송공원 앞에 설치된 스테이션에서 무인순찰을 시작하기 위해 나오고 있다 사진 제공 유플러스 는 공군 서산비행단 내 자율주행 및 차량 실시간 관제 서비스를 제공하고 해군사관학교에 가상학습 콘텐츠 및 원격강의 등 디지털 가상 교육 환경을 구현한다 유플러스는 항만 근무환경 개선을 위해 크레인 원격제어 물류창고 자동화 지원 자율주행로봇 등을 통해 공원과 산업공단 인근 주거지역 환경을 관리하는 모델을 구축한다 이외에도 대전도시철도공사 스마트쿱 스위트케이 엔텔스 팀그릿 이루온 등은 기반 융합서비스 모델 구현에 활용할 수 있는 개방형 플랫폼과 솔루션을 개발 실증하고 기술 상용화도 추진한다 이승원 과기정통부 정보통신산업정책관은 가 창출하는 융합서비스를 통해 경제 사회 전반의 디지털 전환을 촉진해 올해를 융합생태계 조성의 원년으로 만들 것 이라며 전 후방 산업이 동반 성장하는 융합생태계가 조성될 수 있도록 정책적 역량을 집중할 것 이라고 말했다 노현섭 기자
8,2021-04-29,"KT ‘국방’, LGU+ ‘항만’…5G 융합서비스 모델 연내 구축",과기부 주관 사업 융합서비스 공공부문에 적용 직원들이 에지 통신 센터에서 시스템을 점검하고 있다 제공 헤럴드경제 정태일 기자 세대 네트워크를 활용해 국방 항만 등 다양한 분야에서 융복합 서비스 모델을 개발하는 사업이 본격 추진된다 과학기술정보통신부는 한국지능정보사회진흥원 과 융합서비스 발굴 및 공공선도 적용 사업을 시작한다고 일 밝혔다 이 사업은 모바일 에지 컴퓨팅 기반 를 활용하는 다양한 융합 서비스 모델을 공공부문에 구축하는 것이다 년까지 총 억원이 투입되는 가운데 올해는 억원을 투자한다 는 이용자의 데이터를 중앙 서버까지 옮기지 않고 물리적 거리가 가까운 곳 에지 에서 처리하는 기술이다 네트워크에 적용되면 커넥티드 카 스마트 팩토리처럼 초저지연 이 필수인 서비스가 더 원활하게 이뤄진다 올해는 국방 스마트캠퍼스 유플러스 항만 스마트시티 스마트산단 대전테크노파크 헬스케어 등이 주관해 개 분야 융합서비스 모델을 구축한다 유플러스 직원이 충남 당진에 위치한 공장에서 기업전용망 서비스를 점검하고 있다 유플러스 제공 각 사업자는 연말까지 해당 모델 구축을 완료하고 년부터 정식 운영할 계획이다 대전도시철도공사 스마트쿱 스위트케이 엔텔스 팀그릿 이루온 등 업체는 기반 융합서비스 모델 구현에 활용할 수 있는 개방형 플랫폼과 솔루션을 개발 실증하고 기술 상용화를 추진한다 이승원 과기정통부 정보통신산업정책관은 다양한 융합서비스를 발굴하고 공공부문에 선도 적용해 우리 모델이 글로벌 레퍼런스가 될 수 있도록 노력하겠다 며 전 후방 산업이 동반 성장하는 융합생태계가 조성될 수 있도록 정책적 역량을 집중하겠다 고 말했다
9,2021-04-29,"“윤여정 목소리로 '디지코' 알린다” KT, 새 광고 공개",디지코 변화 알리는 신규 광고 편 선공개 배우 윤여정 내레이션 참여 아시아경제 구은모 기자 중요한 건 여기 다 있구나 그럼 은행 데이터도 여기 보관하니 그래 내 데이터는 내 나라에 둬야지 클라우드 원더풀이다 원더풀 는 디지털 플랫폼 기업 디지코 의 핵심인 인공지능 빅데이터 클라우드 기술과 서비스를 쉽게 보여주는 새 광고 두 편을 공개했다고 일 밝혔다 이번 광고는 최근 영화 미나리 로 한국인 최초로 아카데미 연기상을 수상한 배우 윤여정씨가 목소리 연기를 맡았다 이번 광고는 실제 현장에 구현된 의 의 클라우드 기술을 보여주는 내용으로 구성됐다 두 광고 모두 배우 윤여정씨가 내레이션을 맡아 와 클라우드 기술에 대해 대화하듯 설명한다 지난해 문을 연 용산 데이터센터를 배경으로 한 용산 센터편 광고는 대한민국 국민의 소중한 데이터를 기술로 해외 서버가 아닌 국내에서 안전하게 지키고 있음을 보여줬다 대구 메리어트 호텔에서 실제 쓰이는 로봇을 주인공으로 한 로봇편 광고는 호텔로봇이 고객이 요청한 사항을 신속하고 정확하게 제공하는 상황을 촬영했다 는 지난달에는 디지털용 초짜리 영상 시리즈 두들 영상 편을 유튜브로 공개해 조회수 만회 이상을 기록했으며 새로운 형식의 마케팅기법으로 관심을 끌기도 했다 김형욱 미래가치추진실장은 이번 광고는 국민의 삶을 편리하게 만들도록 노력하는 디지코 의 진정성을 담았으며 의 클라우드와 로봇 서비스가 고객에게 다양한 가치를 부여할 것으로 기대한다 고 말했다 구은모 기자
