,날짜,기사제목,본문내용
0, 2021.05.11 11:38,"<td class=""title""><a class=""tit"" href=""/item/news_read.nhn?article_id=0004585586&amp;office_id=008&amp;code=035720&amp;page=2&amp;sm="" onclick=""clickcr(this,'stn.ntitclust','','',event);"" target=""_top"">네이버·카카오 앞다퉈 해외 콘텐츠 공략…""이번엔 북미 웹소설 승부""</a></td>",머니투데이 윤지혜 기자 카카오엔터테인먼트는 북미 플랫폼 타파스와 래디쉬 인수를 확정했다 사진 카카오엔터테인먼트 네이버 와 카카오가 세계 최대 콘텐츠 시장 미국에서 본격적으로 맞붙는다 양 사 모두 북미 웹툰 웹소설 플랫폼을 인수해 글로벌 영토를 확대한다는 방침이다 일 네이버는 캐나다 웹소설 플랫폼 왓패드 인수 절차를 마무리했다고 밝혔다 네이버는 약 억달러 한화 약 억원 에 왓패드 지분 를 인수했다 이로써 네이버는 네이버웹툰과 왓패드를 더해 총 억 만명의 월간 순 사용자와 창작자 만명 창작물 억개를 보유한 콘텐츠 플랫폼으로 재탄생했다 네이버는 네이버웹툰의 수익화 모델과 지식재산권 사업 노하우를 왓패드에 적용해 사업모델을 고도화하는 동시에 원 소스 멀티 유즈 에 본격적으로 나선다 웹툰 웹소설을 바탕으로 올해 개의 영화 드라마 애니메이션을 제작하는 등 다양한 영상화 프로젝트를 진행한다는 방침이다 한성숙 네이버 대표는 이번 인수를 통해서 웹툰과 왓패드 간의 시너지가 더욱 커질 것으로 기대한다 며 네이버는 웹툰 왓패드처럼 세대가 열광하는 스토리텔링 플랫폼을 기반으로 글로벌 엔터테인먼트 시장의 중요한 플레이어로 성장해갈 것 이라고 말했다 이에 질세라 카카오엔터테인먼트도 이날 북미 웹툰 플랫폼 타파스 와 웹소설 플랫폼 래디시 인수를 확정했다 김창원 타파스 대표와 래디쉬 이승윤 대표는 현재와 같은 독립 경영체제를 유지하는 동시에 카카오엔터의 글로벌전략담당 를 맡는다 북미 시장에서 쌓은 경험을 바탕으로 카카오엔터의 글로벌 사업 확장에 기여한다는 방침이다 타파스는 년 미국에서 설립된 북미 최초의 웹툰 플랫폼으로 카카오엔터의 주요 를 포함해 총 만개의 콘텐츠를 유통하고 있다 지난해 매출이 전년 대비 배 증가할 정도로 급성장세라고 카카오는 설명했다 이에 카카오엔터는 지난해 월 타파스를 해외 관계사로 편입한 데 이어 이번에 지분 를 확보했다 타파스 기업가치는 억원을 인정받았다 카카오엔터가 이달 중 공개매수를 통해 최종 인수할 래디쉬는 년 미국 뉴욕에서 설립된 모바일 특화 영문 소설 콘텐츠 플랫폼이다 자체 제작 콘텐츠 래디쉬 오리지널 을 바탕으로 지난해 연매출이 배 이상 증가하는 등 가파른 성장세를 나타냈다 왓패드가 무료 연재 위주인 반면 래디쉬는 매출의 가 오리지널 에서 나와 경쟁력이 있다는 설명이다 카카오엔터는 북미 시장 외에도 글로벌 시장 개척에 나선다 월 대만과 태국 시장에 자체 플랫폼을 선보이고 하반기엔 전 세계 인구가 가장 많은 중국과 인도 시장에 진출한다 이진수 카카오엔터테인먼트 대표는 지난해 타파스에 를 공급하면서 거래액이 뚜렷하게 성장하는 걸 보고 북미시장에 대한 자신감을 얻었다 라며 래디쉬에 웹소설을 본격 수출하고 글로벌 플랫폼 네트워크 확장에 한층 더 박차를 가할 계획 이라고 말했다 윤지혜 기자
1, 2021.05.11 09:53,"<td class=""title""><a class=""tit"" href=""/item/news_read.nhn?article_id=0003908473&amp;office_id=011&amp;code=035720&amp;page=2&amp;sm="" onclick=""clickcr(this,'stn.ntitclust','','',event);"" target=""_top"">[시그널] 래디쉬·타파스 품는 카카오···웹 콘텐츠 플랫폼 전쟁 서막 ...</a></td>",카카오엔터 북미 웹소설 플랫폼 래디쉬 인수 결정 웹툰 관계사 타파스 지분도 추가 취득해 최대 주주로 같은날 네이버는 왓패드 인수 거래 종결 억 규모 글로벌 엔터테인먼트 사업 경쟁 본격 서막 서울경제 카카오 가 미국 웹소설 플랫폼 래디쉬 와 타파스 를 인수한다 같은날 네이버도 왓패드와의 거래를 종결하면서 본격적인 웹 콘텐츠 플랫폼 경쟁에 불이 붙었다는 평가다 카카오 계열회사 카카오엔터테인먼트는 지난 일 이사회를 열고 북미 웹소설 플랫폼 래디쉬 주식 만 주를 억 만 원에 인수하기로 결정했다고 일 밝혔다 거래가 종결되면 카카오는 래디쉬 지분 를 보유한 최대주주로 올라설 전망이다 취득예정일은 월 일이다 같은날 억 만 원을 들여 해외 관계사인 타파스 지분 만 주 를 취득할 예정이라고도 밝혔다 래디쉬는 년 미국 뉴욕에서 설립된 영문 소설 콘텐츠 플랫폼이다 무료 연재 위주인 타 플랫폼과 달리 전체 매출 가 자체 오리지널 지적재산권 에서 나오는 구조로 높은 수익성이 강점이라는 평가다 타파스는 년 미국 샌프란시스코를 기반으로 선보인 웹툰 플랫폼으로 지난해 매출이 전년 대비 배 늘어나는 등 폭발적인 성장세를 기록하고 있다 카카오엔터는 년 회사의 전신인 카카오페이지 시절부터 타파스와 파트너십을 유지하며 지난해 지분 를 보유한 대 주주로 등극해 해외 관계사로 편입해왔다 같은날 네이버도 북미 최대 웹소설 플랫폼 왓패드 인수를 마무리했다고 밝혔다 지분 억 만 주 를 억 원에 취득했으며 이중 억 원은 현금으로 나머지 억 원은 자기주식으로 지급했다 거래를 종결하면서 네이버는 네이버웹툰과 왓패드를 통해 약 억 만 명 양사 월간 순 사용자 수 합산 이상의 사용자를 가진 글로벌 최대 스토리텔링 플랫폼 사업자에 오르게 됐다 카카오와 네이버가 경쟁적으로 웹 콘텐츠 플랫폼 인수 경쟁에 뛰어드는 것은 다양한 를 확보해 글로벌 엔터테인먼트 사업을 확장하기 위해서다 웹소설 를 웹툰이나 영화 드라마 등으로 제작 유통하면서 원소스멀티유즈 가 가능한 점이 장점이다 글로벌 컨설팅업체 에 따르면 온라인동영상서비스 세계 시장 규모는 지난해 약 조 원에서 내년 조 원까지 성장할 전망이다 김민경 기자
2, 2021.05.11 09:38,"<td class=""title""><a class=""tit"" href=""/item/news_read.nhn?article_id=0004926480&amp;office_id=018&amp;code=035720&amp;page=2&amp;sm="" onclick=""clickcr(this,'stn.ntitclust','','',event);"" target=""_top"">카카오, 美 웹소설 플랫폼 ‘래디쉬’ 5000억에 인수 완료</a></td>",이데일리 노재웅 기자 카카오 는 카카오엔터테인먼트가 북미 웹소설 플랫폼 래디쉬를 약 억원에 인수했다고 일 밝혔다 래디쉬는 지난 년 설립된 이래 자체 제작 콘텐츠인 래디쉬 오리지널 이 인기를 끌며 영미권 시장에서 빠르게 성장해왔다 년에는 전년 대비 배 이상 증가한 억원의 매출을 기록했고 매출의 이상을 래디쉬 오리지널이 차지할 만큼 자체 지식재산권 에 대한 경쟁력을 갖춘 것으로 평가받는다 래디쉬는 이번 인수를 통해 래디쉬가 가진 오리지널 가 카카오의 엔터테인먼트 비즈니스 노하우와 만나 더욱 강력한 시너지를 낼 수 있을 것으로 기대한다 카카오엔터테인먼트는 년부터 김 비서가 왜 그럴까 사내맞선 나 혼자만 레벨업 등 인기 웹소설의 웹툰화 및 차 창작물 사업을 추진해오고 있다 이승윤 래디쉬 대표는 래디쉬가 자체 제작해온 오리지널 들이 엔터테인먼트 비즈니스 전 분야에 걸쳐 밸류체인을 갖고 있는 카카오엔테인먼트와의 협업으로 더욱 큰 팬덤을 확보하는 것은 물론 슈퍼 들을 공급받아 북미 스토리 시장에서의 영향력을 더욱 확대해가겠다 고 말했다 래디쉬는 인수 이후에도 독립적인 경영 체제를 그대로 이어간다 래디쉬의 이승윤 대표는 카카오엔터테인먼트의 글로벌 전략 담당 을 맡아 카카오엔터테인먼트의 글로벌 사업 전략을 구상하는데 힘을 보탤 예정이다 이진수 카카오엔터테인먼트 대표는 카카오엔터테인먼트의 비즈니스 노하우에 영미권 시장에서 쌓은 래디쉬의 인사이트가 더해져 북미시장에서 더욱 강력한 경쟁력을 갖추게 됐다 며 이승윤 대표의 역량과 리더십이 카카오엔터의 글로벌 영향력을 넓히는 데 있어 큰 역할을 할 것으로 기대한다 고 밝혔다 노재웅
