,날짜,기사제목,본문내용
0,2021-04-06,카카오 픽코마 세계시장서 선전…1Q 비게임 앱 중 성장률 3위,머니투데이 백지수 기자 앱애니가 발표한 지난 분기 픽코마 매출 성잘률 순위 사진 카카오재팬 카카오의 일본 법인 카카오재팬이 운영하는 만화 앱 픽코마가 지난 분기 비게임앱 중 전세계에서 세번째로 전 분기 대비 매출 성장률이 높았던 것으로 나타났다 카카오재팬에 따르면 글로벌 앱 조사업체 앱애니가 최근 애플 앱스토어와 구글플레이 양대 앱마켓 매출 기록을 토대로 발표한 지난 분기 전세계 비게임 앱 매출 성장률 순위에서 픽코마가 위를 기록했다 픽코마는 같은 조사의 비게임 앱 분기 매출 전체 순위에서 글로벌 위에 올랐다 매출 위 내에 있는 앱 중에서 만화 앱은 픽코마가 유일하다 픽코마 매출에서는 나 혼자만 레벨업 등 웹툰 매출이 전체의 약 를 차지하고 있다 지난 분기에는 기존 작품의 인기에 더해 역하렘 게임 속으로 떨어진 모양입니다 그 오빠들을 조심해 소설 속 악녀 황제가 되었다 등의 신규 한국 웹툰들이 출시되자마자 월 매출 만엔 약 억 만원 을 넘기며 매출 성장을 이끌었다 카카오재팬은 대원씨아이 학산문화사 등을 보유한 대원미디어와 함께 창작자 발굴과 육성도 하고 있다 지난 월에는 대원미디어 자회사 스토리작과 함께 일본에 합자회사 조인트벤처 셰르파스튜디오 도 설립했다 셰르파스튜디오는 한일 양국에서 글로벌 시장을 이끌어갈 역량 있는 웹툰 웹소설 오리지널 콘텐츠를 본격적으로 제작한다 김재용 카카오재팬 대표는 픽코마의 놀라운 성장세는 작품 우선 이라는 단순한 원칙을 운영 사용자경험 마케팅 등에 일관되게 적용한 결과 라며 좋은 작품을 만들어내는 우수한 창작자들을 셰르파스튜디오를 통해 본격적으로 육성하여 글로벌 콘텐츠 생태계 조성에도 앞장서겠다 고 말했다 백지수 기자
1,2021-04-06,"카카오, 60만원 'GO'…커머스부터 모빌리티까지 호재 만발[분석+]",장중 만원 돌파 신고가 모빌리티 올해 성장 전망 두나무 상장시 지분법 이익만 억원 이상 최근 만원 시대를 연 카카오 주가가 만원까지 더 오를 것이라는 관측이 나왔다 카카오커머스부터 모빌리티까지 호조를 보이면서 올해 실적 개선세가 이어질 것으로 예상되기 때문이다 일 오전 시 현재 카카오는 전날보다 만 원 오른 만 원에 거래되고 있다 장 초반 카카오는 장중 만원까지 돌파하면서 신고가를 경신했다 지난해 카카오커머스가 뛰어난 실적을 기록한 데 따른 영향이다 카카오의 쇼핑 사업 전문 자회사인 카카오커머스는 지난해 영업이익이 억원으로 전년 대비 급증했다고 전날 공시했다 같은 기간 매출은 억원으로 늘었다 카카오커머스는 카카오톡 선물하기 카카오톡 스토어 등 쇼핑 부문을 전담하고 있다 올해도 카카오커머스의 실적 개선세는 이어지면서 카카오의 호실적이 점쳐진다 대신증권은 카카오의 올해 분기 예상 영업이익은 억원으로 전년 동기 대비 늘어날 것으로 예상했다 이는 시장 예상치인 억원을 소폭 상회하는 수준이다 매출액은 조 억원으로 증가할 것으로 내다봤다 목표주가는 만원으로 상향 조정했다 이민아 대신증권 연구원은 분기 톡비즈 매출은 억원으로 전년 대비 늘어날 것 이라며 선물하기 매출은 분기 스페셜데이 집중 효과로 전분기 대비 증가할 것으로 예상되며 선물하기는 인당 선물 횟수 증가에 따른 객단가 상승이 지속될 것 이라고 전망했다 지난해 선물하기 월간사용자수 는 지난해 말 만명 당 연간 매출은 만 원을 기록했다 여기에 모빌리티도 올해 폭발적인 성장이 예상된다 현대차증권은 올해 카카오모빌리티의 예상 매출액이 억원으로 전년 대비 증가할 것으로 추정했다 김현용 현대차증권 연구원은 택시 가맹사업의 확대와 대리 수요의 완만한 회복세 주차장 운영사업 본격화에 따라 반영될 것 이라며 택시호출 점유율 약 로 프리미엄콜 활성화 및 유료멤버십 도입으로 초격차 전략이 가속화될 것 이라고 내다봤다 향후 실적 개선세는 이어질 것 전망이다 이민아 연구원은 분기 성수기 진입으로 실적 성장이 더 두드러질 것 이라며 최근 모빌리티 투자 유치 조 억원 평가 및 사업 성장 올해 카카오페이와 카카오뱅크의 상장과 카카오엔터테인먼트와 카카오엔터프라이즈 그라운드 등 신사업 성장 본격화가 주목된다 고 평가했다 이밖에 두나무 상장이라는 호재도 주가에 긍정적으로 작용하고 있다 두나무는 뉴욕증시 상장 추진을 위해 크레디트스위스 골드만삭스 등 외국계 증권사와 미팅을 진행 중이다 카카오는 업비트를 운영하는 두나무의 지분 가량을 보유하고 있다 올해 지분법 이익만 억원 이상으로 추정된다 고은빛 한경닷컴 기자
2,2021-04-06,"[특징주] 카카오, 두나무 나스닥 상장 추진 소식에 강세",헤럴드경제 김용재 기자 카카오 주가가 일 암호화폐 거래소 업비트를 운영하는 두나무의 미국 나스닥 상장 추진 소식에 강세다 이날 한국거래소에 따르면 시 분 현재 카카오는 전 거래일 대비 만 원 상승한 만 원에 거래되고 있다 카카오 주가는 장중 한 때 만원을 기록하며 주 신고가를 경신하기도 했다 이같은 상승은 미국 시장에서 기술주들이 큰 폭으로 오른데다 두나무 상장 검토까지 전해지면서 매수세가 몰렸다고 해석된다 카카오는 업비트를 운영하는 두나무의 지분 가량을 보유하고 있다 또 뉴욕증시에서 미국의 대장주들의 주가가 일제히 급등세를 보인 가운데 한국 빅테크 기업 카카오도 긍정적 영향을 받았다 대형 주들의 선전은 년물 미국 국채 금리 급등으로 뉴욕증시 무게 중심이 성장주에서 경기순환주로 옮겨가는 가운데 이뤄졌다 김창권 미래에셋증권 연구원은 미국 시장에서 대형 기술주들이 크게 오른데다 오늘 두나무가 미국 주식시장에 상장한다는 소식까지 전해지면서 카카오 주가에 영향을 주는 것으로 보인다 고 설명했다
3,2021-04-06,"日 홀린 K-웹툰의 힘…카카오 ‘픽코마’, 독보적 앱마켓 성장세",글로벌 비게임앱 성장률 위 매출 톱 중 유일한 만화앱 년 분기 앱마켓 매출 및 성장률 순위 앱애니 제공 이데일리 노재웅 기자 카카오 의 웹툰 플랫폼인 픽코마 의 성장세가 매섭다 카카오재팬은 글로벌 앱 조사업체 앱애니의 조사 결과 픽코마가 올해 분기 전세계 비게임 앱 중 전분기 대비 매출 성장률 위를 기록했다고 일 밝혔다 이는 애플 앱스토어와 구글 플레이 양대 앱마켓 통합 기준이다 같은 기준으로 픽코마는 비게임 앱 분기 매출 전체 위에 올랐다 매출 위 내에 있는 앱 중 유일한 만화 앱으로 단일국가에서 거둔 성과라는 데 의미가 있다고 카카오는 설명했다 픽코마의 가장 큰 성장 동력은 전체 매출의 약 를 차지하는 웹툰이다 나 혼자만 레벨업 등 기존 작품들이 여전히 인기를 끌고 있는 가운데 올해 분기에 새롭게 선보인 역하렘 게임 속으로 떨어진 모양입니다 그 오빠들을 조심해 소설 속 악녀 황제가 되었다 등의 한국 웹툰이 출시 되자마자 월간 매출 만엔 약 억 만원 을 넘기며 일본 만화 팬들의 마음을 사로 잡았다 글로벌 만화 업계의 리더로서 카카오재팬은 대원씨아이와 학산문화사 등의 출판 명가 대원미디어와 함께 창작자 발굴 및 육성에도 나선다 지난 월 대원미디어의 자회사 스토리작과 함께 일본에 조인트벤처 셰르파스튜디오 를 설립했다 콘텐츠 제작사인 셰르파스튜디오는 히말라야에서 등반자들의 조력자 역할을 하는 셰르파 처럼 창작자의 동반자로서 최대한의 능력을 발휘할 수 있는 콘텐츠 제작 환경을 조성한다 픽코마와 대원 및 학산의 방대한 데이터와 노하우를 창작자들에게 아낌없이 제공할 방침이다 김재용 카카오재팬 대표는 픽코마의 놀라운 성장세는 작품 우선 이라는 단순한 원칙을 운영 마케팅 등에 일관되게 적용한 결과라고 보고 있다 며 좋은 작품을 만들어내는 우수한 창작자들을 셰르파스튜디오를 통해 본격적으로 육성하여 글로벌 콘텐츠 생태계 조성에도 앞장서겠다 고 밝혔다 노재웅
4,2021-04-06,[특징주] 美 ‘빅 테크’ 줄줄이 신고가...네이버·카카오도 ‘강세’,서울경제 미국의 공룡들의 주가가 일제히 급등세를 보인 가운데 한국판 빅테크 네이버와 카카오 의 주가가 일 장 초반 강세를 보이고 있다 이날 오전 시 분 카카오는 전 거래일 대비 오른 만 원에 거래됐다 장중 만 원까지 거래돼 주 신고가를 썼다 네이버도 같은 시각 어제보다 올라 만 원에 거래됐다 한편 전일 페이스북은 전 거래일 대비 오른 달러에 장을 마감해 종가 기준 역대 최고가를 썼다 알파벳과 마이크로소프트 도 각각 올라 최고가를 기록했다 이완기 기자
