words
한국 리 도입 호 기 기반 안전 작업 수 이용 공장 내 파악 소 가능 사용 중 공장 도 국내 발생 수 안전사고 상황 수 수 약 규모 작동 수 공장 강화 도입 예정 전무 은 앞 전 수 협력 말 공장장 공장 내 안전 작업 수 도입 전 전념 라 전 타협 안전 작업 환경 공장 확산 협력 말 호 
기 공급 안전 작업 수 사진 사용 내 모습 도입 이용 공장 내 파악 기술 소 가능 사용 안전 노력 공장 국내 발생 수 안전사고 상황 수 수 약 규모 작동 수 공장 강화 도입 예정 전무 은 데 수 생각 며 앞 전 수 협력 말 전 
