StockPrediction,ClosingPrice,StartDate,EndDate
112677,"             Close
Date              
2020-05-14   45161
2020-05-15   44458
2020-05-18   44358
2020-05-19   44157
2020-05-20   46465
...            ...
2021-05-10  116000
2021-05-11  114500
2021-05-12  113000
2021-05-13  109500
2021-05-14  109000

[250 rows x 1 columns]",2020-05-14,2021-05-14
