time,title,context
2021-05-06,한눈 이건희 유산 삼성 지배구조,인포그래픽 이건희 레거시 삼성 거버넌스 그래픽 김용민 기 삼성 이건희 삼성전자 회장 유산 상속 지난달 일단락 지 회장 별세 지 개월 만 상속세 내 기준 상속가액 기준 유산 조 억원 조원 것 추산 삼성 측은 유족 상속세 납부 규모 조원 상속세 기부 기증 유산 규모 전체 유산 수준 이 설명 가운데 삼성전자 삼성생명 등 삼성 상장 계열사 주식 유산 조 억원 여기 부과 세금 조 억원 추산 상속가액 사망 직전 개장 월 일 기준 전후 개월 일별 종 평균 상속세액 최대주주 할증률 최고세율 공제율 를 적용 산출 삼성생명 제외 계열사 주식 유산 회장 부인 홍라희 전 리움미술관 관장 자녀 이재용 삼성전자 부회장 이부진 호텔신라 사장 이서현 삼성복지재단 이사장 법정비율 대 대 대 로 상속 삼성생명 지분 홍 전 관장 제외 자녀 대 대 의 비율 상속 상장 계열사 주식 유산 배분 유족 상속가액 순서 홍라희 전 관장 조 억원 상속세 조 억원 이재용 부회장 조 억원 조 억원 이부진 사장 조 억원 조 억원 이서현 이사장 조 억원 조 억원 이재용 부회장 상속 전 삼성물산 지분 의 의결권 보유 개 최대주주 삼성물산 삼성생명 삼성전자 삼성물산 삼성전자 로 지배구조 구축 이번 상속 삼성전자 최대주주 삼성생명 지분율 로 지배구조 단단 평가 삼성생명 여당 추진 보험업법 개정시 삼성전자 지분 처분 변수 관련기사 삼성 코 보험법 개정 폭풍 년 월 일 유산 가운데 부동산 현금 기증 미술품 등 분배내역 일부 제외 공개 법정비율 주식 유산 분배 상속가액 비율 정도 분배 것 예측 공개 분배 내역 유산 회장 유언장 것 관측 우세 김용민 윤도진
2021-05-06,株소설 삼성전자 코스피 망,년 기준 삼전 코스피 후행 삼전 코스피 선행 이번 랠리 후행 거론 외국 기업 살 가능성 박스피 분기 시각 원자재 상승 판매 가격 전 삼성전자 서초 사옥 이데일리 이데일리 고준혁 기 삼성전자 망 망 말 유명 토론 단골 소재 등장 주제 갑론을박 치열 파산 타격 정도 망 정도 아니냐 각자 생각 시뮬레이션 때문 듯 주식시장 관점 결론 코스피 시가총액 절대적 비중 월 우선주 포함 을 삼성전자 코스피 일 가능 년 삼성전자 코스피 동행 가운데 후반부 삼성전자 코스피 후행한 모습 출처 한국거래소 과거 코스피 년대 이후 추세적 상승 구간 총 곳 년 월 년 월 차 플레이 년 월 년 월 차화정 랠리 년 월 년 월 반도체 랠리 주가 기업 이익 함수 둘 주가 선행성 경기불황 기업 실적 바닥 주가 기업 실적 개선 주가 상승 이후 본격적 자산시장 호황 실물 경기 때 주가 차 이익 최정점 도달 기미 주가 것 상승 종료 전반적 년대 이후 코스피 장기 상승 구간 삼성전자 코스피 운명 둘 구간 특정 시 한정 변화 기업 이익 구간 차 주 상승 때 년 전후 삼성전자 코스피 주 추 성격 년까진 코스피 삼성전자 년 이후 상승장 모습 주 연동성 견고 가운데 삼성전자 코스피 후행하 경우 이 삼성전자 위상 것 설명 허재환 유진투자증권 투자전략팀장 금융위 기준점 이전 이후 기업 이익 사이클 후반부 삼성전자 코스피 주 추이 며 이전 코스피 고점 뒤 삼성전자 고점 이 국내 경쟁력 기업 지금 당시 그 삼성전자 때문 이 설명 이 삼성전자 선행 경우 이 코스피 삼성전자 이익 비중 확대 현상 이 삼성전자 위상 삼성전자 코스피 라 등식 성립 삼성전자 코스피 때 것 년 삼성전자 코스피 동행 가운데 후반부 삼성전자 코스피 선행한 모습 출처 한국거래소 경기 회복 초반부 상황 전문가들 년 년 월 년 월 만 코스피 대 대 현 구간 추세적 상승장 년대 이후 번 장기 상승장인 셈 이익 사이클 것 지난해 코 로 공장 가동 뒤 같은해 백신 개발 세계 경기 칼 무 말 순 현재 자산시장 실물경제 괴리 단계 경기 회복 초반부 것 생산자물가지수 상승 반면 소비자물가지수 소폭 상승 횡보하 구간 말 수 코 로 위축 소비심리 상승 상품 수요 최저점 반등하 반면 그간 설비투자 기업들 판매 제품 과정 원자재 소비 원자재 가격 지수 상승 원리 기업들 비용 부담 소비자 판매 가격 때 도 상승 여기 것 기업들 안심 수 정도 경기 회복 판단 도 만큼 것 코 미국 생산자물가지수 상승 데 소지자물가지수 상승 폭 모습 출처 세인트루이스 연방준비은행 이효석 증권 투자전략팀장 중국집 주인 밀가루 가격 것 적 양파 시간 적 짜장면 가격 옆 대형 짜장면 집 가격 눈치 상황 이 짜장면 가격 비유해 구간 설명 코스피 이익 추정치 경기 회복 사이클 완전 초반 김동영 삼성증권 연구원 모건스탠리캐피털인터내셔널 한국 지수 의 전년 대비 올해 예상 주당순이익 증가율 월 초 였습니다 월 초 로 비슷 것 월 로 뒤 현재 로 올해 국내 기업들 순이익 예상치 지속적 증가 폭 둔화 것 삼성전자 예상 추 이 월 월 로 뒤 월 로 전년 대비 올해 증 추세 국내 기업 평균 것 삼성전자 기업들 전체 지수 상향 조정 바 수 삼성전자 올해 주당순이익 예상치 상향 조정 한국 지수 진행 출처 김동영 삼성증권 연구원 이번 삼성전자 코스피 상승 구간 가능성 앞 경기 기업 이익 사이클 후반부 것 이번 덩치 삼성전자 코스피 장면 연출 덩치 코스피 가능성 거론 금융위 이전 그래프 말 징조 포착 연초 대비 코스피 삼성전자 주가 때 둘 횡보하 일 수익률 로 차이 이 코 라 독특 불황 설명 사람들 집 형태 불황 일명 컨택트 접촉 업종 순식간 사람 거리 때 복구 때 컨택트 경기 회복 탄력 수 것 선진국 코 를 극복 점 허재환 팀장 삼성전자 코스피 선행 경향 올해 이번 사이클 후행하지 생각 며 삼성전자 반도체 제외 기업들 이익 때문 이 관측 이 앞 삼성전자 자금 액티브 가능성 며 흥국 경우 코 문제 원활 때문 패시브 외국 들 비중 가능성 가운데 외국 들 삼성전자 비중 삼성전자 제외 기업들 것 가능 것 분석 외국 들 삼성전자 외 종목 코스피 상승 수 것 산업 잉여현금흐름 사이클 이외 업종 패턴 때문 설명 지금 삼성전자 제조업 반등 박승영 한화투자증권 연구원 삼성전자 용기 란 보고서 포트폴리오 삼성전자 올해 번 분기 생각 며 삼성전자 주가 분기 실적발표 이후 코스피 을 언더퍼폼하 시작 이 시장 참가자들 삼성전자 분기 실적 모멘텀 기업들보 생각 때문 것 며 삼성전자 코스피 기업들 잉여현금흐름 를 정보기술 산업 가격 수량 매출 중요 때문 물가 등락 실적 년 이후 삼성전자 여타 코스피 제조업체들 년 삼성전자 코스피 동행 가운데 월 이후 코스피 상승 삼성전자 하락 추세 출처 한국거래소 결국 삼성전자 코스피 필요조건 이번 코스피 상승 사이클 종료 때 때 삼성전자 끝 확률 제 라 말 것 반도체 담당 애널리스트들 올해 하반기 메모리칩 부족 문제 생산능력 확대 해소 것 에프앤가이드 월 기준 삼성전자 목표주가 평균치 원 주 원 괴리율 목표주가 원 제시 김경민 하나투자증권 연구원 분기 삼성전자 컨퍼런스콜 올해 영업이익 추정치 조 억원 조 억원 상향 조정 그 삼성전자 반도체 사업부 주가 주당순이익 이 주가수익배율 영향 분기 영업이익 레벨 업 오스틴 가동률 회복 고려 시 반도체 부문 주도하 투 심리 바닥 통과 개선 판단 라 삼성전자 코스피 문제 윤지호 이베스트투자증권 리서치센터장 수 입장 상승 로 수요 회복 확인 부분 불안 관점 원자재값 가운데 코 로 기저효과 분기 문제 등 반도체 기업들 예상 회복 강도 수 것 윤지호 센터장 코스피 삼성전자 거 명확 주도주 교체 거 며 분기 분기 삼성전자 포함 코스피 지금 박스권 가능성 말 이 기업들 이익 이 전형적 쇼티지 공급 부족 때문 기저 분기 피크 아웃 예정 상황 이 로 가격 전가 수요 확인 상태 라 설명 수요 회복 원자재 가격 코스트 푸시 비용 압력 를 수 것 핵심 이 미국 빅테크 기업들 실적 서프라이즈 주 금리 때문 배송비 임금 등 코스트 부담 이유 분석 고준혁
2021-05-06,10만원 폰 것 있나…삼성전자 반전,스마트폰 매출 영업이익률 전년 대비 개 코 이후 비대 영업환경 효과 삼성전자 갤럭시 시리즈 연합뉴스 삼성전자 이달 일 만원대 갤럭시 스마트폰 갤럭시 제품 중 최저가 올해 중국 화웨이 전자 자리 를 공략 삼성전자 보급형폰 라인업 확장 주력 것 전망 일 업계 삼성전자 출고 원 갤럭시 를 출시 갤럭시 시리즈 삼성전자 인도 시장 출시 온라인 판매 전용 제품 인도 시장 인기 동남아 등 나 출시 국가 국내 경우 갤럭시 시리즈 년 만 재출시 것 삼성전자 올해 때 무게 미국 정부 제재 지난해 스마트폰 조달 어려움 화웨이 월 스마트폰 사업 철수 선언 전자 공백 라 판단 최근 준프리미엄급 스마트폰 갤럭시 모델 공시지원금 출시 개월 만 만원 요금제 실구매가 원 지난해 월 제품 출고 원 최고급 라인업 폴더블폰 제품 몸값 시작 만원 출시 갤럭시폴드 출고 만원 통신사 요금제 원 실구매할 수 업계 관계자 글로벌 스마트폰 시장 태동 지 년 수요 애플 삼성 비롯 대다수 업체들 가격 경쟁 돌입 것 이 과거 만원대 이하 준프리미엄급 제품 고급형 스펙 기기들 삼성전자 노태문 무선사업부장 사장 취 이후 스마트폰 전략 변화 덕분 수준급 실적 올해 분기 스마트폰 부문 조 억원 영업이익 반도체 부문 조 억원 을 삼성전자 실적 박리다매 전략 수익성 기간 스마트폰 사업부문 영업이익률 수준 전년 동기 대비 포인트 과거 대비 보급형 라인업 제품 스마트폰 매출 신종 코로나바이러스 감염증 코 이후 비대 영업 환경 활용 마케팅 비용 줄 덕분 삼성전자 코 첫해 지난해 마케팅 비용 광고선전비 판매촉진비 조 억원 전년 대비 삼성전자 관계자 갤럭시 등 프리미엄급 제품 중저가 라인업 판매가 견조해 스마트폰 실적 개선 비대 영업환경 수익성 데 긍정적 영향 말 노정동 한경닷컴 기자
