time,title,context
2021-02-18,"카카오 포털 ‘다음’, 뉴스 서비스 오류…1시간 만 복구",카카오 내부 시스템 오류 조치 정상화 파이낸셜뉴스 카카오 운영 포털사이트 다음 일 오후 약 시간 동안 뉴스 콘텐츠 노출 오류 이날 오후 시 분 시 분 다음 모바일 일부 뉴스 서비스 접속 원활 이용자 불편 것 다음 지난해 월 월 뉴스 서비스 접속 오류 바 다음 로고 카카오 관계자 내부 시스템 오류 파악 며 장애 후 조처 현재 정상화 상태 라 김미희 기자
2021-02-18,‘AI 윤리’ 교육 과제···네이버· 카카오 답,카카오 알고리즘 윤리 교육 신설 네이버 윤리 준칙 발표해 직원들 공표 디지털 책 강화 노력 일환 김소희 인턴기 서울경제 국내 대표 플랫폼 기업 카카오 네이버 직원들 대상 인공지능 윤리 교육 소수 혐오 발언 등 논란 챗봇 의 사건 경각심 서비스 설계 단계 윤리 염두 것 카카오 다음달 일 전 직원 참여 온라인 교육 카카오 크루 윤리경영 알고리즘 윤리 교육 과정 신설 일 교육 내용 카카오 디지털 책 구현 사례 소개 한편 카카오 인권경영선언문 알고리즘 윤리 헌장 각 조항 하나씩 학습 수 구성 기술 서비스 개발 단계 알고리즘 윤리 염두 업무 방향성 생각 데 초점 카카오 관계자 년 월 국내 기업 중 최초 알고리즘 윤리 헌장 을 발표 것 이 알고리즘 윤리 실천 선제적 조치 며 기업 디지털 책 구현 선제적 대응 말 카카오 알고리즘 윤리헌장 제정 과정 사진제공 카카오 이날 네이버 서울대 정책 이니셔티브 협업 수립 네이버 윤리 준칙 을 발표 준칙 네이버 구성원 관련 서비스 개발 이용 때 준수 원칙 사람 개발 다양성 중 합리적 설명 편리성 조화 전 서비스 설계 프라이버시 보호 정보 보안 개 조항 구성 네이버 구성원 윤리 준칙 실천 수 커뮤니케이션 채널 마련 프로젝트 출범 서비스 개발 관련 사안 문의 논의 장 수 방침 정혜진 기자
2021-02-18,"쿠팡 …네이버·카카오, 플랫폼 160조 시장",머니투데이 이진욱 기 쿠팡 증시 입성 소식 네이버 카카오 주 상승세 포털 메신저앱 플랫폼 이커머스 확장 네이버 카카오 쿠팡 미국 증시 입성 소식 네이버 카카오 주가 쿠팡 기업가치 최대 조원 평가 이 필적 만한 국내 이커머스 시장 최대 맞수 이 두 기업 조명 것 쿠팡 반사효과 네이버 카카오 최강자 네이버 잠재력 카카오 쿠팡 일 현지시각 미국 증권거래위원회 뉴욕증권거래소 보통주 상장 신고서 제출 월 미 증시 데뷔 전망 쿠팡 미 증시 상장 소식 후 네이버 주가 일 코스피시장 장중 만원 카카오 만원 사상 최고가 갈아치웠다 네이버 카카오 동반 상승 쿠팡 미 증시 입성 반사효과 커머스 분야 경쟁력 잠재력 부각 덕분 네이버 쿠팡 경쟁 상대 국내 커머스 시장 조원 규모 지난해 네이버 쿠팡 점유율 로 위 기록 것 추정 네이버쇼핑 쿠팡 이용자 만명 스마트스토어 결제 수 만명 지난해 기준 활성고객 수 수준 거래액 조 억원 조 억원 규모 네이버 열세 물류망 보완 대한통운 물류 스타트업 배달대행업체 투자 카카오 커머스 거래액 지난해 조 조원 정도 네이버 쿠팡 리 카카오톡 기반 막강한 잠재력 평가 커머스 매출 대부분 선물하기 발생 경쟁사 광고비 물류비 강점 카카오 선물하기 외 장보 주문하기 등 다양한 형태 커머스 서비스 카카오톡 내 마켓플레이스 구축 경우 파괴력 상당 것 전망 네이버페 포털 메신저 강력한 플랫폼 페이 쇼핑 결제 생태계 구축 네이버 카카오 강점 플랫폼 경쟁력 검색포털 네이버 국민 메신저 카카오톡 을 급성장세 네이버 지난해 커머스 매출 조 억원 전년 대비 카카오 커머스 매출 전년 증가 억원 추정 코 확산 플랫폼 기반 비대 소비 확산 주도하 몸집 것 쇼핑 연계 결제서비스 페이 도 막대한 시너지 가입자 수 만명 네이버페이 고객층 확대 쇼핑몰 유입 편의점 백화점 대형마트 등 유통업체들 네이버페 진영 합류 추세 네이버페이 적립금 혜택 고객 락 자물쇠 효과 네이버쇼핑 검색 후 네이버페이 결제할 경우 적립금 네이버페이 사용 식 네이버페이 지난해 분기 거래액 전년 기간 급증 조 억원 카카오페이 카카오톡과 연계 접근성 우위 카카오톡 선물하기 쇼핑 카카오페이 결제 카카오톡 지난해 분기 월간 활성사용자 전년 동기 만명 증가 명 카카오커머스 라이브커머스 로 플랫폼 강점 극대화 다양한 쇼핑 경험 제공 라이브 커머스 로 플랫폼 강점 극대화 전략 주목 만 네이버 네이버 라이브 오디오 카카오 카카오 등 라이브 콘텐츠 운용 수 플랫폼 인프라 라이브 커머스 이용자들 다양 쇼핑 경험 제공 네이버 스마트스토어 판매자 대상 지난해 월 쇼핑라이브 라이브 콘텐츠 만건 누적 시청수 억회 구매자수 만명 돌파 쇼핑라이브 판매자 수 서비스 초 대비 배 이상 증가 카카오 지난해 월 출시 쇼핑라이브 달 만 누적 시청 수 만회 방송 당 평균 시청 횟수 회 지난달 거래액 시범서비스 시작 지난해 월 대비 배 가량 이진욱 기자
