,날짜,기사제목,본문내용
0,2021-05-04,"""셀트리온 지켜내자"" 한국판 게임스톱되나",주주들 공매도 세력 몰아내야 청와대 청원 서명 등 행동 나서 씨젠 에이치엘비 주주도 부글 셀트리온이 이틀 연속 코스피 공매도 거래대금 위를 기록하면서 주가에 부담이 커지자 주주들이 한국판 게임스톱 캠페인을 벌여야 한다며 목소리를 높이고 있다 특히 셀트리온뿐 아니라 공매도로 인한 주가 하락이 이어지고 있는 바이오주의 주주들 역시 개미들이 힘을 합쳐야 한다며 청와대 청원 서명을 하는 등 본격적인 움직임을 보이고 있다 일 한국거래소에 따르면 이날 셀트리온은 공매도 거래량 만 주 거래대금 억 만원을 기록하며 코스피 시장에서 공매도 거래대금 순위 위를 기록했다 억원에 달하는 공매도 매물에 이어 이틀 연속 공매도 행진이 이어지고 있는 상황이다 이에 셀트리온 주주 게시판에서는 주식 사들이기 운동을 통해 공매도 세력을 쫓아내자는 글이 올라오기 시작했다 올 초 뉴욕증시의 게임스톱 사태 때 미국 개미들은 공매도에 나선 헤지펀드들과 팽팽한 승부를 벌였다 당시 개인투자자들은 공매도 세력에 대응해 주식을 사들이면서 게임스톱 주가를 급등시켜 헤지펀드들에 커다란 손실을 주기도 했다 하지만 결국 개미들과 헤지펀드들이 과열된 싸움을 벌인 결과 주가가 급등했다 급락하는 등 심한 변동성을 일으키며 투자자들에게 큰 피해를 입힌 채 싸움이 끝났다 이날 셀트리온 주주들 역시 공매도 세력이 제대로 피를 봐야 얼씬도 못할 것 개미군단의 힘을 모아 게임스톱처럼 레전드를 만들어보자 고 말하기도 했다 셀트리온 이외에 씨젠 에이치엘비 등 바이오 관련 주주 게시판에도 공매도 제도에 대한 불만이 쏟아졌다 청와대 청원 게시판에도 관련 글이 올라와 이날에만 만 명을 돌파했다 금융당국이 개인들의 공매도 기회를 확대하는 대주제도를 발표했지만 아직도 기관에 비해 불이익을 받는다는 주장이다 개인의 경우 빌린 주식을 일 안에 상환해야 하지만 기관들은 차입기간이 무제한 이라는 점을 문제로 삼았다 그러나 실제 이러한 운동이 진행될지는 미지수다 이날 셀트리온 역시 주가가 전 거래일 대비 만 원 오른 만원에 거래됐지만 오히려 개인은 억 만원을 매도했다 반면 외국인과 기관이 각각 억원 억 만원을 매수하며 주가 반등에 힘을 실었다 김민기 기자
1,2021-05-04,"셀트리온, 한국판 '게임스톱' 될까…주주들 ""공매도 세력 쫓자""",파이낸셜뉴스 셀트리온이 이틀 연속 코스피 공매도 거래대금 위를 기록하면서 주가에 부담이 커지자 주주들이 한국판 게임스톱 캠페인을 벌여야한다며 목소리를 높이고 있다 특히 셀트리온 뿐 아니라 공매도로 인한 주가 하락이 이어지고 있는 바이오주의 주주들 역시 개미들이 힘을 합쳐야 한다며 청와대 청원 서명을 하는 등 본격적인 움직임을 보이고 있다 일 한국거래소에 따르면 이날 셀트리온은 공매도 거래량 만 주 거래대금 억 억원을 기록하며 코스피 시장에서 공매도 거래대금 순위 위를 기록했다 억원에 달하는 공매도 매물에 이어 이틀 연속 공매도 행진이 이어지고 있는 상황이다 이에 셀트리온 주주 게시판에서는 주식 사들이기 운동을 통해 공매도 세력을 쫓아내자는 글이 올라오기 시작했다 올초 뉴욕증시의 게임스톱 사태 때 미국 개미들은 공매도에 나선 헤지펀드들과 팽팽한 승부를 벌였다 당시 개인 투자자들은 공매도 세력에 대응해 주가를 사들이면서 게임스탑 주가를 급등 시켜 헤지펀드들에게 커다란 손실을 주기도 했다 하지만 결국 개미들과 헤지펀드들이 과열된 싸움을 벌인 결과 주가가 급등했다 급락하는 등 심한 변동성을 일으키며 투자자들에게 큰 피해를 입힌 채 싸움이 끝났다 이날 셀트리온 주주들 역시 공매도 세력이 제대로 피를 봐야 얼씬도 못할 것 개미군단의 힘을 모아 게임스톱처럼 레전드를 만들어보자 고 말하기도 했다 셀트리온 이외에 씨젠 에이치엘비 등 바이오 관련 주주 게시판에도 공매도 제도에 대한 불만이 쏟아졌다 청와대 청원 게시판에도 관련 글이 올라와 이날에만 만 명을 돌파했다 금융당국이 개인들의 공매도 기회를 확대하는 대주제도를 발표했지만 아직도 기관에 비해 불이익을 받는다는 주장이다 개인의 경우 빌린 주식을 일안에 상환해야 하지만 기관들은 차입 기간이 무제한 이라는 점을 문제로 삼았다 그러나 실제 이러한 운동이 진행될지는 미지수다 이날 셀트리온 역시 주가가 전 거래일 대비 만 원 오른 만원에 거래됐지만 오히려 개인은 억 만원을 매도했다 반면 외국인과 기관이 각각 억원 억 만원을 매수하며 주가 반등에 힘을 실었다 증권업계 관계자는 주주들이 주식을 매수해 주가를 끌어올려 공매도 세력에 피해를 주자고 이야기하지만 막상 주가가 하락하기 시작하면 주식을 사들이기는 쉽지 않다 면서 다만 기업들의 실적이 개선되고 있고 투자 심리가 살아나면 주가는 다시 회복될 것 이라고 전했다 김민기 기자
2,2021-05-04,추락하던 '셀트리온 3형제' 한숨 돌렸다,공매도 쏟아지며 급락했다가 외국인 기관 매수세로 반등 코로나 진단키트 호재 작용 공매도 재개 첫날 거래대금 위를 기록하며 급락했던 셀트리온 형제가 하루 만에 반등에 성공했다 일 한국거래소에 따르면 셀트리온 주가는 전일에 비해 만 원 오른 만원에 마감됐다 이에 따라 셀트리온 주가는 전일 억원에 달하는 공매도 매물로 인한 급락세에서 벗어났다 셀트리온 주가는 공매도 재개에 대한 우려로 지난 월 일 이후 꾸준히 하락했다 월 일 주당 만원이던 셀트리온 주가는 일 를 제외하고는 거래일 동안 만 원 하락 만 원까지 떨어졌다 이날 증시에서도 셀트리온은 공매도 거래량 만 주 거래대금 억 만원을 기록하며 코스피 시장에서 공매도 거래대금 순위 위를 기록했다 거래대금 대비 비중은 에 달했다 그러나 외국인과 기관이 각각 억원 억원을 매수하며 주가 반등에 성공했다 업계에서는 셀트리온이 최근 식품의약품안전처로부터 자가검사키트 디아트러스트 코로나 항원 홈 테스트 의 조건부 허가를 획득한 점이 주가 상승에 영향을 미친 것으로 분석하고 있다 셀트리온은 일반인들의 신속한 조기 검사를 통해 코로나 바이러스 확산 방지에 기여하기 위해 체외진단 전문기업 휴마시스와 공동 개발했다 국내에서는 셀트리온 제품의 국내 유통을 담당하고 있는 셀트리온제약을 포함한 여러 유통망을 통해 공급할 계획이다 셀트리온과 셀트리온 형제 를 구성하고 있는 셀트리온헬스케어 셀트리온제약도 반등에 성공했다 셀트리온헬스케어는 전 거래일 대비 원 오른 만 원 셀트리온제약은 원 오른 만 원에 거래됐다 셀트리온헬스케어와 셀트리온제약 주가가 상승한 것은 지난 일 이후 거래일만이다 셀트리온 형제의 경우 이날 일부 호재로 주가가 반등했지만 여전히 공매도로 인한 일부 바이오 제약 업체 주가는 이틀째 하락했다 코로나 진단키트 대장주인 씨젠은 전 거래일 대비 원 떨어진 만 원에 거래를 마쳤다 씨젠은 전날 억원 규모의 공매도 물량이 쏟아지며 대 낙폭을 보였다 전일 급락했던 신풍제약 주가는 개장 전 공매도 과열종목으로 지정으로 공매도 거래가 제한된 영향에 이날 증시에서는 하락했다 휴온스 역시 전날 에서 로 하락폭을 줄였다 공매도에 대한 우려로 여전히 주가 하락세가 지속되고 있지만 기업들의 실적 개선과 투자심리 개선으로 하락세가 장기화 되진 않을 것으로 전망되고 있다 김민기 기자
3,2021-05-04,"'공매도' 타깃 1위 셀트리온 3형제, 재개 이틀 만에 반등 성공",파이낸셜뉴스 공매도 재개 첫날 거래대금 위를 기록하며 급락했던 셀트리온 형제가 하루 만에 반등에 성공했다 공매도에 대한 우려로 거래일 연속 하락했던 셀트리온은 코로나 자가검사키트 식품의약품안전처 조건부 허가 등의 영향으로 힘을 받은 것으로 분석된다 일 한국거래소에 따르면 셀트리온 주가는 전일에 비해 만 원 오른 만원에 마감됐다 이에 따라 셀트리온 주가는 전일 억원에 달하는 공매도 매물로 인한 급락세에서 벗어났다 셀트리온 주가는 공매도 재개에 대한 우려로 지난 월 일 이후 꾸준히 하락했다 월 일 주당 만원이던 셀트리온 주가는 일 를 제외하고는 거래일 동안 만 원 하락 만 원까지 떨어졌다 이날 증시에서도 셀트리온은 공매도 거래량 만 주 거래대금 억 억원을 기록하며 코스피 시장에서 공매도 거래대금 순위 위를 기록했다 거래대금 대비 비중은 에 달했다 그러나 외국인과 기관이 각각 억원 억 만원을 매수하며 주가 반등에 성공했다 업계에서는 셀트리온이 최근 식품의약품안전처로부터 개인이 스스로 코로나 감염 여부를 검사할 수 있는 자가검사키트 디아트러스트 코로나 항원 홈 테스트 의 조건부 허가를 획득한 점이 주가 상승에 영향을 미친 것으로 분석하고 있다 셀트리온은 일반인들의 신속한 조기 검사를 통해 코로나 바이러스 확산 방지에 기여하기 위해 체외진단 전문기업 휴마시스와 공동 개발했다 국내에서는 셀트리온 제품의 국내 유통을 담당하고 있는 셀트리온제약을 포함한 여러 유통망을 통해 공급할 계획이다 셀트리온과 셀트리온 형제 를 구성하고 있는 셀트리온헬스케어 셀트리온제약도 반등에 성공했다 셀트리온헬스케어는 전 거래일 대비 원 오른 만 원 셀트리온제약은 원 오른 만 원에 거래됐다 이 두 종목 역시 코스닥 상위 종목에 위치한 제약 바이오 업체라 그동안 공매도에 대한 우려가 커 주가 하락이 장기간 지속됐다 두 업체 역시 지난달 일부터 거래일 연속 하락했다 셀트리온헬스케어의 경우 지난달 일 만원에서 전날 만 원까지 떨어졌다 셀트리온제약도 같은 기간 만 원에서 만 원으로 하락했다 셀트리온 형제의 경우 이날 일부 호재로 주가가 반등했지만 여전히 공매도로 인한 일부 바이오 제약 업체들의 주가 하락은 이틀 연속 지속됐다 코로나 진단키트 대장주인 씨젠은 전 거래일 대비 원 떨어진 만 원에 거래를 마쳤다 씨젠은 전날 억원 규모의 공매도 물량으로 쏟아지며 대 낙폭을 보였다 신풍제약 주가는 개장 전 공매도 과열종목으로 지정돼 이날 공매도 거래가 제한됨에 따라 전날 대비 하락폭이 축소됐다 전날 신풍제약은 억원 규모 공매도 매물이 나와 하락률을 기록했지만 이날 떨어졌다 휴온스 역시 전날 에서 로 하락폭을 줄였다 공매도에 대한 우려로 여전히 주가 하락세가 지속되고 있지만 기업들의 실적 개선이 이뤄지고 투자 심리 위축도 시간이 지나면 나아질 것으로 예상되는 만큼 하락세가 장기화 되진 않을 것으로 보고 있다 실제 이날 코스피는 전 거래일보다 포인트 상승한 로 마감했다 코스닥 지수도 장 후반 상승 전환하며 오름세로 마감했다 코스닥 지수는 전 거래일보다 포인트 상승한 으로 마감했다 문경준 투자증권 연구원은 당분간은 제약 바이오 종목에 대한 펀더멘털 이슈보다는 심리적인 약세가 지속될 것으로 보인다 며 다만 추세적인 하락이 오래 지속되지는 않을 것 이라고 설명했다 최석원 증권 리서치센터장은 실적 개선이 이뤄지는 장세에서 공매도로 인한 영향이 장기적으로는 크지 않을 것 이라면서 투자 심리 또한 초반에 위축될 수 있지만 곧 개선될 가능성이 높다 고 전했다 김민기 기자
4,2021-05-04,공매도 충격 벗어난 셀트리온 3형제…셀트리온헬스케어 4.08%↑,머니투데이 김태현 기자 셀트리온 셀트리온제약 셀트리온헬스케어 등 이른바 셀트리온 형제 주가가 일 큰 폭으로 상승 중이다 전날 공매도 재개 충격으로 큰 폭으로 하락한 이후 대형 제약바이오 종목을 중심으로 매수세가 재차 유입되는 모습이다 이날 오후 시 분 셀트리온헬스케어는 전일대비 원 오른 만 원에 거래되고 있다 셀트리온은 셀트리온제약은 오름세를 보이고 있다 셀트리온 형제는 전날 큰 폭으로 하락했다 셀트리온은 셀트리온헬스케어는 셀트리온제약은 급락했다 공매도 집중타깃이 된 것이 부담이다 셀트리온은 공매도 재개 첫날인 일 공매도 거래대금 억원을 기록해 코스피 시장에서 공매도 거래대금 위를 기록했다 코스닥 시장에서도 셀트리온헬스케어와 셀트리온제약의 공매도 물량은 각각 억원 억원으로 나타났다 셀트리온 형제 공매도 물량만 억원에 육박한다 식품의약품안전처 이하 식약처 의 자가검사키트 판매 개시도 호재다 셀트리온은 전날 자가검사키트 디아트러스트 코로나 항원 홈 테스트 판매를 시작한다고 밝혔다 지난달 일 식약처로부터 조건부 허가를 받은 제품이다 셀트리온은 셀트리온제약을 포함한 여러 유통망을 통해 디아트러스트를 공급할 계획이다 김태현 기자
5,2021-05-04,공매도 융단폭격 셀트리온 3형제 충격 벗어나나,셀트리온 셀트리온헬스케어 셀트리온제약 등 셀트리온 총사가 공매도 부분 재개에 따른 충격에서 벗어나 일제히 반등하고 있다 일 오전 시 분 현재 셀트리온은 전 거래일보다 오른 만 원에 거래 중이다 셀트리온헬스케어와 셀트리온제약도 각각 상승 중이다 이들 세 종목은 공매도가 재개된 전날 이상 급락했다 이상규 매경닷컴 기자
6,2021-05-04,[특징주]공매도 충격 벗어난 셀트리온 3형제…둘째날 반등,코스피 과 코스닥 의 주가지수 구성 종목에 대한 공매도가 년 개월 만에 부분 재개된 일 오후 서울 종로구 연합인포맥스에 설치된 화면에 대표적인 공매도 타깃 종목으로 꼽히는 셀트리온의 주가 그래프가 표시되어 있다 연합뉴스 헤럴드경제 김현경 기자 셀트리온 형제가 공매도 재개의 충격에서 벗어나 반등을 시도하고 있다 일 오전 시 분 현재 셀트리온은 전거래일 대비 오른 만 원에 거래되고 있다 셀트리온헬스케어는 전장보다 상승한 만 원 셀트리온제약은 오른 만 원을 기록 중이다 세 종목은 공매도가 재개된 일 급락했었다
7,2021-05-04,"[특징주]공매도 직격탄 맞은 '셀트리온 삼형제', 2%대 소폭 반등",파이낸셜뉴스 공매도 직격탄을 맞은 셀트리온 삼형제가 장초반 등락을 반복하다 대 상승세로 돌아섰다 일 오전 시 분 현재 셀트리온 주가는 전일대비 원 오른 만 원을 기록 중이다 지난 일 공매도가 약 개월만에 재개되면서 코스피 시장에서 셀트리온이 주타깃이 되자 셀트리온 주가는 넘게 빠졌다 셀트리온은 코스피 공매도 거래대금 억원으로 위를 기록했다 코스닥시장에서도 셀트리온헬스케어와 셀트리온제약 공매도 물량은 각각 억원 억원을 기록하며 주가가 하락했다 셀트리온 관련주 공매도 물량만 약 억원으로 집계됐다 이날은 상승과 하락을 반복하며 혼조세를 보이다가 현재 셀트리온을 비롯해 셀트리온헬스케어와 셀트리온제약 모두 전일대비 대에서 상승세를 지속 중이다 김민기 기자
8,2021-05-04,공매도 직격탄 '셀트리온 삼형제' 반등,머니투데이 정혜윤 기자 전날 공매도 직격탄을 맞은 셀트리온 주가가 일 장초반 대 강세를 나타내고 있다 이날 오전 시 분 현재 셀트리온 주가는 전일대비 원 오른 만 원을 기록 중이다 셀트리온 전날 주가는 넘게 빠졌다 지난 일 공매도가 약 개월만에 재개됐는데 코스피 시장에서 셀트리온이 주타깃이 됐다 셀트리온은 코스피 공매도 거래대금 억원으로 위를 기록했다 코 스닥시장에서 셀트리온헬스케어와 셀트리온제약 공매도 물량은 각각 억원 억원이었다 셀트리온 관련주 공매도 물량만 약 억원으로 집계됐다 이날 현재 셀트리온헬스케어와 셀트리온제약도 각각 전일대비 오르는 등 강세다 정혜윤 기자
9,2021-05-04,"'공매도 직격탄' 셀트리온 삼형제, 하루 만에 반등",전날 하락세 딛고 대 상승세 사진 연합뉴스 공매도 재개로 하락했던 셀트리온 삼형제의 주가가 일 상승세를 보이고 있다 이날 오전 시 분 현재 셀트리온은 전 거래일 보다 원 상승한 만 원에 거래되고 있다 이외에 셀트리온헬스케어 셀트리온제약 도 오르고 있다 전날 코스피 코로나 종목을 대상으로 공매도가 재개된 가운데 신종 코로나바이러스 감염증 코로나 치료제 개발 기대감을 타고 꾸준히 상승해온 셀트리온은 억원에 달하는 공매도 매물이 나왔다 공매도 절대 규모로는 위를 기록했다 아울러 셀트리온 삼형제로 불리는 셀트리온헬스케어는 억원 셀트리온제약 억원으로 셀트리온 관련주 공매도 물량만 약 억원으로 집계됐다 류은혁 한경닷컴 기자
