negative,neutral,positive
1.7947154470000002,0.449186992,5.219512195
28.29540635799999,5.659883055000001,28.695218142
17.359864037999998,2.987827845,25.506067705
9.522793684,4.202150349,31.510710495999998
5.722251679,2.575998587,20.955019439999997
10.522793684,4.202150349,31.510710495999998
18.532965964,3.6509985860000005,14.635971822000002
16.128483838,4.940802676,24.513210697999998
21.093002325999997,2.6067073160000005,24.893786290999998
22.456368562999995,3.653116532,25.591869918
23.261924117999992,3.069783198,25.369647696999998
19.284374922999998,4.863164237,24.476892775999996
193.97494462199998,42.861769722000005,282.878617676
