negative,neutral,positive
34.828349239,5.2910392370000014,52.677377164000006
9.711682571,2.841039235,32.794043830999996
17.148683697,5.4269647690000005,35.69332172
26.435065810999998,7.731707317000001,48.05172280199999
28.055780063,14.596008006999996,52.172856399
15.982086262,3.68227229,12.711623258000001
16.756097560999997,0.981707317,10.68902439
8.770704147,1.399751964,9.575444397999998
14.256097560999999,1.148373984,12.355691056000001
18.569210393,4.18959103,25.747542494999998
30.274169908999994,5.781061690999999,41.33176025999999
12.624860647,1.320512821,8.347268672
28.512216438999996,6.903735286,45.36577263799999
10.536382112,2.6991869900000003,16.56117886
21.402543725999998,4.68959103,27.414209160999995
26.235877058999993,5.18959103,44.08087582699999
37.736528822,2.9686716790000003,40.25814536399999
38.466478696,3.151002506,39.140977445000004
42.189433376000004,20.926629946,72.58134841099996
23.072493225,1.199186991,30.77506775
18.172619048999998,2.7499999980000003,34.535714283
21.530826558999998,2.7825203240000005,48.775067749
33.73122338299999,5.199186991000001,60.033004257
33.73122338299999,4.699186991,60.533004257
31.605307631999995,3.603033145,52.303150777
59.40987148199999,3.400564973,69.28248898
5.616406541,1.8333333330000001,16.013192121000003
13.437576312000003,2.903846154,35.039987788999994
26.041126766,4.293631435000001,47.303777200999996
25.394222945000003,4.184540526,46.01234110199999
33.957413859999996,4.0087108,59.497289971
764.192559228,141.77617979000004,1187.654270388
