negative,neutral,positive
56.05079364799999,8.122222223,50.604761905
62.483789073000004,9.360330507,58.54575316499998
56.55079364799999,8.122222223,50.104761905
45.767571181,7.838556293000002,41.914259313999985
3.7,2.5000000019999997,17.799999998
3.9113821140000002,2.8658536599999995,15.686178860000004
40.34370439799999,11.029753715999998,91.50202804699998
18.990367620999997,2.4759985870000003,15.576758571000003
84.90474227800003,16.593038127999996,98.97955580199996
14.006097558999999,3.5650406480000005,22.689024386
33.30931087499999,13.076035612000005,82.50609755599996
28.513557578999986,4.999070843,34.048490125
29.169384136999987,5.064924502000001,35.590224543000005
28.454026322999983,4.675222604000001,38.525609752
33.40616307499999,6.908555937,44.51449864099999
47.42822881899999,6.695844546999999,61.24280772699999
49.22835668399999,11.472579783999999,70.659598193
13.04589372,0.0,20.827294685
22.101626013999994,6.095121947000001,32.783739833999995
15.528758956000003,3.022616408,40.074399884
68.00182555700005,11.429238905,76.01982297099998
19.005191070999995,2.8759328740000005,19.00083126
9.989159890000002,1.476964769,22.386178861
8.538725828000002,4.706798032,30.873005372000005
9.055555555000002,2.3777777770000004,21.122222222000005
13.494210394000003,2.0451465869999996,33.35587583
13.3454138,2.752220137,37.171075671
24.64732126,2.1045755340000003,33.549932474
33.28833945399998,6.502155866999999,47.92229019799999
54.18293465199999,9.381655347999999,98.828385802
37.08833945399999,7.1021558670000005,50.52229019799999
31.187824251000002,4.38709586,48.664682767
33.957943971,5.056599509999999,60.72601514900001
49.45843238600001,11.395620290000002,82.32936553099998
20.101439178999996,3.881707318,21.226291466000003
24.30891636199999,3.799347101,36.947846996
30.587969417000004,3.524186993,32.517924891999996
34.81708657000001,7.078410613,48.037742335
22.774351527,6.3356755699999985,34.78902438699999
24.0460612,7.068855727999999,32.388352770999994
19.977655675,6.613369962999999,26.082051278999998
20.685065811999998,7.3356755699999985,33.003310099999986
25.041289196,9.007084783,35.425203247999995
88.99512138899998,17.318866186,107.81856793899999
27.942225924,3.008518909,38.889127912000006
16.291666666,5.125,31.916666665999998
32.53522109,12.129153829000002,41.85786496399999
44.93233475300001,4.122560975,40.556362662
1525.1721699849998,304.425339066,2148.1041548159997
