negative,neutral,positive
10.951587301000002,3.561111111,13.376190476
13.523015872,5.144444444,15.421428571
10.175020886,3.8297827900000003,22.460526314
14.65405501,3.749293104,22.363504914
13.531039137999999,3.3881819930000003,15.458743009
28.606191761999998,5.401429855999999,35.127607477
8.874358974,1.533333333,13.233333333000001
11.319597068000002,3.3132478630000004,23.135531134
30.881896191,4.288879500999999,31.843034651000004
29.385714283999995,10.166666665000001,35.51190476199999
6.5,0.0,2.5
4.0,0.0,1.0
4.0,0.0,3.0
4.0,0.0,0.0
64.23088606200001,6.1891913390000015,64.34551019799999
11.653846153000002,2.320512821,11.498717949
12.752136751,0.418803419,11.314102563999999
279.0393454520001,53.304878239000004,321.590135352
