,날짜,기사제목,본문내용
0,2021-05-11,"코오롱인더, 현대차 사내벤처와 협력 MOU 체결...사업 모델 개발",머니투데이 장덕진 기자 장희구 코오롱인더스트리 대표이사 사장 사진제공 코오롱 사내벤처 프로그램이 성공을 넘어 창의적이고 도전적인 기업문화를 불러일으키고 코오롱의 미래 가치를 창출하는 불씨가 되도록 우리 모두 도전해봅시다 장희구 사장이 지난 년 코오롱인더스트리의 사내벤처 프로그램 아이디어 모집을 시작하면서 던진 메시지다 의 참신하고 창의적인 아이디어로 미래 코오롱의 성장동력을 삼자는 의미로 이번에 현대차와 함께 첫 발을 내디디게 됐다 코오롱인더스트리는 현대자동차와 일 사내벤처 운영 협력을 위한 양해각서를 체결했다고 밝혔다 양 사는 이를 계기로 각 사의 사내벤처 운영과 관련해 상호 유기적인 협조 체제를 구축하고 사내벤처 프로그램의 운영 및 사업화 협력 사내벤처팀 간에 서비스 개발 및 운영 사내벤처팀들의 서비스 확대 및 사업화 방안 등을 협력하기로 했다 코오롱인더스트리와 현대차 각 사내벤처 연계 사업 모델 개발 협력 첫 사례로 코오롱인더스트리의 사내벤처팀인 팔짝 과 현대자동차 사내벤처팀인 롤러마켓 이 위치기반 서비스와 관련한 업무 제휴를 진행한다 코오롱인더스트리 사내벤처팀인 팔짝 이 개발한 비즈니스 모델은 러닝운동을 하는 사용자들을 위한 오디오 코칭 모바일앱으로 사용자들에게 오디오 형태로 페이스메이커를 해주거나 효율적인 러닝을 위한 트레이닝 컨텐츠 등을 제공하는 서비스다 현대자동차 사내벤처팀인 롤러마켓 의 비즈니스 모델은 자율주행 목적기반모빌리티 커머스 플랫폼으로 교통 인프라가 부족한 지역 내에서 이동을 원하는 사용자에게 자율주행 모빌리티를 제공하는 서비스 모델이다 팔짝 과 롤러마켓 은 앞으로 위치기반 서비스를 바탕으로 한 연계 비즈니스 모델을 개발해 나갈 예정이다 코오롱인더스트리는 활발한 사내벤처 육성을 위해 억원 규모의 사내벤처 펀드를 조성해 운영하고 있다 사업영역을 불문하고 창의적인 사업 아이템으로 선정이 되면 높은 인센티브를 제공하고 해당 스타트업에 지분 참여 등으로 제안자 스스로 전문성과 주도권을 갖고 신사업에 집중할 수 있도록 뒷받침한다 이번에 처음 선정된 사내벤처팀 팔짝 은 이번 를 계기로 년 상반기에 베타 버전의 어플리케이션 런칭해 본격적으로 사업화에 나선다 사내벤처 육성하고 외부 벤처엔 투자 코오롱인더스트리는 외부 벤처기업에 대한 과감한 투자에도 나서고 있다 지난 월 코오롱인더스트리가 를 통해 억을 투자한 터치 직접회로 개발회사인 지 터치는 노트북용 터치 를 공급하는 강소 벤처회사다 현재 세계 최대 디스플레이 업체인 를 통해 델 레노버 등 글로벌 기기 제조사에 공급되는 터치용 에 제품을 공급하고 있다 혁신기술을 보유한 유망 스타트업 발굴하고 신사업 비즈니스 모델을 구축하기 위한 프로그램인 서울산업진흥원 주관 위코노미 스타트업 챌린지 에도 지난해부터 참여하고 있다 유망 기술을 보유한 스타트업에 대한 공동 연구 및 사업화를 지원해 미래 먹거리 창출의 기회를 넓히고 스타트업과의 동반 성장하는 기회도 확대해 나간다 코오롱인더스트리의 를 총괄하고 있는 기획담당 노정석 상무는 이번 를 통해 양 사의 폭넓은 사업 영역 안에서 다양하고 유기적인 벤처간 협업이 실현되도록 기반을 마련해 고객에게 새로운 경험과 편리를 제공할 수 있는 기회로 삼을 것 이라고 말했다 장덕진 기자
1,2021-05-11,"코오롱인더, 현대차와 사내벤처 운영 협력한다",코오롱인더스트리 김천 공장 전경 코오롱인더 스트리는 현대차 와 일 사내벤처 운영 협력을 위한 양해각서를 체결했다고 밝혔다 양 사는 이를 계기로 각 사의 사내벤처 운영과 관련해 상호 유기적인 협조 체제를 구축하고 사내벤처 프로그램의 운영 및 사업화 협력 사내벤처팀 간에 서비스 개발 및 운영 사내벤처팀들의 서비스 확대 및 사업화 방안 등을 협력하기로 했다 첫 사례로 코오롱인더스트리의 사내벤처팀인 팔짝 과 현대차 사내벤처팀인 롤러마켓 이 위치기반 서비스와 관련한 업무 제휴를 진행한다 코오롱인더스트리 사내벤처팀인 팔짝 이 개발한 비즈니스 모델은 러닝운동을 하는 사용자들을 위한 오디오 코칭 모바일앱으로 사용자들에게 오디오 형태로 페이스메이커를 해주거나 효율적인 러닝을 위한 트레이닝 컨텐츠 등을 제공하는 서비스다 현대자동차 사내벤처팀인 롤러마켓 의 비즈니스 모델은 자율주행 목적기반모빌리티 커머스 플랫폼으로 교통 인프라가 부족한 지역 내에서 이동을 원하는 사용자에게 자율주행 모빌리티를 제공하는 온디맨드 서비스 모델이다 팔짝 과 롤러마켓 은 앞으로 위치기반 서비스를 바탕으로 한 연계 비즈니스 모델을 개발해 나갈 예정이다 코오롱인더스트리의 를 총괄하고 있는 기획담당 노정석 상무는 이번 를 통해 양 사의 폭넓은 사업 영역 안에서 다양하고 유기적인 벤처간 협업이 실현되도록 기반을 마련해 고객에게 새로운 경험과 편리를 제공할 수 있는 기회로 삼을 것 이라고 말했다 정민하 기자
2,2021-05-11,"코오롱인더, 현대차와 사내벤처 협업 드라이브",코오롱인더 현대차 간 사내벤처 육성 및 사업화를 위한 체결 아시아경제 황윤주 기자 사내벤처 프로그램이 성공을 넘어 창의적이고 도전적인 기업문화를 불러일으키고 코오롱의 미래 가치를 창출하는 불씨가 되도록 우리 모두 도전해봅시다 장희구 사장이 지난 년 코오롱인더스트리의 사내벤처 프로그램 아이디어 모집을 시작하면서 직접 전달한 메시지다 의 참신하고 창의적인 아이디어로 미래 코오롱의 성장동력을 삼자는 의미로 이번에 현대차와 함께 첫 발을 내디디게 됐다 코오롱인더스트리와 현대자동차는 일 사내벤처 운영 협력을 위한 양해각서를 체결했다 양 사는 이를 계기로 각 사의 사내벤처 운영과 관련해 상호 유기적인 협조 체제를 구축하고 사내벤처 프로그램의 운영 및 사업화 협력 사내벤처팀 간에 서비스 개발 및 운영 사내벤처팀들의 서비스 확대 및 사업화 방안 등을 협력하기로 했다 그 첫 사례로 코오롱인더스트리의 사내벤처팀인 팔짝 과 현대자동차 사내벤처팀인 롤러마켓 이 위치기반 서비스와 관련한 업무 제휴를 진행한다 코오롱인더스트리 사내벤처팀인 팔짝 이 개발한 비즈니스 모델은 러닝운동을 하는 사용자들을 위한 오디오 코칭 모바일앱으로 사용자들에게 오디오 형태로 페이스메이커를 해주거나 효율적인 러닝을 위한 트레이닝 컨텐츠 등을 제공하는 서비스다 현대자동차 사내벤처팀인 롤러마켓 의 비즈니스 모델은 자율주행 목적기반모빌리티 커머스 플랫폼으로 교통 인프라가 부족한 지역 내에서 이동을 원하는 사용자에게 자율주행 모빌리티를 제공하는 온디맨드 서비스 모델이다 팔짝 과 롤러마켓 은 앞으로 위치기반 서비스를 바탕으로 한 연계 비즈니스 모델을 개발해 나갈 예정이다 코오롱인더스트리는 활발한 사내벤처 육성을 위해 억원 규모의 사내벤처 펀드를 조성해 운영하고 있다 사업영역을 불문하고 창의적인 사업 아이템으로 선정이 되면 높은 인센티브를 제공하고 해당 스타트업에 지분 참여 등으로 제안자 스스로 전문성과 주도권을 갖고 신사업에 집중할 수 있도록 뒷받침한다 이번에 처음 선정된 사내벤처팀 팔짝 은 이번 를 계기로 년 상반기에 베타 버전의 어플리케이션 런칭해 본격적으로 사업화에 나선다 황윤주 기자
3,2021-05-11,"코오롱인더-현대자동차, 사내 벤처 육성 협업한다",파이낸셜뉴스 뉴스 구윤성 기자 사진 뉴스 코오롱인더스트리와 현대자동차의 사내벤처팀이 협력해 위치기반 서비스 개발에 나선다 두 회사는 일 사내벤처 운영 협력을 위한 양해각서를 체결했다 사내벤처 운영과 관련해 상호 유기적인 협조 체제를 구축하고 사내벤처 프로그램의 운영 및 사업화 협력 사내벤처팀 간에 서비스 개발 및 운영 사내벤처팀들의 서비스 확대 및 사업화 방안 등을 협력키로 했다 첫 사례로 코오롱인더스트리의 사내벤처팀 팔짝 과 현대자동차 사내벤처팀 롤러마켓 이 위치기반 서비스와 관련한 업무 제휴를 진행한다 코오롱인더스트리 사내벤처팀인 팔짝 이 개발한 비즈니스 모델은 러닝운동을 하는 사용자들을 위한 오디오 코칭 모바일앱으로 사용자들에게 오디오 형태로 페이스메이커를 해주거나 효율적인 러닝을 위한 트레이닝 컨텐츠 등을 제공하는 서비스다 현대자동차 사내벤처팀인 롤러마켓 의 비즈니스 모델은 자율주행 목적기반모빌리티 커머스 플랫폼으로 교통 인프라가 부족한 지역 내에서 이동을 원하는 사용자에게 자율주행 모빌리티를 제공하는 온디맨드 서비스 모델이다 두 사내벤처는 위치기반 서비스를 바탕으로 한 연계 비즈니스 모델을 개발해 나갈 예정이다 코오롱인더스트리 노정석 상무는 이번 를 통해 양 사의 폭넓은 사업 영역 안에서 다양하고 유기적인 벤처간 협업이 실현되도록 기반을 마련해 고객에게 새로운 경험과 편리를 제공할 수 있는 기회로 삼을 것 이라고 밝혔다 코오롱인더스트리는 활발한 사내벤처 육성을 위해 억원 규모의 사내벤처 펀드를 조성해 운영하고 있다 사업영역을 불문하고 창의적인 사업 아이템으로 선정이 되면 높은 인센티브를 제공하고 해당 스타트업에 지분 참여 등으로 제안자 스스로 전문성과 주도권을 갖고 신사업에 집중할 수 있도록 뒷받침한다 이번에 처음 선정된 사내벤처팀 팔짝 은 이번 를 계기로 년 상반기에 베타 버전의 어플리케이션을 런칭해 본격적으로 사업화에 나선다 안태호 기자
4,2021-05-11,"코오롱인더, 현대차와 손잡고 사내벤처 육성에 시동",년 사내벤처 이어 현대차와 사내벤처 운영 사업화 협력키로 이데일리 경계영 기자 코오롱인더스트리가 현대자동차와 손잡고 사내벤처 육성을 본격화한다 코오롱인더 스트리는 현대차 와 일 사내벤처 운영 협력을 위한 양해각서 를 체결했다 이들은 각사 사내벤처 운영과 관련해 상호유기 협조 체제를 구축하고 사내벤처 프로그램의 운영 사업화 협력 사내벤처팀 간 서비스 개발 운영 사내벤처팀의 서비스 확대 사업화 등을 협력하기로 했다 앞서 장희구 코오롱인더스트리 대표 사장 가 년 사내벤처 프로그램 벤처스 아이디어를 모집하며 사내벤처 프로그램이 성공을 넘어 창의적이고 도전적인 기업문화를 불러일으키고 코오롱의 미래 가치를 창출하는 불씨가 되도록 우리 모두 도전해보자 고 당부하는 등 코오롱인더스트리는 사내벤처에 공들이고 있다 의 첫 결실은 코오롱인더스트리의 사내벤처팀 팔짝 과 현대차 사내벤처팀 롤러마켓 이 위치기반 서비스와 관련한 업무 제휴다 팔짝은 러닝 운동하는 사용자를 위한 오디오 코칭을 롤러마켓은 자율주행 목적기반모빌리티 커머스 플랫폼으로 교통 인프라가 부족한 지역에서 이동하려는 사용자에게 자율주행 모빌리티 서비스를 각각 제공한다 이들 팀은 위치기반 서비스를 바탕으로 연계 비즈니스 모델을 개발할 예정이다 코오롱인더스트리에서 를 총괄하는 노정석 기획담당 상무는 이번 를 통해 양 사의 폭넓은 사업 영역 안에서 다양하고 유기적 벤처 간 협업이 실현되도록 기반을 마련해 고객에게 새로운 경험과 편리를 제공할 수 있는 기회로 삼을 것 이라고 말했다 현재 코오롱인더스트리는 사내벤처를 육성하려 억원 규모의 사내벤처 펀드를 조성해 운영한다 사업 영역에 관계 없이 창의적 사업 아이템으로 선정되면 인센티브를 제공하고 스타트업에 지분 참여하는 등 제안자 스스로 전문성과 주도권을 갖고 신사업에 집중할 수 있도록 뒷받침한다 팔짝 역시 이번 를 계기로 올해 상반기 베타 버전의 앱을 출시하고 사업화할 계획이다 이뿐 아니라 지난 월 를 통해 터치 직접회로 개발업체 지 터치에 투자하는 등 외부 벤처기업에도 투자한다 장희구 코오롱인더스트리 사장 사진 코오롱인더스트리 경계영
5,2021-05-11,"코오롱인더, 현대차와 사내벤처 협업",코오롱인더 사내벤처 팔짝 과 현대차 롤러마켓 위치기반 서비스 모델 개발 헤럴드경제 정세희 기자 코오롱인더스트리와 현대자동차가는 사내벤처 운영 협력을 위한 양해각서 를 체결했다고 일 밝혔다 두 회사는 각 사의 사내벤처 운영과 관련해 상호 유기적인 협조 체제를 구축할 예정이다 양 사는 향후 사내벤처 프로그램의 운영 및 사업화 사내벤처팀 간에 서비스 개발 및 운영 사내벤처팀들의 서비스 확대 및 사업화 방안 등을 협력하기로 했다 첫 사례로 코오롱인더스트리의 사내벤처팀인 팔짝 과 현대자동차 사내벤처팀인 롤러마켓 이 위치기반 서비스와 관련한 업무 제휴를 진행한다 코오롱인더스트리 사내벤처팀인 팔짝 이 개발한 비즈니스 모델은 러닝운동을 하는 사용자들을 위한 오디오 코칭 모바일앱이다 사용자들에게 오디오 형태로 페이스메이커를 해주거나 효율적인 러닝을 위한 트레이닝 컨텐츠 등을 제공하는 서비스다 현대자동차 사내벤처팀인 롤러마켓 의 비즈니스 모델은 자율주행 목적기반모빌리티 커머스 플랫폼으로 교통 인프라가 부족한 지역 내에서 이동을 원하는 사용자에게 자율주행 모빌리티를 제공하는 온디맨드 서비스 모델이다 팔짝 과 롤러마켓 은 앞으로 위치기반 서비스를 바탕으로 한 연계 비즈니스 모델을 개발해 나갈 예정이다 노정석 코오롱인더스트리의 를 총괄하고 있는 기획담당 상무는 이번 를 통해 양 사의 폭넓은 사업 영역 안에서 다양하고 유기적인 벤처간 협업이 실현되도록 기반을 마련해 고객에게 새로운 경험과 편리를 제공할 수 있는 기회로 삼을 것 이라고 밝혔다
6,2021-05-11,"현대차, 2021 그랜저 출시…스페셜 트림 '르블랑' 추가",아시아경제 이기민 기자 현대자동차가 새로운 트림과 안전 및 편의사양을 확대한 그랜저 를 출시한다고 일 밝혔다 현대차는 소비자 선택의 폭을 넓히기 위해 그랜저 가솔린 하이브리드 모델에 신규 인테리어 컬러와 고객 선호 사양이 적용된 스페셜 트림 르블랑 을 새롭게 추가했다 르블랑은 하얀색을 뜻하는 프랑스어로 베이지 시트 와 블랙 색상이 조합된 인테리어가 적용돼 그랜저에 밝고 고급스러운 이미지를 더했다 뿐만 아니라 사용자의 안전과 편의성을 위해 고속도로 주행 보조 후측방 충돌방지 보조 컬러 클러스터 엠비언트 무드램프 터치식 공조 컨트롤러 후측방 모니터 서라운드 뷰 모니터 앞좌석 통풍시트 등 고객 선호 사양을 기본화했다 특히 르블랑 트림에서 가솔린 엔진을 선택할 경우 카본 소재의 사이드미러와 리어 스포일러 알칸타라 소재의 스티어링 휠과 센터 콘솔 암레스트 등으로 구성된 르블랑 퍼포먼스 패키지 가 기본 적용된다 또한 현대차는 기존 프리미엄 익스클루시브 캘리그래피 트림에 안전 편의사양을 추가하고 가격 인상은 최소화해 상품성과 가격 경쟁력을 높였다 프리미엄 트림의 경우 이중접합 차음유리 열 도어 추가 자외선 차단 유리를 기본 적용했고 익스클루시브 트림은 리모트 도 뷰 내 차 주변 영상 기능을 기본으로 탑재했다 캘리그래피 트림에는 카키 베이지 베이지 시트 신규 내장 컬러를 추가했다 그랜저는 기존 트림에서 운영하던 일부 선택사양을 기본화하고 상품성을 강화했음에도 가격 인상을 만 만원으로 최소화해 가격 경쟁력을 갖췄다 그랜저의 판매 가격 개별소비세 반영 기준 은 가솔린 모델 프리미엄 만원 르블랑 만원 익스클루시브 만원 캘리그래피 만원이다 가솔린 모델의 경우 프리미엄 만 원 르블랑 만 원 익스클루시브 만원 캘리그래피 만 원이다 하이브리드 모델의 판매 가격은 프리미엄 만원 르블랑 만원 익스클루시브 만원 캘리그래피 만 원이다 현대차 관계자는 이번에 새롭게 선보인 그랜저 르블랑 은 블랙과 베이지 컬러의 인테리어와 고객 선호사양으로 구성돼 높은 상품성을 갖췄다 며 상품성과 가격 경쟁력을 강화한 그랜저가 세단 시장의 성장을 지속적으로 주도해 나갈 것으로 기대한다 고 밝혔다 한편 현대차는 후방 주차 충돌방지 보조 리모트 도뷰 이중접합 차음유리 등의 안전 편의사양을 갖춘 그랜저의 상품성을 전달하기 위해 성공에 관하여 캠페인을 전개한다 이기민 기자
7,2021-05-11,"현대차, '2021 그랜저' 출시…""스페셜 트림 르블랑 추가""",우아하고 세련된 감성의 스페셜 트림 르블랑 추가 고속도로 주행 보조 후측방 충돌방지 보조 등 사양 기본 적용 트림별 일부 선택사양 기본화하면서 가격 인상 최소화 이데일리 손의연 기자 현대자동차 가 안전 편의 사양을 확대 적용한 그랜저 를 출시한다고 일 밝혔다 우아하고 세련된 감성의 스페셜 트림 르블랑 을 추가해 고객 선택의 폭도 넓혔다 현대자동차 그랜저 사진 현대차 그랜저는 가솔린 하이브리드 모델에 신규 인테리어 컬러와 고객 선호 사양이 적용된 스페셜 트림 르블랑 을 새롭게 추가해 소비자 선택의 폭을 넓힌 점이 특징이다 또 기존 프리미엄 익스클루시브 캘리그래피 트림에 안전 편의사양을 추가하고 가격 인상은 최소화해 상품성과 가격 경쟁력을 높였다 트림명 르블랑 은 하얀색 을 의미하는 프랑스어로 베이지 시트 와 블랙 컬러의 새로운 조합의 인테리어가 적용돼 그랜저에 밝고 고급스러운 이미지를 더했다 현대차는 그랜저에 고속도로 주행 보조 후측방 충돌방지 보조 컬러 클러스터 엠비언트 무드램프 터치식 공조 컨트롤러 후측방 모니터 서라운드 뷰 모니터 앞좌석 통풍시트 등 고객 선호사양을 기본화해 사용자의 안전과 편의성을 높였다 르블랑 트림에서 가솔린 엔진을 선택할 경우 카본 소재의 사이드미러 리어 스포일러 알칸타라 소재의 스티어링 휠 센터 콘솔 암레스트 등으로 구성된 르블랑 퍼포먼스 패키지 가 기본 적용된다 그랜저는 기존 트림에서 운영하던 일부 선택사양을 기본화하고 상품성을 강화했음에도 불구하고 가격 인상을 최소 만 원에서 최대 만 원으로 최소화해 가격 경쟁력을 높였다 현대자동차 그랜저 르블랑 트림 내부 사진 현대차 프리미엄 트림 경우 이중접합 차음유리 열 도어 추가 자외선 차단 유리를 기본 적용했다 익스클루시브 트림은 리모트 도 뷰 내 차 주변 영상 기능을 기본 적용해 상품성을 강화했다 캘리그래피 트림에는 카키 베이지 베이지 시트 신규 내장 컬러를 추가해 인테리어 선택의 폭을 확대했다 그랜저 판매 가격은 가솔린 모델 프리미엄 만 원 르블랑 만 원 익스클루시브 만 원 캘리그래피 만 원이다 가솔린 모델 경우 프리미엄 만 원 르블랑 만 원 익스클루시브 만 원 캘리그래피 만 원이다 개별소비세 반영 기준 하이브리드 모델의 판매 가격은 프리미엄 만 원 르블랑 만 원 익스클루시브 만 원 캘리그래피 만 원이다 하이브리드 세제혜택 및 개별소비세 반영 기준 현대차 관계자는 이번에 새롭게 선보인 그랜저 르블랑 은 블랙과 베이지 컬러의 인테리어와 고객 선호사양으로 구성돼 높은 상품성을 갖췄다 며 상품성과 가격 경쟁력을 강화한 그랜저가 세단 시장의 성장을 지속적으로 주도해 나갈 것으로 기대한다 고 밝혔다 한편 현대차는 그랜저의 상품성을 전달하기 위해 성공에 관하여 캠페인을 전개한다 운전자와 승객을 배려하는 그랜저의 기술을 소개한다 손의연
8,2021-05-11,현대차 '2021 그랜저' 출시...상품성·가격 경쟁력 높여,등 고객 선호사양 기본화 스페셜 트림 르블랑 추가 판매 가격 만원부터 파이낸셜뉴스 현대자동차가 안전 및 편의 사양을 확대 적용한 그랜저 를 출시했다 일 현대차에 따르면 그랜저는 가솔린 하이브리드 모델에 신규 인테리어 컬러와 고객 선호 사양이 적용된 스페셜 트림 르블랑 을 새롭게 추가해 소비자 선택의 폭을 넓힌 점이 특징이다 또 기존 프리미엄 익스클루시브 캘리그래피 트림에 안전 편의사양을 추가하고 가격 인상은 최소화해 상품성과 가격 경쟁력을 높였다 현대자동차 그랜저 현대자동차 그랜저 트림명 르블랑 은 하얀색 을 의미하는 프랑스어로 베이지 시트 와 블랙 컬러의 새로운 조합의 인테리어가 적용돼 그랜저에 밝고 고급스러운 이미지를 더했다 또 고속도로 주행 보조 후측방 충돌방지 보조 컬러 클러스터 엠비언트 무드램프 터치식 공조 컨트롤러 후측방 모니터 서라운드 뷰 모니터 앞좌석 통풍시트 등 고객 선호사양을 기본화했다 그랜저는 기존 트림에서 운영하던 일부 선택사양을 기본화하고 상품성을 강화한 반면 가격 인상을 최대 만원으로 최소화 했다 프리미엄 트림의 경우 이중접합 차음유리 열 도어 추가 자외선 차단 유리를 기본 적용하고 익스클루시브 트림은 리모트 도 뷰 내 차 주변 영상 기능을 기본 적용해 상품성을 강화했다 캘리그래피 트림에는 카키 베이지 베이지 시트 신규 내장 컬러를 추가해 인테리어 선택의 폭을 확대했다 그랜저 판매 가격은 가솔린 모델 프리미엄 만원 르블랑 만원 익스클루시브 만원 캘리그래피 만원이며 가솔린 모델 프리미엄 만원 르블랑 만원 익스클루시브 만원 캘리그래피 만원이다 개별소비세 반영 기준 하이브리드 모델의 판매 가격은 프리미엄 만원 르블랑 만원 익스클루시브 만원 캘리그래피 만 원이다 하이브리드 세제혜택 및 개별소비세 반영 기준 현대차 관계자는 이번에 새롭게 선보인 그랜저 르블랑 은 블랙과 베이지 컬러의 인테리어와 고객 선호사양으로 구성돼 높은 상품성을 갖췄다 며 상품성과 가격 경쟁력을 강화한 그랜저가 세단 시장의 성장을 지속적으로 주도해 나갈 것으로 기대한다 고 말했다 김병덕 기자
9,2021-05-11,임단협 앞둔 현대車 노조 사업계획 보니...호봉승급분 확대에 정년연장까...,전운 감도는 완성차 임단협 현대차 연 호봉 승급 호봉 확대 정년 연장 걸고 강경 투쟁 예고 기아도 기본급 인상 정년연장 내걸어 자동차 산업 위기인데 밥그릇 챙기기 도 넘어 서울경제 미래자동차 전환과 반도체 품귀 자국 중심주의 확산 등으로 국내 자동차 산업이 위기에 빠진 가운데 맏형 격인 현대자동차 노동조합이 올해 전례 없는 임금 인상과 정년 연장 등을 내걸며 강경 투쟁을 예고하고 있다 막대한 투자와 생산 유연성 확보 등으로 미래차 전환을 앞당겨야 하는 상황에서 노조의 밥그릇 챙기기가 도를 넘고 있다는 지적이 나온다 일 자동차 업계에 따르면 현대차 노조는 올해 사업 계획에 매년 호봉씩 올라가는 호봉자동승급분을 호봉으로 확대하고 정년을 실질적으로 늘리며 완성차 사와 연계해 임단협 투쟁을 벌인다는 내용을 담았다 현대차 노조는 금속노조의 지침에 따라 올해 기본급 월 만 원 인상안을 내놓을 것으로 보이는데 여기에 호봉승급을 현재의 연 호봉에서 호봉으로 확대해 실질적으로 더 큰 폭의 임금 인상을 요구하겠다는 것으로 풀이된다 현대차의 호봉은 만 만 원에 불과하지만 확대된 호봉승급분은 매년 누적되면서 기본급 베이스를 높이고 특근 잔업 연월차 수당을 올리는 효과가 있다 현대차 노조는 지난해 시니어 촉탁직을 통해 정년을 맞은 직원이 년 더 일할 수 있도록 했으나 올해는 아예 정년 연장을 요구하는 방안도 검토하고 있다 현대차 노조는 일 대의원 회의를 열어 임단협 요구안을 확정한다 업계 관계자는 최종 요구안에 사업 계획이 얼마나 반영될지는 미정이나 강도 높은 사업 계획안을 보면 강경 투쟁을 예고하는 것만은 확실하다 고 전했다 이날 임시 대의원 대회를 연 기아 노조도 기본급 월 만 원 인상 정년 세로 연장 영업이익 성과급 지급 등을 요구할 계획이다 위기의 자동차 산업 헌대차와 기아의 이런 움직임은 노사협력을 다짐했던 지난해와는 전혀 다르다 지난해 월 일 정의선 현대차그룹 회장은 현대차 울산 공장에서 이상수 현대차 지부장과 오찬을 갖고 발전적 노사 관계 를 위한 협력 방안을 논의했다 당시 정 회장은 전기차로 인한 신산업 시대에 산업의 격변을 노사가 함께 헤쳐나가야 한다 며 노사 협력을 당부했다 이에 이 지부장도 함께 노력하자 고 화답했다 정 회장과 이 지부장 간 이례적인 만남은 그보다 한 달 앞선 지난해 월 현대차 노사가 무분규로 년 만의 임금동결을 합의한 데 따른 의기 투합의 성격이 강했다 코로나 라는 전대미문의 위기를 극복하고 미래 차로의 전환을 위해 노사가 합심하겠다는 대내외적인 선언이기도 했다 하지만 이런 협력 선언은 올해 기대하기 힘들 것으로 전망된다 우리 자동차 산업의 위기에도 불구하고 현대차와 기아를 비롯한 자동차 산업 노조가 어느 때보다 강경한 임단협 투쟁을 예고하고 있기 때문이다 한국 자동차 산업은 지난 년을 기점으로 내리막을 타고 있다 현대차와 기아를 포함한 국내 자동차 사의 국내 생산 대수는 년 만여 대에서 지속적으로 줄어 지난해에는 만여 대로 고꾸라졌다 매년 생산 대수가 만 만 대씩 줄어왔던 점을 감안하면 지난해 만 대 이상 줄어든 것을 단순히 코로나 로 인한 일시적 위축이라고 볼 수는 없다는 게 자동차 업계의 진단이다 이항구 한국자동차연구원 박사는 국내 자동차 생산 감소는 외국계 사뿐 아니라 현대차와 기아의 판매량이 지속적으로 줄어드는 등 경쟁력이 약화됐기 때문 이라며 여기에 국내 공장의 생산성이 다른 국가에 비해 떨어지다 보니 생산량이 줄어드는 것 이라고 말했다 실제 현대차와 기아의 글로벌 판매량은 년 만여 대에서 지난해 만여 대로 빠졌다 미래차 경쟁력도 갈수록 약화되고 있다 세일즈에 따르면 미래차의 핵심인 순수 전기차 의 경우 현대차 기아는 지난해 분기만 해도 판매량 기준 테슬라 르노닛산 폭스바겐에 이어 글로벌 위에 올랐다 중국 업체 중에서는 현대차 기아를 앞서는 곳이 전무했다 하지만 올해 분기에는 상황이 완전히 바뀌었다 테슬라에 이어 중국의 상하이자동차 가 위로 껑충 뛰어올랐고 중국의 비야디 가 위권에 진입했다 현대차 기아는 위 밖으로 밀려났다 현대차 기아가 아이오닉 와 등으로 시장 공략에 나서고 있지만 브랜드 경쟁력에서는 테슬라에 밀리고 가격과 물량 공세에서는 중국 업체에 뒤처지는 형국이다 앞으로의 전망도 밝지 않다 도요타는 오는 년까지 꿈의 배터리라 불리는 전고체 배터리 양산 체제를 구축해 전기차 시장에서도 글로벌 톱 도약을 노리고 있으며 도 년까지 전고체 배터리 탑재를 목표로 하고 있다 반면 현대차 기아는 년 전고체 배터리 탑재 차량 시범 생산에 이어 년 양산에 들어간다는 계획이지만 다른 완성차 업체에 비해 다소 늦다는 지적이 나온다 자동차 노사 원팀 으로 협력해야 상황이 이런데도 노조는 기본급 인상 및 호봉승급분 확대 정년 연장 등 생산성 향상과는 거리가 먼 구시대적인 요구를 남발하고 있다 차 산업혁명과 미래 차로의 전환을 앞두고 글로벌 산업계는 직무급 중심으로의 임금체계 개편 고용 유연화 등을 추구하는데 우리 자동차 업계 노조는 이런 흐름을 거스르고 있다는 것이다 더구나 올해는 현대차그룹 사무직 노조 출범과 이 지부장의 임기 만료 등과 맞물려 임단협 투쟁 강도가 높아질 것이라는 관측이 나온다 업계 관계자는 지난해에는 노조가 기본급을 동결하는 대신 정년 연장과 유사한 시니어촉탁직 도입 등을 얻어내는 데 성공했지만 올해는 기본급 동결에 반발하는 사무직 노조의 출범으로 이마저 쉽지 않을 것 이라며 험난한 임단협이 예상된다 고 했다 전문가들 사이에서는 노조가 임금 인상 복지 확대 등과 함께 미래 차 시대에 맞는 생산 유연화 등을 사측과 논의해야 한다는 목소리가 커지고 있다 업계 관계자는 올해 초 현대차의 첫 전기차 전용 모델 아이오닉 생산과 관련해 노사가 맨아워 생산에 투입될 인원수 를 두고 갈등을 벌이다 생산 시기를 놓친 것은 경직된 생산 현장의 민낯을 보여준 것 이라며 부품 수가 이상 줄어드는 전기차 시대의 도래 주문형 차량 확대 등의 시대 변화에 맞는 임금체계와 생산 현장의 유연화 등을 노사가 고민해야 한다 고 말했다 이와 함께 온라인 판매 중고차 시장 개방 등을 서둘러야 한다는 지적도 나온다 김주홍 자동차산업협회 상무는 수입차에 비해 역차별을 받는 국내 자동차 업체의 경쟁력 향상을 위해 완성차의 중고차 시장 진입을 허용하고 노조의 반대에 막혀 있는 비대면 자동차 판매 등 확대해 생산뿐 아니라 판매 부문의 경쟁력도 높여야 한다 고 말했다 김능현 기자
