,날짜,기사제목,본문내용
0,2021-04-09,"우리은행, 네이버와 잇단 제휴…디지털 파트너로 '찜'",우리은행 네이버 디지털 혁신 사업 올해 들어서만 네이버와 두 번째 업무협약 우리은행 행장 권광석 사진 이 디지털 경쟁력 강화를 위한 파트너로 네이버를 점찍었다 플랫폼화가 은행권 최대 화두로 떠오른 가운데 자체적인 플랫폼 육성 대신 시장에 안착한 플랫폼 사업자와 협업을 택한 모양새다 우리은행은 일 네이버와 금융과 를 융합한 디지털 혁신 사업 추진을 위한 전략적 업무협약을 체결했다고 밝혔다 올해 초 소상공인 대출 시장 공략을 위해 네이버의 금융계열사 네이버 파이낸셜과 손잡은데 이어 이번에는 네이버 본사와 손을 잡았다 이번 협약에 따라 양사는 금융과 플랫폼 서비스를 기반으로 한 디지털 신사업 기회 공동 발굴 등에서 협력을 이어나간다는 계획이다 구체적으로 이번 협약을 통해 양사는 세대를 위한 금융과 플랫폼 서비스를 연계한 콘텐츠 개발 및 공동 마케팅 우리은행과 네이버 인증서 이용 확대 협력 네이버 전자문서 자격증 서비스 연계한 이용자 혜택 강화 기업간 소비자간 거래 대상 금융과 플랫폼 융합 서비스 패키지 공동 개발 등을 추진해 나갈 계획이다 양 사의 첫 협력 작품은 대학교 스마트 캠퍼스 사업이다 양사는 대학생과 교직원을 대상으로 우리은행과 네이버 인증서를 통한 온라인 간편인증 우리은행 등록금 수납 서비스와 네이버 전자문서를 연계한 간편수납 교내 전용 간편결제 송금 등의 서비스를 내놓기로 했다 우리은행 관계자는 양사의 금융과 포털서비스 분야에서 축적된 노하우를 융합해 차별화된 혁신서비스를 제공하 나가겠다 며 이번 협약을 바탕으로 협력 체계를 공고히 해 신규 사업을 지속 발굴해 나갈 것 이라고 말했다 우리은행은 올해 월에도 네이버의 금융자회사 네이버 파이낸셜과 손잡고 금융과 플랫폼 기술을 결합한 디지털 융복합 상품 개발 및 플랫폼 금융서비스 제공 등에 적극 협력하기로 한 바 있다 이경남
1,2021-04-09,"우리은행, 네이버와 디지털 혁신사업 추진 업무협약 체결",디지털 신사업 기회 공동 발굴 등 상호 협력 강화 대학교 스마트 캠퍼스 사업 공동 추진 우리은행은 경기도 성남시 소재 네이버 본사 그린팩토리에서 네이버와 금융 혁신 융합 사업 공동 추진을 위한 전략적 업무 제휴 협약 을 체결했다 황원철 오른쪽 우리은행 추진단장이 유봉석 왼쪽 네이버 서비스 운영총괄과 기념촬영을 하고 있다 사진 우리은행 우리금융지주의 자회사 우리은행은 네이버와 금융 를 융합한 디지털 혁신사업 추진을 위한 전략적 업무협약을 체결했다고 일 밝혔다 우리은행과 네이버는 금융과 플랫폼 서비스를 기반으로 디지털 신사업 기회 공동 발굴 등 지속적인 상호 협력을 이어나가기로 했다 이날 협약식엔 황원철 우리은행 추진단장과 유봉석 네이버 서비스 운영총괄 등 양사의 주요 관계자가 참석했다 이번 협약을 통해 세대를 위한 금융과 플랫폼 서비스를 연계한 콘텐츠 개발 및 공동 마케팅 우리은행과 네이버 인증서 이용 확대 협력 네이버 전자문서 자격증 서비스 연계한 이용자 혜택 강화 기업간 소비자간 거래 대상 금융과 플랫폼 융합 서비스 패키지 공동 개발 등을 추진해 나갈 계획이다 먼저 양사는 대학교 스마트 캠퍼스 사업을 공동 추진한다 대학생 및 교직원 대상 우리은행과 네이버 인증서를 통한 온라인 간편인증 및 우리은행 등록금 수납 서비스와 네이버 전자문서를 연계한 간편수납과 교내 전용 간편결제 간편송금 등을 제공할 예정이다 우리은행 관계자는 양사의 금융과 포털서비스 분야에서 축적된 노하우를 융합해 차별화된 혁신서비스를 제공할 예정 이라며 이번 협약을 바탕으로 협력체계를 공고히 해 신규 사업을 지속적으로 발굴해 나갈 것 이라고 밝혔다 고은빛 한경닷컴 기자
2,2021-04-09,우리은행-네이버 업무협약 체결,혁신사업 추진 예정 우리은행은 경기도 성남시 소재 네이버 본사 그린팩토리에서 네이버와 금융 혁신 융합 사업 공동 추진을 위한 전략적 업무 제휴 협약 을 체결했다 황원철 오른쪽 우리은행 추진단장이 유봉석 왼쪽 네이버 서비스 운영총괄과 기념촬영을 하고 있다 헤럴드경제 박자연 기자 우리은행은 네이버와 금융 를 융합한 디지털 혁신사업 추진을 위한 전략적 업무협약을 체결했다고 일 밝혔다 이날 협약식에는 황원철 우리은행 추진단장과 유봉석 네이버 서비스 운영총괄 등 양사의 주요 관계자가 참석했다 우리은행과 네이버는 금융과 플랫폼 서비스를 기반으로 한 디지털 신사업 기회 공동 발굴 등 지속적인 상호 협력을 이어나가기로 했다 이번 협약을 통해 세대를 위한 금융과 플랫폼 서비스를 연계한 콘텐츠 개발 및 공동 마케팅 우리은행과 네이버 인증서 이용 확대 협력 네이버 전자문서 자격증 서비스 연계한 이용자 혜택 강화 기업간 소비자간 거래 대상 금융과 플랫폼 융합 서비스 패키지 공동 개발 등을 추진해 나갈 계획이다 또 대학교 스마트 캠퍼스 사업을 공동 추진키로 했다 네이버 인증서를 통해 대학생 및 교직원의 온라인 간편인증 등록금 수납 서비스를 제공한다 또 네이버 전자문서를 연계한 간편수납과 교내 전용 간편결제 간편송금 등을 선보일 예정이다 우리은행 관계자는 양사의 금융과 포털서비스 분야에서 축적된 노하우를 융합해 차별화된 혁신서비스를 제공할 예정 이라며 이번 협약을 바탕으로 협력체계를 공고히 해 신규 사업을 지속적으로 발굴해 나갈 것 이라고 말했다
3,2021-04-09,"우리은행·네이버, 디지털 혁신사업 공동 추진",디지털 신사업 기회 발굴 대학교 스마트 캠퍼스 사업 추진 황원철 오른쪽 우리은행 추진단장이 유봉석 네이버 서비스 운영총괄과 기념촬영을 하고 있다 헤럴드경제 이승환 기자 우리은행은 네이버와 금융 를 융합한 디지털 혁신사업 추진을 위한 전략적 업무협약을 체결했다고 일 밝혔다 이날 협약식에는 황원철 우리은행 추진단장과 유봉석 네이버 서비스 운영총괄 등 양사의 주요 관계자가 참석했다 양사는 금융과 플랫폼 서비스를 기반으로 한 디지털 신사업 기회 공동 발굴 등 지속적인 상호 협력을 이어나가기로 했다 이번 협약을 통해 세대를 위한 금융과 플랫폼 서비스를 연계한 콘텐츠 개발 및 공동 마케팅 우리은행과 네이버 인증서 이용 확대 협력 네이버 전자문서 자격증 서비스 연계한 이용자 혜택 강화 기업간 소비자간 거래 대상 금융과 플랫폼 융합 서비스 패키지 공동 개발 등을 추진해 나갈 계획이다 우선 양사는 대학교 스마트 캠퍼스 사업을 공동 추진하기로 했다 대학생 및 교직원 대상 우리은행과 네이버 인증서를 통한 온라인 간편인증 및 우리은행 등록금 수납 서비스와 네이버 전자문서를 연계한 간편수납과 교내 전용 간편결제 간편송금 등을 제공할 예정이다 우리은행 관계자는 양사의 금융과 포털서비스 분야에서 축적된 노하우를 융합해 차별화된 혁신서비스를 제공할 예정 이라며 이번 협약을 바탕으로 협력체계를 공고히 해 신규 사업을 지속적으로 발굴해 나갈 것 이라고 말했다
4,2021-04-09,"우리은행, 디지털 혁신 사업 추진 위해 네이버와 맞손",우리금융지주의 자회사 우리은행은 네이버와 금융 를 융합한 디지털 혁신사업 추진을 위한 전략적 업무협약을 체결했다고 일 밝혔다 이날 협약식에는 황원철 우리은행 추진단장과 유봉석 네이버 서비스 운영총괄 등 양사의 주요 관계자가 참석했다 금융과 플랫폼 서비스를 기반으로 한 디지털 신사업 기회 공동 발굴 등 지속적인 상호 협력을 이어나가기로 했다 우리은행은 경기도 성남시 소재 네이버 본사 그린팩토리에서 네이버와 금융 혁신 융합 사업 공동 추진을 위한 전략적 업무 제휴 협약 을 체결했다 황원철 오른쪽 우리은행 추진단장이 유봉석 네이버 서비스 운영총괄과 기념촬영을 하고 있다 우리은행 제공 이번 협약을 통해 세대를 위한 금융과 플랫폼 서비스를 연계한 콘텐츠 개발 및 공동 마케팅 우리은행과 네이버 인증서 이용 확대 협력 네이버 전자문서 자격증 서비스 연계한 이용자 혜택 강화 기업 간 소비자 간 거래 대상 금융과 플랫폼 융합 서비스 패키지 공동 개발 등을 추진해 나갈 계획이다 우선 양사는 대학교 스마트 캠퍼스 사업을 공동 추진하기로 했다 대학생 및 교직원 대상 우리은행과 네이버 인증서를 통한 온라인 간편인증 및 우리은행 등록금 수납 서비스와 네이버 전자문서를 연계한 간편 수납과 교내 전용 간편결제 간편송금 등을 제공할 예정이다 박소정 기자
5,2021-04-09,"우리은행-네이버, 대학교 스마트캠퍼스 사업 공동 추진",디지털 혁신사업 추진 업무협약 체결 금융 융합 디지털 신사업 기회 공동 발굴 황원철 우리은행 추진단장 오른쪽 과 유봉석 네이버 서비스 운영총괄이 업무협약을 체결한 후 기념촬영을 하고 있다 우리은행 제공 이데일리 이진철 기자 우리은행이 인터넷포털 네이버와 금융과 플랫폼 서비스를 기반으로 한 디지털 신사업 발굴에 협력하기로 했다 우리은행은 네이버와 금융 정보통신 을 융합한 디지털 혁신사업 추진을 위한 전략적 업무협약을 체결했다고 일 밝혔다 이번 협약을 통해 세대를 위한 금융과 플랫폼 서비스를 연계한 콘텐츠 개발 및 공동 마케팅 우리은행과 네이버 인증서 이용 확대 협력을 하기로 했다 또 네이버 전자문서 자격증 서비스 연계한 이용자 혜택 강화 기업간 소비자간 거래 대상 금융과 플랫폼 융합 서비스 패키지 공동 개발 등을 추진해 나갈 계획이다 양사는 대학교 스마트 캠퍼스 사업을 공동 추진하기로 했다 대학생 및 교직원 대상 우리은행과 네이버 인증서를 통한 온라인 간편인증 및 우리은행 등록금 수납 서비스와 네이버 전자문서를 연계한 간편수납과 교내 전용 간편결제 간편송금 등을 제공할 예정이다 우리은행 관계자는 양사의 금융과 포털서비스 분야에서 축적된 노하우를 융합해 차별화된 혁신서비스를 제공할 예정 이라며 이번 협약을 바탕으로 협력체계를 공고히 해 신규 사업을 지속적으로 발굴해 나갈 것 이라고 말했다 이진철
6,2021-04-09,"우리銀, 네이버와 디지털 혁신사업 추진 업무협약 체결",황원철 우리은행 추진단장 오른쪽 과 유봉석 네이버 서비스 운영총괄이 금융 혁신 융합 사업 공동 추진을 위한 전략적 업무 제휴 협약 후 기념촬영을 하고 있다 아시아경제 이광호 기자 우리은행은 네이버와 금융 를 융합한 디지털 혁신사업 추진을 위한 전략적 업무협약을 체결했다고 일 밝혔다 양사는 이번 협약을 통해 세대를 위한 금융과 플랫폼 서비스를 연계한 콘텐츠 개발 및 공동 마케팅 우리은행과 네이버 인증서 이용 확대 협력 네이버 전자문서 자격증 서비스 연계한 이용자 혜택 강화 기업간 소비자간 거래 대상 금융과 플랫폼 융합 서비스 패키지 공동 개발 등을 추진해 나갈 계획이다 먼저 양사는 대학교 스마트 캠퍼스 사업을 공동 추진하기로 했다 대학생 및 교직원 대상 우리은행과 네이버 인증서를 통한 온라인 간편인증 및 우리은행 등록금 수납 서비스와 네이버 전자문서를 연계한 간편수납과 교내 전용 간편결제 간편송금 등을 제공할 예정이다 우리은행 관계자는 양사의 금융과 포털서비스 분야에서 축적된 노하우를 융합해 차별화된 혁신서비스를 제공할 예정 이라며 이번 협약을 바탕으로 협력체계를 공고히 해 신규 사업을 지속적으로 발굴해 나갈 것 이라고 말했다 이광호 기자
7,2021-04-09,네이버클라우드 스마트워크 패키지 출시…산업별 솔루션 공략,머니투데이 백지수 기자 네이버클라우드 가 소상공인과 스타트업 대기업 등 각각 다른 기업 업무 환경에 맞춰 클라우드 기반 서비스형 소프트웨어 묶음을 제공하는 네이버클라우드 포 스마트워크 를 선보인다고 일 밝혔다 네이버클라우드 포 스마트워크는 협업도구 네이버웍스와 네이버의 기업 정보 시스템 워크플레이스 파일 공유 서비스 워크박스 가 네이버클라우드 플랫폼을 통해 통합 제공되는 패키지 솔루션이다 네이버클라우드 포 스마트워크는 복수의 솔루션을 아이디 하나로 한 개 솔루션처럼 사용하도록 유기적으로 연계한 점이 특징이다 또 스마트워크 안에 음성 인공지능 인 클로바 와 번역 도구인 파파고 등 활용 지능형 서비스도 추가했다 스마트워크 중 네이버웍스에 자동 통번역 기능을 기본 제공하고 광학문자인식 과 봇 기능이 신규 기능으로 추가됐다 비전문가도 분이면 설정을 할 수 있도록 고안해 사용자 장벽도 낮췄다는 설명이다 네이버클라우드는 이를 헬스케어와 교육 전자상거래 콜센터 등 산업군과 사용 유형별로 특화한 고객 맞춤형 버티컬 솔루션 을 제공하는 것을 올해 목표로 삼고 영업에 집중한다고 설명했다 버티컬 솔루션을 지속적으로 선보여 클라우드와 인공지능 업무 협업 도구 등 비즈니스에 필요한 서비스를 패키지화해 기업의 기술 도입을 가속화하려는 전략이다 장근창 네이버클라우드 서비스전략 사업기획 담당 수석은 버티컬 솔루션을 포함해 도입이 어렵게 여겨지는 다양한 기업간 거래 솔루션을 산업과 사용 유형에 따라 가장 편리하게 사용할 수 있는 서비스를 제공할 계획 이라고 밀했다 백지수 기자
8,2021-04-09,"네이버, 우리銀 손잡고 대학교 스마트 캠퍼스 구축",유봉석 네이버 서비스운영 총괄 왼쪽 과 황원철 우리은행 추진단장이 일 성남에 위치한 그린팩토리에서 진행된 네이버 우리은행 전략적 업무 제휴 체결식에서 기념 촬영을 하고 있다 네이버 제공 파이낸셜뉴스 네이버가 우리은행과 함께 대학교 중고등학교 병원 등 다양한 분야의 디지털 전환에 나선다 일 네이버는 우리은행과 스마트 캠퍼스 사업을 비롯한 디지털 혁신사업 추진을 위한 상호협약을 맺었다고 밝혔다 협약식은 성남시에 위치한 그린팩토리에서 유봉석 네이버 서비스운영 총괄 황원철 우리은행 추진단장 등 양사 관계자가 참석한 가운데 진행됐다 양사는 우선 대학교 포털 서비스에 네이버 인증서 적용 비대면 전용 금융 서비스 등이 접목된 스마트 캠퍼스 구축을 위해 협업한다 그리고 세대 밀레니얼 세대와 세대를 아우르는 말 를 위한 콘텐츠 개발 및 공동 마케팅 중 고등학교 병원 등 다양한 분야의 디지털 혁신도 논의할 예정이다 스마트 캠퍼스 구축 사업이 완료되면 해당 대학교 재학생과 교직원은 네이버 인증서 를 활용한 온라인 간편인증이 가능해진다 학생증 출입관리 등록금 수납 서비스 등도 이용할 수 있다 또한 네이버 엑스퍼트 밴드 등에 신분 인증 방식으로 네이버 학생증을 활용할 전망이다 이밖에 네이버는 대학생이 취득한 자격증과 학사 정보를 연동해 취업에 도움을 줄 수 있는 서비스 등도 제공할 수 있도록 준비한다 이와 함께 우리은행은 대학생 교직원 전용 간편결제 간편송금 등 다양한 금융 서비스를 제공하고 별도 특화 금융상품을 제공할 예정이다 한편 네이버는 지난 월 네이버 인증서를 활용한 강의 수강 시험 응시를 개 사이버대학교에 적용한 바 있다 향후 인증서 활용 범위를 더욱 많은 대학교로 늘려갈 계획이다
9,2021-04-09,"네이버, 우리은행과 스마트 캠퍼스 구축…""네이버 인증서 활용""",대학교 포털서비스에 네이버 인증서 적용 비대면 전용 금융서비스 개발 네이버 엑스퍼트 밴드 등에서 네이버 학생증 활용하도록 할 것 유봉석 네이버 서비스운영 총괄 왼쪽 황원철 우리은행 추진단장이 일 경기도 성남에 위치한 그린팩토리에서 대학교 스마트 캠퍼스 사업을 비롯한 디지털 혁신사업 추진을 위한 상호협약을 맺었다 사진 네이버 제공 이데일리 이후섭 기자 네이버 는 우리은행과 대학교 스마트 캠퍼스 사업을 비롯한 디지털 혁신사업 추진을 위한 상호협약을 맺었다고 일 밝혔다 이날 경기도 성남시에 위치한 그린팩토리에서 유봉석 네이버 서비스운영 총괄 황원철 우리은행 추진단장 등 양사 관계자가 참석한 가운데 협약식을 진행했다 양사는 우선적으로 대학교 포털 서비스에 네이버 인증서 적용 비대면 전용 금융 서비스 등이 접목된 스마트 캠퍼스 구축을 위해 협업할 계획이다 또 세대를 위한 콘텐츠 개발 및 공동 마케팅 중고등학교 병원 등 다양한 분야의 디지털 전환에 대해서도 논의할 예정이다 스마트 캠퍼스 구축 사업이 완료되면 해당 대학교 재학생 교직원은 네이버 인증서를 활용한 온라인 간편인증이 가능해지고 학생증 출입관리 등록금 수납 서비스 등도 이용할 수 있다 또 네이버 엑스퍼트 밴드 등에 신분 인증 방식으로 네이버 학생증을 활용할 전망이다 이 외에도 네이버는 대학생이 취득한 자격증과 학사 정보를 연동해 취업에 도움을 줄 수 있는 서비스 등도 제공할 수 있도록 준비한다 우리은행은 대학생 교직원 전용 간편결제 간편송금 등 다양한 금융 서비스를 제공하고 별도 특화 금융상품을 제공할 예정이다 유봉석 네이버 서비스운영 총괄은 지난해 월 서비스를 시작한 네이버 인증서는 이달 가입자 만명을 돌파했고 공공기관 민간기업 교육기관 등 제휴처를 다양하게 넓혀가고 있다 며 우리은행과의 협업으로 더욱 다양한 이용자들이 온라인은 물론 오프라인 대학교 기관에서도 편리하게 네이버 인증서를 경험할 수 있도록 노력하겠다 고 말했다 한편 지난 월 네이버 인증서를 활용한 강의 수강 시험 응시를 개 사이버대학교에 적용한 네이버는 향후 인증서 활용 범위를 더욱 많은 대학교로 늘려갈 계획이다 이후섭
