negative,neutral,positive
54.73255653099999,6.2398606899999995,62.622993403999985
23.923687423,3.9816239310000006,29.489987789999997
30.011369148999997,4.074141528,28.602740713
41.143409246,6.087922704999999,43.197412007
58.98255653099999,6.2398606899999995,63.372993403999985
41.501902320999996,6.126663164,43.93169816599999
45.889791673999994,4.760790923000001,60.861494697
49.107694959,7.410144925999998,68.55534851499998
44.476742578999996,6.287922704999999,46.66407867399999
53.81216280299999,7.362001889,75.50928736299998
28.039240810999996,1.281079054,31.483645066
64.412456868,10.176811592999996,95.53391993899999
536.033570895,70.02882379799999,649.8255997379999
