negative,neutral,positive
4.184782609,0.0,2.7717391300000003
3.184782609,0.0,2.7717391300000003
11.536118265999999,0.06504065,8.282192091
9.171653431,3.0053885410000003,39.119705995000004
15.101587319999998,4.686282847,71.70681400999999
11.495337132,3.6073533100000006,45.506361047000006
3.684782609,0.25,4.02173913
4.684782609,0.25,4.02173913
11.487274802,3.5204291900000007,53.215873243
12.162873047999998,3.946594788000001,41.126186691
5.717479674000001,2.014227642,11.658536585
92.411454109,21.345316968000006,284.202626182
