negative,neutral,positive
18.605161368,5.895627001000002,34.72919437899999
22.316543481999997,5.594813992000002,37.94870657399999
26.627112586999992,4.696440009000002,51.52634885199999
22.246031743999993,3.305555555,20.726190476
16.392857145,1.3333333330000001,13.107142855000001
17.702798666,4.246449456000001,23.516081866
24.898304468999985,4.773737373,19.579220777
16.469740056,2.128073388,23.352101404
15.721933037000001,1.612409228,25.278793135
13.570512820000001,3.603846155,16.748717947000003
12.124953856000003,1.250645995,14.513289036999998
37.003766473,4.8950094150000005,33.605932204
243.679715703,43.33594090000001,314.63171950599997
