words
도입 제도 도입 대상 제도 도입 필요 집단 목표 도입 며 앞 준수 안전 조성 노력 제도 시 시 사용 수 휴식 도입 결정 설명 달 
지원 제도 휴식 시 보장 사용 수 중 부 필요 경우 확대 집단 목표 도입 며 앞 준수 안전 조성 노력 강조 
