words
절반 수준 반면 비교 약 배 조 기존 이유 추격 게임 게임 기록 영향 만원 만원 해외 규모 바 세 채용 지속적 인건비 차 성과 주목 예정 반영 경우 전 세계 상태 중국 기존 시장 주목 주목 며 경우 수 약 억 만 기록 수 설명 
억 두배 리 대형 만 수준 두배 증가 수준 인상 비용 부담 증가 대형 게임 수준 은 인건비 부담 이유 부진 리 압도 시장 흥행 계획 추진 예상 중국 반영 아시아 지역 사실상 뒤 한국 초 수준 바 폭 눈길 명 만원 명 만원 만원 증가 본격적 리 예상 대표 참여 
기 은 예정 모험 시 나라 행사 명 수 내 기반 이벤트 마련 유명 이벤트 자유 예정 답 행사 참여 유명 협력 재해석 작품 기반 애니메이션 듯 재미 중 후 게임 개 선물 후 사용 수 장 제공 행사 
