negative,neutral,positive
38.881009185,2.8321124369999997,40.73511068099999
21.699119239999998,6.380420054000001,24.819918696
27.635766822999997,1.6960758669999998,28.237999875000003
48.65396867699997,9.943948370999998,58.572627927000006
62.37800872399999,10.538092521000001,94.22400019
16.791318655999998,4.037051625000001,28.037365549999997
26.40753909699999,16.625544822999995,74.80755315999998
26.46138525099999,17.658878155999993,72.61011726199996
14.686716789,3.0676691710000004,16.200501250000002
5.333333333000001,0.666666667,8.666666666000001
36.42005011999999,5.667669168999999,32.200501247
36.186904761,4.7750000009999995,29.204761901999994
43.82753622699999,7.3268115940000005,37.302173912
50.24709639499999,10.249186991999998,45.64808362099999
31.967479672999993,6.097560973999999,67.32520325499999
17.956940024999998,4.2497113220000005,69.03591374799998
34.48177283499999,4.860612677000001,56.02984395199999
540.0159458109998,116.67301242100001,783.6583428939998
