negative,neutral,positive
14.506105006,2.506105007,17.745054943
24.090274412999996,2.850564971,56.491646488
12.645909645000001,2.098290599,23.234432233
23.845657999999997,7.131707317,51.903493254000004
33.949556681,2.3910734390000004,54.281236459
33.949556681,1.3910734390000004,54.281236459
14.743277048,4.598373983,19.708255158
3.249260902,1.123429416,6.833148559
15.504117154999998,2.491922034,19.168230143
35.34758261200001,20.186617247999997,47.103188834
211.83129814299997,46.769157453,350.74992253
